id,type,itunes_product_id,googleplay_product_id,dev_itunes_product_id,dev_googleplay_product_id,title,gift_description,banner_image_path,price,start_at,end_at,display_counter,purchasing_count_max,reset_type,reset_interval,reset_time,display_when_sold_out,unlock_instruction,display_when_locked,extend_interval_reset_hours,geoip_limited,is_paid_stone,show_probability
10052,SpecialPackageProduct,bngi0221_special_shop_product_fake_10052,bngi0221_special_shop_product_fake_10052,,,Extreme Z-Battle Challenge Pack,Extreme Z-Battle Challenge Pack,banners/en/special_shop/180315_extreme_z_battle_challenge_pack.png,1600,2024-01-10 06:30:00,2024-01-17 05:59:59,1,3,,,,1,,0,,1,1,1
10053,SpecialPackageProduct,bngi0221_special_shop_product_fake_10053,bngi0221_special_shop_product_fake_10053,,,Extreme Z-Battle Challenge Pack,Extreme Z-Battle Challenge Pack,banners/en/special_shop/180315_extreme_z_battle_challenge_pack.png,1600,2024-02-07 06:30:00,2024-02-14 05:59:59,1,3,,,,1,,0,,1,1,1
10054,SpecialPackageProduct,bngi0221_special_shop_product_fake_10054,bngi0221_special_shop_product_fake_10054,,,Extreme Z-Battle Challenge Pack,Extreme Z-Battle Challenge Pack,banners/en/special_shop/180315_extreme_z_battle_challenge_pack.png,1600,2024-02-23 06:30:00,2024-02-29 05:59:59,1,3,,,,1,,0,,1,1,1
10055,SpecialPackageProduct,bngi0221_special_shop_product_fake_10055,bngi0221_special_shop_product_fake_10055,,,Extreme Z-Battle Challenge Pack,Extreme Z-Battle Challenge Pack,banners/en/special_shop/180315_extreme_z_battle_challenge_pack.png,1600,2024-03-25 08:00:00,2024-04-02 05:59:59,1,3,,,,1,,0,,1,1,1
10056,SpecialPackageProduct,bngi0221_special_shop_product_fake_10056,bngi0221_special_shop_product_fake_10056,,,Extreme Z-Battle Challenge Pack,Extreme Z-Battle Challenge Pack,banners/en/special_shop/180315_extreme_z_battle_challenge_pack.png,1600,2024-04-26 04:00:00,2024-05-24 05:59:59,1,3,,,,1,,0,,1,1,1
10057,SpecialPackageProduct,bngi0221_special_shop_product_fake_10057,bngi0221_special_shop_product_fake_10057,,,Extreme Z-Battle Challenge Pack,Extreme Z-Battle Challenge Pack,banners/en/special_shop/180315_extreme_z_battle_challenge_pack.png,1600,2024-06-20 06:30:00,2024-06-30 05:59:59,1,3,,,,1,,0,,1,1,1
10058,SpecialPackageProduct,bngi0221_special_shop_product_fake_10058,bngi0221_special_shop_product_fake_10058,bngi0221_special_shop_product_fake_10058,bngi0221_special_shop_product_fake_10058,Extreme Z-Battle Challenge Pack,Extreme Z-Battle Challenge Pack,banners/en/special_shop/180315_extreme_z_battle_challenge_pack.png,1600,2024-10-01 08:00:00,2024-10-11 07:59:59,1,3,,,,1,,0,,1,1,1
10059,SpecialPackageProduct,bngi0221_special_shop_product_12_1,bngi0221_special_shop_product_12_1,bngi0221_special_shop_product_12_1,bngi0221_special_shop_product_12_1,Extreme Z-Battle Challenge Pack,Extreme Z-Battle Challenge Pack,banners/en/special_shop/spshop_icon_010033.png,1600,2025-01-31 05:00:00,2025-02-27 07:59:59,1,3,,,,1,,0,,1,1,1
11001,SpecialPackageProduct,bngi0221_special_shop_product_13_1,bngi0221_special_shop_product_13_1,,,1000 Days Celebration Pack [AGL],1000 Days Celebration Pack [AGL],banners/en/dummy_image/dummy_image.png,1200,2018-03-31 06:30:00,2018-04-10 05:59:59,1,3,,,,1,,0,,1,1,1
11002,SpecialPackageProduct,bngi0221_special_shop_product_13_2,bngi0221_special_shop_product_13_2,,,1000 Days Celebration Pack [TEQ],1000 Days Celebration Pack [TEQ],banners/en/dummy_image/dummy_image.png,1200,2018-03-31 06:30:00,2018-04-10 05:59:59,1,3,,,,1,,0,,1,1,1
11003,SpecialPackageProduct,bngi0221_special_shop_product_13_3,bngi0221_special_shop_product_13_3,,,1000 Days Celebration Pack [INT],1000 Days Celebration Pack [INT],banners/en/dummy_image/dummy_image.png,1200,2018-03-31 06:30:00,2018-04-10 05:59:59,1,3,,,,1,,0,,1,1,1
11004,SpecialPackageProduct,bngi0221_special_shop_product_13_4,bngi0221_special_shop_product_13_4,,,1000 Days Celebration Pack [STR],1000 Days Celebration Pack [STR],banners/en/dummy_image/dummy_image.png,1200,2018-03-31 06:30:00,2018-04-10 05:59:59,1,3,,,,1,,0,,1,1,1
11005,SpecialPackageProduct,bngi0221_special_shop_product_13_5,bngi0221_special_shop_product_13_5,,,1000 Days Celebration Pack [PHY],1000 Days Celebration Pack [PHY],banners/en/dummy_image/dummy_image.png,1200,2018-03-31 06:30:00,2018-04-10 05:59:59,1,3,,,,1,,0,,1,1,1
12001,SpecialPackageProduct,bngi0221_special_shop_product_fake_12001,bngi0221_special_shop_product_fake_12001,,,World Tournament Support Pack,World Tournament Support Pack,banners/en/special_shop/180504_budokai_regular_pack.png,1085,2018-05-04 06:30:00,2018-05-08 05:59:59,1,3,,,,1,,0,,1,1,1
12002,SpecialPackageProduct,bngi0221_special_shop_product_fake_12002,bngi0221_special_shop_product_fake_12002,,,World Tournament Support Pack,World Tournament Support Pack,banners/en/special_shop/180504_budokai_regular_pack.png,1085,2018-06-22 06:30:00,2018-06-26 05:59:59,1,3,,,,1,,0,,1,1,1
12003,SpecialPackageProduct,bngi0221_special_shop_product_fake_12003,bngi0221_special_shop_product_fake_12003,,,World Tournament Support Pack,World Tournament Support Pack,banners/en/special_shop/180504_budokai_regular_pack.png,1085,2018-08-24 06:30:00,2018-08-27 05:59:59,1,3,,,,1,,0,,1,1,1
12004,SpecialPackageProduct,bngi0221_special_shop_product_fake_12004,bngi0221_special_shop_product_fake_12004,,,World Tournament Support Pack,World Tournament Support Pack,banners/en/special_shop/180504_budokai_regular_pack.png,1085,2018-11-09 06:30:00,2018-11-12 05:59:59,1,3,,,,1,,0,,1,1,1
12005,SpecialPackageProduct,bngi0221_special_shop_product_fake_12005,bngi0221_special_shop_product_fake_12005,,,World Tournament Support Pack,World Tournament Support Pack,banners/en/special_shop/180504_budokai_regular_pack.png,1085,2018-12-21 06:30:00,2018-12-24 05:59:59,1,3,,,,1,,0,,1,1,1
12006,SpecialPackageProduct,bngi0221_special_shop_product_fake_12006,bngi0221_special_shop_product_fake_12006,,,World Tournament Support Pack,World Tournament Support Pack,banners/en/special_shop/180504_budokai_regular_pack.png,1085,2019-01-25 06:30:00,2019-01-28 05:59:59,1,3,,,,1,,0,,1,1,1
12007,SpecialPackageProduct,bngi0221_special_shop_product_fake_12007,bngi0221_special_shop_product_fake_12007,,,World Tournament Support Pack,World Tournament Support Pack,banners/en/special_shop/180504_budokai_regular_pack.png,1085,2019-03-15 06:30:00,2019-03-18 05:59:59,1,3,,,,1,,0,,1,1,1
12008,SpecialPackageProduct,bngi0221_special_shop_product_fake_12008,bngi0221_special_shop_product_fake_12008,,,World Tournament Support Pack,World Tournament Support Pack,banners/en/special_shop/180504_budokai_regular_pack.png,1085,2019-05-03 06:30:00,2019-05-06 05:59:59,1,3,,,,1,,0,,1,1,1
12009,SpecialPackageProduct,bngi0221_special_shop_product_fake_12009,bngi0221_special_shop_product_fake_12009,,,World Tournament Support Pack,World Tournament Support Pack,banners/en/special_shop/180504_budokai_regular_pack.png,1085,2019-07-02 06:30:00,2019-07-05 05:59:59,1,3,,,,1,,0,,1,1,1
12010,SpecialPackageProduct,bngi0221_special_shop_product_fake_12010,bngi0221_special_shop_product_fake_12010,,,World Tournament Support Pack,World Tournament Support Pack,banners/en/special_shop/180504_budokai_regular_pack.png,1085,2019-08-23 06:30:00,2019-08-26 05:59:59,1,3,,,,1,,0,,1,1,1
12011,SpecialPackageProduct,bngi0221_special_shop_product_fake_12011,bngi0221_special_shop_product_fake_12011,,,World Tournament Support Pack,World Tournament Support Pack,banners/en/special_shop/180504_budokai_regular_pack.png,1085,2019-09-27 06:30:00,2019-09-30 05:59:59,1,3,,,,1,,0,,1,1,1
12012,SpecialPackageProduct,bngi0221_special_shop_product_fake_12012,bngi0221_special_shop_product_fake_12012,,,World Tournament Support Pack,World Tournament Support Pack,banners/en/special_shop/180504_budokai_regular_pack.png,1085,2019-12-06 06:30:00,2019-12-09 05:59:59,1,3,,,,1,,0,,1,1,1
12013,SpecialPackageProduct,bngi0221_special_shop_product_fake_12013,bngi0221_special_shop_product_fake_12013,,,World Tournament Support Pack,World Tournament Support Pack,banners/en/special_shop/180504_budokai_regular_pack.png,1085,2020-03-13 06:30:00,2020-03-16 05:59:59,1,3,,,,1,,0,,1,1,1
12014,SpecialPackageProduct,bngi0221_special_shop_product_fake_12014,bngi0221_special_shop_product_fake_12014,,,World Tournament Support Pack,World Tournament Support Pack,banners/en/special_shop/180504_budokai_regular_pack.png,1085,2020-07-03 06:30:00,2020-07-06 05:59:59,1,3,,,,1,,0,,1,1,1
12015,SpecialPackageProduct,bngi0221_special_shop_product_fake_12015,bngi0221_special_shop_product_fake_12015,,,World Tournament Support Pack,World Tournament Support Pack,banners/en/special_shop/180504_budokai_regular_pack.png,1085,2020-10-30 06:30:00,2020-11-02 05:59:59,1,3,,,,1,,0,,1,1,1
12016,SpecialPackageProduct,bngi0221_special_shop_product_fake_12016,bngi0221_special_shop_product_fake_12016,,,World Tournament Support Pack,World Tournament Support Pack,banners/en/special_shop/180504_budokai_regular_pack.png,1085,2021-01-01 06:30:00,2021-01-04 05:59:59,1,3,,,,1,,0,,1,1,1
12017,SpecialPackageProduct,bngi0221_special_shop_product_fake_12017,bngi0221_special_shop_product_fake_12017,,,World Tournament Support Pack,World Tournament Support Pack,banners/en/special_shop/180504_budokai_regular_pack.png,1085,2021-04-23 06:30:00,2021-04-26 05:59:59,1,3,,,,1,,0,,1,1,1
12018,SpecialPackageProduct,bngi0221_special_shop_product_fake_12018,bngi0221_special_shop_product_fake_12018,,,World Tournament Support Pack,World Tournament Support Pack,banners/en/special_shop/180504_budokai_regular_pack.png,1085,2021-07-02 06:30:00,2021-07-05 05:59:59,1,3,,,,1,,0,,1,1,1
12019,SpecialPackageProduct,bngi0221_special_shop_product_fake_12019,bngi0221_special_shop_product_fake_12019,,,World Tournament Support Pack,World Tournament Support Pack,banners/en/special_shop/180504_budokai_regular_pack.png,1220,2021-10-29 06:30:00,2021-11-01 05:59:59,1,3,,,,1,,0,,1,1,1
12020,SpecialPackageProduct,bngi0221_special_shop_product_fake_12020,bngi0221_special_shop_product_fake_12020,,,World Tournament Support Pack,World Tournament Support Pack,banners/en/special_shop/180504_budokai_regular_pack.png,1220,2021-12-31 06:30:00,2022-01-03 05:59:59,1,3,,,,1,,0,,1,1,1
12021,SpecialPackageProduct,bngi0221_special_shop_product_fake_12021,bngi0221_special_shop_product_fake_12021,,,World Tournament Support Pack,World Tournament Support Pack,banners/en/special_shop/180504_budokai_regular_pack.png,1220,2022-03-11 06:30:00,2022-03-14 05:59:59,1,3,,,,1,,0,,1,1,1
12022,SpecialPackageProduct,bngi0221_special_shop_product_fake_12022,bngi0221_special_shop_product_fake_12022,,,World Tournament Support Pack,World Tournament Support Pack,banners/en/special_shop/180504_budokai_regular_pack.png,1220,2022-07-01 06:30:00,2022-07-04 05:59:59,1,3,,,,1,,0,,1,1,1
12023,SpecialPackageProduct,bngi0221_special_shop_product_fake_12023,bngi0221_special_shop_product_fake_12023,,,World Tournament Support Pack,World Tournament Support Pack,banners/en/special_shop/180504_budokai_regular_pack.png,1600,2022-11-18 06:30:00,2022-11-21 05:59:59,1,3,,,,1,,0,,1,1,1
12024,SpecialPackageProduct,bngi0221_special_shop_product_fake_12024,bngi0221_special_shop_product_fake_12024,,,World Tournament Support Pack,World Tournament Support Pack,banners/en/special_shop/180504_budokai_regular_pack.png,1600,2023-01-27 06:30:00,2023-01-30 05:59:59,1,3,,,,1,,0,,1,1,1
12025,SpecialPackageProduct,bngi0221_special_shop_product_fake_12025,bngi0221_special_shop_product_fake_12025,,,World Tournament Support Pack,World Tournament Support Pack,banners/en/special_shop/180504_budokai_regular_pack.png,1600,2023-04-21 06:30:00,2023-04-24 05:59:59,1,3,,,,1,,0,,1,1,1
12026,SpecialPackageProduct,bngi0221_special_shop_product_fake_12026,bngi0221_special_shop_product_fake_12026,,,World Tournament Support Pack,World Tournament Support Pack,banners/en/special_shop/180504_budokai_regular_pack.png,1600,2023-06-30 06:30:00,2023-07-03 05:59:59,1,3,,,,1,,0,,1,1,1
12027,SpecialPackageProduct,bngi0221_special_shop_product_fake_12027,bngi0221_special_shop_product_fake_12027,,,World Tournament Support Pack,World Tournament Support Pack,banners/en/special_shop/180504_budokai_regular_pack.png,1600,2023-12-29 06:30:00,2024-01-01 05:59:59,1,3,,,,1,,0,,1,1,1
12028,SpecialPackageProduct,bngi0221_special_shop_product_fake_12028,bngi0221_special_shop_product_fake_12028,,,World Tournament Support Pack,World Tournament Support Pack,banners/en/special_shop/180504_budokai_regular_pack.png,1600,2024-02-16 06:30:00,2024-02-19 05:59:59,1,3,,,,1,,0,,1,1,1
12029,SpecialPackageProduct,bngi0221_special_shop_product_fake_12029,bngi0221_special_shop_product_fake_12029,,,World Tournament Support Pack,World Tournament Support Pack,banners/en/special_shop/180504_budokai_regular_pack.png,1600,2024-03-22 06:30:00,2024-03-25 05:59:59,1,3,,,,1,,0,,1,1,1
12030,SpecialPackageProduct,bngi0221_special_shop_product_fake_12030,bngi0221_special_shop_product_fake_12030,,,World Tournament Support Pack,World Tournament Support Pack,banners/en/special_shop/180504_budokai_regular_pack.png,1600,2024-04-19 06:30:00,2024-04-22 05:59:59,1,3,,,,1,,0,,1,1,1
12031,SpecialPackageProduct,bngi0221_special_shop_product_fake_12031,bngi0221_special_shop_product_fake_12031,,,World Tournament Support Pack,World Tournament Support Pack,banners/en/special_shop/180504_budokai_regular_pack.png,1600,2024-06-28 06:30:00,2024-07-01 05:59:59,1,3,,,,1,,0,,1,1,1
12032,SpecialPackageProduct,bngi0221_special_shop_product_fake_12032,bngi0221_special_shop_product_fake_12032,,,World Tournament Support Pack,World Tournament Support Pack,banners/en/special_shop/180504_budokai_regular_pack.png,1600,2024-07-19 06:30:00,2024-07-22 05:59:59,1,3,,,,1,,0,,1,1,1
12033,SpecialPackageProduct,bngi0221_special_shop_product_fake_12033,bngi0221_special_shop_product_fake_12033,,,World Tournament Support Pack,World Tournament Support Pack,banners/en/special_shop/180504_budokai_regular_pack.png,1600,2024-08-16 06:30:00,2024-08-19 06:30:00,1,3,,,,1,,0,,1,1,1
12034,SpecialPackageProduct,bngi0221_special_shop_product_fake_12034,bngi0221_special_shop_product_fake_12034,bngi0221_special_shop_product_fake_12034,bngi0221_special_shop_product_fake_12034,World Tournament Support Pack,World Tournament Support Pack,banners/en/special_shop/180504_budokai_regular_pack.png,1600,2024-10-18 06:30:00,2024-10-21 05:59:59,1,3,,,,1,,0,,1,1,1
12035,SpecialPackageProduct,bngi0221_special_shop_product_14_2,bngi0221_special_shop_product_14_2,bngi0221_special_shop_product_14_2,bngi0221_special_shop_product_14_2,World Tournament Support Pack,World Tournament Support Pack,banners/en/special_shop/spshop_icon_012018.png,1600,2024-12-13 06:30:00,2024-12-16 05:59:59,1,3,,,,1,,0,,1,1,1
13001,SpecialPackageProduct,bngi0221_special_shop_product_16_1,bngi0221_special_shop_product_16_1,,,3rd Anniv. Boost Pack (AGL),3rd Anniv. Boost Pack (AGL),banners/en/dummy_image/dummy_image.png,1220,2018-06-30 00:00:00,2018-08-13 05:59:59,1,3,,,,1,,0,,1,1,1
13002,SpecialPackageProduct,bngi0221_special_shop_product_16_2,bngi0221_special_shop_product_16_2,,,3rd Anniv. Boost Pack (TEQ),3rd Anniv. Boost Pack (TEQ),banners/en/dummy_image/dummy_image.png,1200,2018-06-30 00:00:00,2018-08-13 05:59:59,1,3,,,,1,,0,,1,1,1
13003,SpecialPackageProduct,bngi0221_special_shop_product_16_3,bngi0221_special_shop_product_16_3,,,3rd Anniv. Boost Pack (INT),3rd Anniv. Boost Pack (INT),banners/en/dummy_image/dummy_image.png,1200,2018-06-30 00:00:00,2018-08-13 05:59:59,1,3,,,,1,,0,,1,1,1
13004,SpecialPackageProduct,bngi0221_special_shop_product_16_4,bngi0221_special_shop_product_16_4,,,3rd Anniv. Boost Pack (STR),3rd Anniv. Boost Pack (STR),banners/en/dummy_image/dummy_image.png,1200,2018-06-30 00:00:00,2018-08-13 05:59:59,1,3,,,,1,,0,,1,1,1
13005,SpecialPackageProduct,bngi0221_special_shop_product_16_5,bngi0221_special_shop_product_16_5,,,3rd Anniv. Boost Pack (PHY),3rd Anniv. Boost Pack (PHY),banners/en/dummy_image/dummy_image.png,1200,2018-06-30 00:00:00,2018-08-13 05:59:59,1,3,,,,1,,0,,1,1,1
14001,SpecialPackageProduct,bngi0221_special_shop_product_fake_14001,bngi0221_special_shop_product_fake_14001,,,Extreme Z-Battle Challenge Pack,Extreme Z-Battle Challenge Pack,banners/en/special_shop/180315_extreme_z_battle_challenge_pack.png,1220,2022-08-15 06:30:00,2022-08-26 05:59:59,1,3,,,,1,,0,,1,1,1
14002,SpecialPackageProduct,bngi0221_special_shop_product_12_2,bngi0221_special_shop_product_12_2,,,Extreme Z-Battle Challenge Pack (Super Saiyan God SS Goku (Kaioken)),Extreme Z-Battle Challenge Pack (Super Saiyan God SS Goku (Kaioken)),banners/en/special_shop/spshop_icon_010033.png,1600,2023-07-21 00:00:00,2023-08-05 05:59:59,1,3,,,,1,,0,,1,1,1
16001,SpecialPackageProduct,bngi0221_special_shop_product_17_1,bngi0221_special_shop_product_17_1,,,Rank 10 Growth Pack,Rank 10 Growth Pack,banners/en/dummy_image/dummy_image.png,1220,2018-08-16 06:30:00,2020-07-06 23:59:59,0,1,,,,1,Unlock upon reaching Rank 10,1,,1,1,1
16002,SpecialPackageProduct,bngi0221_special_shop_product_17_2,bngi0221_special_shop_product_17_2,,,Rank 20 Growth Pack,Rank 20 Growth Pack,banners/en/dummy_image/dummy_image.png,980,2018-08-16 06:30:00,2020-07-06 23:59:59,0,1,,,,1,Unlock upon reaching Rank 20,1,,0,1,1
16003,SpecialPackageProduct,bngi0221_special_shop_product_17_3,bngi0221_special_shop_product_17_3,,,Rank 30 Growth Pack,Rank 30 Growth Pack,banners/en/dummy_image/dummy_image.png,980,2018-08-16 06:30:00,2020-07-06 23:59:59,0,1,,,,1,Unlock upon reaching Rank 30,1,,0,1,1
16004,SpecialPackageProduct,bngi0221_special_shop_product_17_4,bngi0221_special_shop_product_17_4,,,Rank 50 Growth Pack,Rank 50 Growth Pack,banners/en/dummy_image/dummy_image.png,1220,2018-08-16 06:30:00,2020-07-06 23:59:59,0,1,,,,1,Unlock upon reaching Rank 50,1,,1,1,1
16005,SpecialPackageProduct,bngi0221_special_shop_product_17_5,bngi0221_special_shop_product_17_5,,,Rank 75 Growth Pack,Rank 75 Growth Pack,banners/en/dummy_image/dummy_image.png,980,2018-08-16 06:30:00,2020-07-06 23:59:59,0,1,,,,1,Unlock upon reaching Rank 75,1,,0,1,1
16006,SpecialPackageProduct,bngi0221_special_shop_product_17_6,bngi0221_special_shop_product_17_6,,,Rank 100 Growth Pack,Rank 100 Growth Pack,banners/en/dummy_image/dummy_image.png,1840,2018-08-16 06:30:00,2020-07-06 23:59:59,0,1,,,,1,Unlock upon reaching Rank 100,1,,1,1,1
16007,SpecialPackageProduct,bngi0221_special_shop_product_17_7,bngi0221_special_shop_product_17_7,,,Rank 125 Growth Pack,Rank 125 Growth Pack,banners/en/dummy_image/dummy_image.png,980,2018-08-16 06:30:00,2020-07-06 23:59:59,0,1,,,,1,Unlock upon reaching Rank 125,1,,0,1,1
16008,SpecialPackageProduct,bngi0221_special_shop_product_17_8,bngi0221_special_shop_product_17_8,,,Rank 150 Growth Pack,Rank 150 Growth Pack,banners/en/dummy_image/dummy_image.png,2080,2018-08-16 06:30:00,2020-07-06 23:59:59,0,1,,,,1,Unlock upon reaching Rank 150,1,,1,1,1
16009,SpecialPackageProduct,bngi0221_special_shop_product_17_9,bngi0221_special_shop_product_17_9,,,Rank 175 Growth Pack,Rank 175 Growth Pack,banners/en/dummy_image/dummy_image.png,1220,2018-08-16 06:30:00,2020-07-06 23:59:59,0,1,,,,1,Unlock upon reaching Rank 175,1,,0,1,1
16010,SpecialPackageProduct,bngi0221_special_shop_product_17_10,bngi0221_special_shop_product_17_10,,,Rank 200 Growth Pack,Rank 200 Growth Pack,banners/en/dummy_image/dummy_image.png,3060,2018-08-16 06:30:00,2020-07-06 23:59:59,0,1,,,,1,Unlock upon reaching Rank 200,1,,1,1,1
17001,SpecialPackageProduct,bngi0221_special_shop_product_18_1,bngi0221_special_shop_product_18_1,,,"""Grand Kai's Support"" Pack (AGL)","""Grand Kai's Support"" Pack (AGL)",banners/en/dummy_image/dummy_image.png,1220,2018-08-28 05:00:00,2018-10-05 15:59:59,1,3,,,,1,,0,,1,1,1
17002,SpecialPackageProduct,bngi0221_special_shop_product_18_2,bngi0221_special_shop_product_18_2,,,"""Grand Kai's Support"" Pack (TEQ)","""Grand Kai's Support"" Pack (TEQ)",banners/en/dummy_image/dummy_image.png,1220,2018-08-28 05:00:00,2018-10-05 15:59:59,1,3,,,,1,,0,,1,1,1
17003,SpecialPackageProduct,bngi0221_special_shop_product_18_3,bngi0221_special_shop_product_18_3,,,"""Grand Kai's Support"" Pack (INT)","""Grand Kai's Support"" Pack (INT)",banners/en/dummy_image/dummy_image.png,1220,2018-08-28 05:00:00,2018-10-05 15:59:59,1,3,,,,1,,0,,1,1,1
17004,SpecialPackageProduct,bngi0221_special_shop_product_18_4,bngi0221_special_shop_product_18_4,,,"""Grand Kai's Support"" Pack (STR)","""Grand Kai's Support"" Pack (STR)",banners/en/dummy_image/dummy_image.png,1220,2018-08-28 05:00:00,2018-10-05 15:59:59,1,3,,,,1,,0,,1,1,1
17005,SpecialPackageProduct,bngi0221_special_shop_product_18_5,bngi0221_special_shop_product_18_5,,,"""Grand Kai's Support"" Pack (PHY)","""Grand Kai's Support"" Pack (PHY)",banners/en/dummy_image/dummy_image.png,1220,2018-08-28 05:00:00,2018-10-05 15:59:59,1,3,,,,1,,0,,1,1,1
19001,SpecialPackageProduct,bngi0221_special_shop_product_19_1,bngi0221_special_shop_product_19_1,,,Dokkan Thank-You Pack 1,Dokkan Thank-You Pack 1,banners/en/dummy_image/dummy_image.png,610,2018-11-28 05:35:00,2018-12-20 05:59:59,0,1,,,,1,,0,,1,1,1
19002,SpecialPackageProduct,bngi0221_special_shop_product_19_2,bngi0221_special_shop_product_19_2,,,Dokkan Thank-You Pack 2,Dokkan Thank-You Pack 2,banners/en/dummy_image/dummy_image.png,1840,2018-11-28 05:35:00,2018-12-20 05:59:59,0,1,,,,1,Purchase Dokkan Thank-You Pack 1 to unlock,1,,1,1,1
19003,SpecialPackageProduct,bngi0221_special_shop_product_19_3,bngi0221_special_shop_product_19_3,,,Dokkan Thank-You Pack 3,Dokkan Thank-You Pack 3,banners/en/dummy_image/dummy_image.png,2440,2018-11-28 05:35:00,2018-12-20 05:59:59,0,1,,,,1,Purchase Dokkan Thank-You Pack 2 to unlock,1,,1,1,1
19004,SpecialPackageProduct,bngi0221_special_shop_product_19_4,bngi0221_special_shop_product_19_4,,,Dokkan Thank-You Pack 4,Dokkan Thank-You Pack 4,banners/en/dummy_image/dummy_image.png,3060,2018-11-28 05:35:00,2018-12-20 05:59:59,0,1,,,,1,Purchase Dokkan Thank-You Pack 3 to unlock,1,,1,1,1
20001,SpecialPackageProduct,bngi0221_special_shop_product_20_1,bngi0221_special_shop_product_20_1,,,4th Anniversary! Wonder Pack (A),4th Anniversary! Wonder Pack (A),banners/en/dummy_image/dummy_image.png,2440,2019-07-09 06:00:00,2019-08-05 05:59:59,0,1,,,,1,,0,,1,1,1
20002,SpecialPackageProduct,bngi0221_special_shop_product_20_2,bngi0221_special_shop_product_20_2,,,4th Anniversary! Wonder Pack (B),4th Anniversary! Wonder Pack (B),banners/en/dummy_image/dummy_image.png,2440,2019-07-09 06:00:00,2019-08-05 05:59:59,0,1,,,,1,,0,,1,1,1
20003,SpecialPackageProduct,bngi0221_special_shop_product_20_3_4th,bngi0221_special_shop_product_20_3_4th,,,4th Anniversary! Premium Pack,4th Anniversary! Premium Pack,banners/en/dummy_image/dummy_image.png,4200,2019-07-09 06:00:00,2019-08-05 05:59:59,0,1,,,,1,,0,,1,1,1
21001,SpecialPackageProduct,bngi0221_special_shop_product_22_1,bngi0221_special_shop_product_22_1,,,Appreciation Pack,Appreciation Pack,banners/en/special_shop/appreciation_pack_1.png,1840,2019-11-12 06:30:00,2019-12-09 05:59:59,1,1,,,,1,,0,,0,1,1
21002,SpecialPackageProduct,bngi0221_special_shop_product_22_2,bngi0221_special_shop_product_22_2,,,Dokkan Thank-You Pack (A),Dokkan Thank-You Pack (A),banners/en/special_shop/dokkan_thank_you_pack_1.png,1220,2019-11-12 06:30:00,2019-12-02 05:59:59,1,2,,,,1,,0,,1,1,1
21003,SpecialPackageProduct,bngi0221_special_shop_product_22_3,bngi0221_special_shop_product_22_3,,,Dokkan Thank-You Pack (B),Dokkan Thank-You Pack (B),banners/en/special_shop/dokkan_thank_you_pack_2.png,1220,2019-11-12 06:30:00,2019-12-02 05:59:59,1,2,,,,1,,0,,1,1,1
21004,SpecialPackageProduct,bngi0221_special_shop_product_22_4,bngi0221_special_shop_product_22_4,,,Premium Dokkan Thank-You Pack,Premium Dokkan Thank-You Pack,banners/en/special_shop/dokkan_thank_you_pack_premiumi.png,4280,2019-11-12 06:30:00,2019-12-02 05:59:59,1,1,,,,1,,0,,1,1,1
21005,SpecialPackageProduct,bngi0221_special_shop_product_22_5,bngi0221_special_shop_product_22_5,,,Beginner’s Pack,Beginner’s Pack,banners/en/special_shop/spshop_icon_021005.png,1220,2019-11-12 00:00:00,2021-07-03 23:59:59,0,1,,,,1,,0,,1,1,1
22001,SpecialPackageProduct,bngi0221_special_shop_product_23_1,bngi0221_special_shop_product_23_1,,,Christmas Pack 1,Christmas Pack 1,banners/en/special_shop/spshop_banner_20191225_xmas-pack_small_A.png,610,2019-12-25 06:30:00,2020-01-01 05:59:59,1,1,,,,1,,0,,1,1,1
22002,SpecialPackageProduct,bngi0221_special_shop_product_23_2,bngi0221_special_shop_product_23_2,,,Christmas Pack 2,Christmas Pack 2,banners/en/special_shop/spshop_banner_20191225_xmas-pack_small_B.png,1220,2019-12-25 06:30:00,2020-01-01 05:59:59,1,1,,,,1,Purchase Christmas Pack 1 to unlock,1,,1,1,1
22003,SpecialPackageProduct,bngi0221_special_shop_product_23_3,bngi0221_special_shop_product_23_3,,,Christmas Pack 3,Christmas Pack 3,banners/en/special_shop/spshop_banner_20191225_xmas-pack_small_C.png,4040,2019-12-25 06:30:00,2020-01-01 05:59:59,1,1,,,,1,Purchase Christmas Pack 2 to unlock,1,,1,1,1
23001,SpecialPackageProduct,bngi0221_special_shop_product_21_1,bngi0221_special_shop_product_21_1,,,Desperate Counterattack Pack,Desperate Counterattack Pack,banners/en/special_shop/spshop_banner_20200203_counterattack_small.png,980,2020-02-03 06:30:00,2020-02-21 05:59:59,1,3,,,,1,,0,,1,1,1
24001,SpecialPackageProduct,bngi0221_special_shop_product_fake_24001,bngi0221_special_shop_product_fake_24001,,,Ultimate Showdown Pack,Ultimate Showdown Pack,banners/en/special_shop/spshop_banner_20200302_small.png,4200,2020-03-02 06:30:00,2020-03-18 05:59:59,1,1,,,,1,,0,,1,1,1
25001,SpecialPackageProduct,bngi0221_special_shop_product_24_1,bngi0221_special_shop_product_24_1,,,Extreme Clash Pack,Extreme Clash Pack,banners/en/special_shop/Extreme_Clash_Pack.png,4200,2020-04-02 06:30:00,2020-04-20 05:59:59,1,1,,,,1,,0,,1,1,1
