id,type,name,description,priority,interval_reset_days,notification_announcement_id,information_announcement_id,gasha_category_id,is_hidden_when_no_currency,timer_layout_type,movie_type,is_rate_visible,open_at,close_at,start_at,end_at
410,Gasha::StoneGasha,力属性ガシャ,{color: #FF3333}超サイヤ人キャベ{color}・{color: #FF3333}ヒット{color}が{color: #FF3333}力属性ガシャ{color}に登場!!↵連続ガシャは{color: #9966FF}老界王神{color}が{color: #FFFF00}2体{color}おまけでついてくる!!,50,,,,,0,0,3,1,2015-09-28 06:00:00,2015-10-01 05:59:59,2015-09-28 06:00:00,2015-10-01 05:59:59
411,Gasha::StoneGasha,極限DOKKANフェス, 　　　　　{color: #FF9900}極限{color}{color: #FF3300}DOKKAN{color}{color: #FFEE00}フェス{color}開催中!!↵{color: #FF0000}超強力{color}に覚醒する{color: #66CCCC}超サイヤ人3孫悟空{color}を仲間にしよう!!,100,,,,,0,0,3,1,2015-09-28 06:00:00,2015-10-01 05:59:59,2015-09-28 06:00:00,2015-10-01 05:59:59
416,Gasha::TicketGasha,World Tournament Ticket Summon,"{center: begin}{color: #66CCFF}World Tournament {color}{color: #FFCC33}Ticket Summon{color} is on!
Join the {color: #FF0000}World Tournament{color} to get
the required tickets for performing summons!{center}",4,,,,,0,0,3,1,2018-11-09 06:30:00,2018-11-28 05:59:59,2018-11-09 06:30:00,2018-11-28 05:59:59
417,Gasha::TicketGasha,SSR Guaranteed Summon (World Tournament Reward Characters),"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on! 
Grab the chance to summon powerful characters
who have joined the World Tournament in the past!{center}",5,,,,,0,0,3,1,2018-11-09 06:30:00,2018-11-28 05:59:59,2018-11-09 06:30:00,2018-11-28 05:59:59
418,Gasha::TicketGasha,SSR Guaranteed Summon,"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on!
Use ""SSR Guaranteed Ticket"" to summon
powerful SSR characters!{center}",6,,,,,0,0,3,1,2018-11-09 06:30:00,2018-11-28 05:59:59,2018-11-09 06:30:00,2018-11-28 05:59:59
433,Gasha::TicketGasha,World Tournament Ticket Summon,"{center: begin}{color: #66CCFF}World Tournament {color}{color: #FFCC33}Ticket Summon{color} is on!
Join the {color: #FF0000}World Tournament{color} to get
the required tickets for performing summons!{center}",4,,,,,0,0,3,1,2019-07-02 06:30:00,2019-07-22 05:59:59,2019-07-02 06:30:00,2019-07-22 05:59:59
434,Gasha::TicketGasha,SSR Guaranteed Summon (World Tournament Reward Characters),"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on! 
Grab the chance to summon powerful characters
who have joined the World Tournament in the past!{center}",5,,,,,0,0,3,1,2018-12-21 06:30:00,2019-01-08 05:59:59,2018-12-21 06:30:00,2019-01-08 05:59:59
435,Gasha::TicketGasha,SSR Guaranteed Summon,"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on!
Use ""SSR Guaranteed Ticket"" to summon
powerful SSR characters!{center}",6,,,,,0,0,3,1,2018-12-21 06:30:00,2019-01-08 05:59:59,2018-12-21 06:30:00,2019-01-08 05:59:59
437,Gasha::TicketGasha,Celebration Ticket Summon,"{center:begin}New Summon Animation Celebration!
Use {color: #FFFF00}Celebration Summon Tickets{color} to perform Summons!{center}",52,,,,,0,0,3,1,2018-08-23 06:30:00,2018-09-04 05:59:59,2018-08-23 06:30:00,2018-09-04 05:59:59
438,Gasha::TicketGasha,SSR Guaranteed Ticket Summon,"{center:begin}New Summon Animation Celebration!
The Celebration Summon that {color: #FFFF00}guarantees an SSR character{color} is on!{center}",51,,,,,0,0,3,1,2018-08-23 06:30:00,2018-09-04 05:59:59,2018-08-23 06:30:00,2018-09-04 05:59:59
451,Gasha::TicketGasha,SSR Guaranteed Summon (World Tournament Reward Characters),"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on! 
Grab the chance to summon powerful characters
who have appeared in the World Tournament before!{center}",5,,,,,0,0,3,1,2019-01-25 06:30:00,2019-02-13 05:59:59,2019-01-25 06:30:00,2019-02-13 05:59:59
452,Gasha::TicketGasha,SSR Guaranteed Summon,"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on!
Use ""SSR Guaranteed Ticket"" to summon
powerful SSR characters!{center}",6,,,,,0,0,3,1,2019-01-25 06:30:00,2019-02-13 05:59:59,2019-01-25 06:30:00,2019-02-13 05:59:59
454,Gasha::PointGasha,Friend Summon,"{center:begin}{color: #FFCC00}Great Saiyaman 1 & 2{color} that can be awakened into an {color : #FF0000}LR{color} is here!
One {color : #FFFF00}Z-Awakened character{color} or {color : #FFFF00}Hercule Statue{color} guaranteed per Multi-Summon!{center}",8,,,,4.0,0,0,3,0,2024-08-13 06:00:00,2024-10-03 04:59:59,2024-08-13 06:00:00,2024-10-03 04:59:59
476,Gasha::TicketGasha,SSR Guaranteed Summon (World Tournament Reward Characters),"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on! 
Grab the chance to summon powerful characters
who have appeared in the World Tournament before!{center}",5,,,,,0,0,3,1,2019-03-15 06:30:00,2019-04-03 05:59:59,2019-03-15 06:30:00,2019-04-03 05:59:59
477,Gasha::TicketGasha,SSR Guaranteed Summon,"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on!
Use ""SSR Guaranteed Ticket"" to summon
powerful SSR characters!{center}",6,,,,,0,0,3,1,2019-03-15 06:30:00,2019-04-03 05:59:59,2019-03-15 06:30:00,2019-04-03 05:59:59
499,Gasha::TicketGasha,SSR Guaranteed Summon (World Tournament Reward Characters),"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on! 
Grab the chance to summon powerful characters
who have appeared in the World Tournament before!{center}",5,,,,,0,0,3,1,2019-07-02 06:30:00,2019-07-22 05:59:59,2019-07-02 06:30:00,2019-07-22 05:59:59
500,Gasha::TicketGasha,SSR Guaranteed Summon,"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on!
Use ""SSR Guaranteed Ticket"" to summon
powerful SSR characters!{center}",6,,,,,0,0,3,1,2019-05-03 06:30:00,2019-05-23 05:59:59,2019-05-03 06:30:00,2019-05-23 05:59:59
525,Gasha::TicketGasha,SSR Guaranteed Summon,"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on!
Use ""SSR Guaranteed Ticket"" to summon
powerful SSR characters!{center}",6,,,,,0,0,3,1,2019-07-02 06:30:00,2019-07-22 05:59:59,2019-07-02 06:30:00,2019-07-22 05:59:59
550,Gasha::TicketGasha,World Tournament Ticket Summon,"{center: begin}{color: #66CCFF}World Tournament {color}{color: #FFCC33}Ticket Summon{color} is on!
Join the {color: #FF0000}World Tournament{color} to get
the required tickets for performing summons!{center}",4,,,,,0,0,3,1,2019-08-23 06:30:00,2019-09-05 05:59:59,2019-08-23 06:30:00,2019-09-05 05:59:59
551,Gasha::TicketGasha,SSR Guaranteed Summon (World Tournament Reward Characters),"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on!
Grab the chance to summon powerful characters
who have appeared in the World Tournament before!{center}",5,,,,,0,0,3,1,2019-08-23 06:30:00,2019-09-05 05:59:59,2019-08-23 06:30:00,2019-09-05 05:59:59
552,Gasha::TicketGasha,SSR Guaranteed Summon,"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on!
Use ""SSR Guaranteed Ticket"" to summon
powerful SSR characters!{center}",6,,,,,0,0,3,1,2019-08-23 06:30:00,2019-09-05 05:59:59,2019-08-23 06:30:00,2019-09-05 05:59:59
569,Gasha::TicketGasha,Fighting Legend: Goku Ticket Summon,"{center: begin}{color: #FF3333}Fighting Legend: Goku{color} is on!
Recruit powerful characters to your team with Summon Tickets!{center}",158,,,4420.0,3.0,1,0,3,1,2019-10-03 06:30:00,2038-01-01 00:00:00,2019-10-03 06:30:00,2038-01-01 00:00:00
579,Gasha::TicketGasha,World Tournament Ticket Summon,"{center: begin}{color: #66CCFF}World Tournament {color}{color: #FFCC33}Ticket Summon{color} is on!
Join the {color: #FF0000}World Tournament{color} to get
the required tickets for performing summons!{center}",4,,,,,0,0,3,1,2019-09-27 06:30:00,2019-10-10 05:59:59,2019-09-27 06:30:00,2019-10-10 05:59:59
580,Gasha::TicketGasha,SSR Guaranteed Summon (World Tournament Reward Characters),"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on!
Grab the chance to summon powerful characters
who have appeared in the World Tournament before!{center}",5,,,,,0,0,3,1,2019-09-27 06:30:00,2019-10-10 05:59:59,2019-09-27 06:30:00,2019-10-10 05:59:59
581,Gasha::TicketGasha,SSR Guaranteed Summon,"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on!
Use ""SSR Guaranteed Ticket"" to summon
powerful SSR characters!{center}",6,,,,,0,0,3,1,2019-09-27 06:30:00,2019-10-10 05:59:59,2019-09-27 06:30:00,2019-10-10 05:59:59
599,Gasha::TicketGasha,World Tournament Ticket Summon,"{center: begin}{color: #66CCFF}World Tournament {color}{color: #FFCC33}Ticket Summon{color} is on!
Join the {color: #FF0000}World Tournament{color} to get
the required tickets for performing summons!{center}",4,,,,,0,0,3,1,2019-12-06 06:30:00,2019-12-19 05:59:59,2019-12-06 06:30:00,2019-12-19 05:59:59
600,Gasha::TicketGasha,SSR Guaranteed Summon (World Tournament Reward Characters),"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on!
Grab the chance to summon powerful characters
who have appeared in the World Tournament before!{center}",5,,,,,0,0,3,1,2019-12-06 06:30:00,2019-12-19 05:59:59,2019-12-06 06:30:00,2019-12-19 05:59:59
601,Gasha::TicketGasha,SSR Guaranteed Summon,"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on!
Use ""SSR Guaranteed Ticket"" to summon
powerful SSR characters!{center}",6,,,,,0,0,3,1,2019-12-06 06:30:00,2019-12-19 05:59:59,2019-12-06 06:30:00,2019-12-19 05:59:59
635,Gasha::TicketGasha,World Tournament Ticket Summon,"{center: begin}{color: #66CCFF}World Tournament {color}{color: #FFCC33}Ticket Summon{color} is on!
Join the {color: #FF0000}World Tournament{color} to get
the required tickets for performing summons!{center}",4,,,,,0,0,3,1,2020-07-03 06:30:00,2020-07-16 05:59:59,2020-07-03 06:30:00,2020-07-16 05:59:59
636,Gasha::TicketGasha,SSR Guaranteed Summon (World Tournament Reward Characters),"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on!
Summon powerful characters who
have appeared in the World Tournament before!{center}",5,,,,,0,0,3,1,2020-03-13 06:30:00,2020-03-26 05:59:59,2020-03-13 06:30:00,2020-03-26 05:59:59
637,Gasha::TicketGasha,SSR Guaranteed Summon,"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on!
Use ""SSR Guaranteed Ticket"" to summon
powerful SSR characters!{center}",6,,,,,0,0,3,1,2020-03-13 06:30:00,2020-03-26 05:59:59,2020-03-13 06:30:00,2020-03-26 05:59:59
659,Gasha::TicketGasha,SSR Guaranteed Summon (World Tournament Reward Characters),"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on!
Summon powerful characters who
have appeared in the World Tournament before!{center}",5,,,,,0,0,3,1,2020-07-03 06:30:00,2020-07-16 05:59:59,2020-07-03 06:30:00,2020-07-16 05:59:59
660,Gasha::TicketGasha,SSR Guaranteed Summon,"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on!
Use ""SSR Guaranteed Ticket"" to summon
powerful SSR characters!{center}",6,,,,,0,0,3,1,2020-07-03 06:30:00,2020-07-16 05:59:59,2020-07-03 06:30:00,2020-07-16 05:59:59
712,Gasha::TicketGasha,World Tournament Ticket Summon,"{center: begin}{color: #66CCFF}World Tournament {color}{color: #FFCC33}Ticket Summon{color} is on!
Join the {color: #FF0000}World Tournament{color} to get
the required tickets for performing summons!{center}",10,,,,,0,0,3,1,2020-10-30 06:30:00,2020-11-12 05:59:59,2020-10-30 06:30:00,2020-11-12 05:59:59
713,Gasha::TicketGasha,SSR Guaranteed Summon (World Tournament Reward Characters),"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on!
Summon powerful characters who
have appeared in the World Tournament before!{center}",11,,,,,0,0,3,1,2020-10-30 06:30:00,2020-11-12 05:59:59,2020-10-30 06:30:00,2020-11-12 05:59:59
714,Gasha::TicketGasha,SSR Guaranteed Summon,"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on!
Use ""SSR Guaranteed Ticket"" to summon
powerful SSR characters!{center}",12,,,,,0,0,3,1,2020-10-30 06:30:00,2020-11-12 05:59:59,2020-10-30 06:30:00,2020-11-12 05:59:59
744,Gasha::TicketGasha,World Tournament Ticket Summon,"{center: begin}{color: #66CCFF}World Tournament {color}{color: #FFCC33}Ticket Summon{color} is on!
Join the {color: #FF0000}World Tournament{color} to get
the required tickets for performing summons!{center}",10,,,,,0,0,3,1,2021-01-01 06:30:00,2021-01-18 05:59:59,2021-01-01 06:30:00,2021-01-18 05:59:59
745,Gasha::TicketGasha,SSR Guaranteed Summon (World Tournament Reward Characters),"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on!
Summon powerful characters who
have appeared in the World Tournament before!{center}",11,,,,,0,0,3,1,2021-01-01 06:30:00,2021-01-18 05:59:59,2021-01-01 06:30:00,2021-01-18 05:59:59
746,Gasha::TicketGasha,SSR Guaranteed Summon,"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on!
Use ""SSR Guaranteed Ticket"" to summon
powerful SSR characters!{center}",12,,,,,0,0,3,1,2021-01-01 06:30:00,2021-01-18 05:59:59,2021-01-01 06:30:00,2021-01-18 05:59:59
774,Gasha::TicketGasha,World Tournament Ticket Summon,"{center: begin}{color: #66CCFF}World Tournament {color}{color: #FFCC33}Ticket Summon{color} is on!
Join the {color: #FF0000}World Tournament{color} to get
the required tickets for performing summons!{center}",10,,,,,0,0,3,1,2021-04-23 06:30:00,2021-05-10 05:59:59,2021-04-23 06:30:00,2021-05-10 05:59:59
775,Gasha::TicketGasha,SSR Guaranteed Summon (World Tournament Reward Characters),"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on!
Summon powerful characters who
have appeared in the World Tournament before!{center}",11,,,,,0,0,3,1,2021-04-23 06:30:00,2021-05-10 05:59:59,2021-04-23 06:30:00,2021-05-10 05:59:59
776,Gasha::TicketGasha,SSR Guaranteed Summon,"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on!
Use ""SSR Guaranteed Ticket"" to summon
powerful SSR characters!{center}",12,,,,,0,0,3,1,2021-04-23 06:30:00,2021-05-10 05:59:59,2021-04-23 06:30:00,2021-05-10 05:59:59
801,Gasha::TicketGasha,World Tournament Ticket Summon,"{center: begin}{color: #66CCFF}World Tournament {color}{color: #FFCC33}Ticket Summon{color} is on!
Join the {color: #FF0000}World Tournament{color} to get
the required tickets for performing summons!{center}",10,,,,,0,0,3,1,2021-07-02 06:30:00,2021-07-19 05:59:59,2021-07-02 06:30:00,2021-07-19 05:59:59
802,Gasha::TicketGasha,SSR Guaranteed Summon (World Tournament Reward Characters),"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on!
Summon powerful characters who
have appeared in the World Tournament before!{center}",11,,,,,0,0,3,1,2021-07-02 06:30:00,2021-07-19 05:59:59,2021-07-02 06:30:00,2021-07-19 05:59:59
803,Gasha::TicketGasha,SSR Guaranteed Summon,"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on!
Use ""SSR Guaranteed Ticket"" to summon
powerful SSR characters!{center}",12,,,,,0,0,3,1,2021-07-02 06:30:00,2021-07-19 05:59:59,2021-07-02 06:30:00,2021-07-19 05:59:59
902,Gasha::TicketGasha,Fighting Legend: Goku [GT Edition] Ticket Summon,"{center: begin}{color: #FF9900}Fighting Legend: Goku is on!{color}
Recruit {color: #FFFF00}powerful characters{color} to your team with {color: #FF0000}Summon Tickets{color}!{center}",159,,,4421.0,3.0,1,0,3,1,2021-05-08 06:30:00,2038-01-01 00:00:00,2021-05-08 06:30:00,2038-01-01 00:00:00
930,Gasha::TicketGasha,World Tournament Ticket Summon,"{center: begin}{color: #66CCFF}World Tournament {color}{color: #FFCC33}Ticket Summon{color} is on!
Join the {color: #FF0000}World Tournament{color} to get
the required tickets for performing summons!{center}",10,,,,,0,0,3,1,2021-10-29 06:30:00,2021-11-15 05:59:59,2021-10-29 06:30:00,2021-11-15 05:59:59
931,Gasha::TicketGasha,SSR Guaranteed Summon (World Tournament Reward Characters),"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on!
Summon powerful characters who
have appeared in the World Tournament before!{center}",11,,,,,0,0,3,1,2021-10-29 06:30:00,2021-11-15 05:59:59,2021-10-29 06:30:00,2021-11-15 05:59:59
932,Gasha::TicketGasha,SSR Guaranteed Summon,"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on!
Use ""SSR Guaranteed Ticket"" to summon
powerful SSR characters!{center}",12,,,,,0,0,3,1,2021-10-29 06:30:00,2021-11-15 05:59:59,2021-10-29 06:30:00,2021-11-15 05:59:59
964,Gasha::TicketGasha,World Tournament Ticket Summon,"{center: begin}{color: #66CCFF}World Tournament {color}{color: #FFCC33}Ticket Summon{color} is on!
Join the {color: #FF0000}World Tournament{color} to get
the required tickets for performing summons!{center}",10,,,,,0,0,3,1,2021-12-31 06:30:00,2022-01-17 05:59:59,2021-12-31 06:30:00,2022-01-17 05:59:59
965,Gasha::TicketGasha,SSR Guaranteed Summon (World Tournament Reward Characters),"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on!
Summon powerful characters who
have appeared in the World Tournament before!{center}",11,,,,,0,0,3,1,2021-12-31 06:30:00,2022-01-17 05:59:59,2021-12-31 06:30:00,2022-01-17 05:59:59
966,Gasha::TicketGasha,SSR Guaranteed Summon,"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on!
Use ""SSR Guaranteed Ticket"" to summon
powerful SSR characters!{center}",12,,,,,0,0,3,1,2021-12-31 06:30:00,2022-01-17 05:59:59,2021-12-31 06:30:00,2022-01-17 05:59:59
993,Gasha::TicketGasha,World Tournament Ticket Summon,"{center: begin}{color: #66CCFF}World Tournament {color}{color: #FFCC33}Ticket Summon{color} is on!
Join the {color: #FF0000}World Tournament{color} to get
the required tickets for performing summons!{center}",10,,,,,0,0,3,1,2022-03-11 06:30:00,2022-03-28 05:59:59,2022-03-11 06:30:00,2022-03-28 05:59:59
994,Gasha::TicketGasha,SSR Guaranteed Summon (World Tournament Reward Characters),"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on!
Summon powerful characters who
have appeared in the World Tournament before!{center}",11,,,,,0,0,3,1,2022-03-11 06:30:00,2022-03-28 05:59:59,2022-03-11 06:30:00,2022-03-28 05:59:59
995,Gasha::TicketGasha,SSR Guaranteed Summon,"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on!
Use ""SSR Guaranteed Ticket"" to summon
powerful SSR characters!{center}",12,,,,,0,0,3,1,2022-03-11 06:30:00,2022-03-28 05:59:59,2022-03-11 06:30:00,2022-03-28 05:59:59
999,Gasha::TutorialGasha,Tutorial Summon,Tutorial exclusive! Guaranteed SR-Class Summon!,120,,,,,0,0,3,0,2015-01-28 17:00:00,2022-01-16 23:59:59,2015-01-28 17:00:00,2022-01-16 23:59:59
1000,Gasha::TutorialGasha,Tutorial Summon,Tutorial exclusive! Guaranteed SR-Class Summon!,120,,,,4.0,0,0,3,0,2022-01-17 00:00:00,2038-01-01 00:00:00,2022-01-17 00:00:00,2038-01-01 00:00:00
1039,Gasha::StoneGasha,Rare Summon,One SR or Higher GUARANTEED per MULTI-SUMMON,10,,,,,0,0,3,0,2015-12-29 08:10:00,2016-01-05 07:59:59,2015-12-29 08:10:00,2016-01-05 07:59:59
1065,Gasha::TicketGasha,World Tournament Ticket Summon,"{center: begin}{color: #66CCFF}World Tournament {color}{color: #FFCC33}Ticket Summon{color} is on!
Join the {color: #FF0000}World Tournament{color} to get the required tickets!{center}",10,,,4441.0,3.0,0,1,3,1,2022-07-01 06:30:00,2022-07-18 05:59:59,2022-07-01 06:30:00,2022-07-18 05:59:59
1066,Gasha::TicketGasha,SSR Guaranteed Summon (World Tournament Reward Characters),"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on! Summon powerful characters 
who have appeared in the World Tournament before!{center}",11,,,4441.0,3.0,0,1,3,1,2022-07-01 06:30:00,2022-07-18 05:59:59,2022-07-01 06:30:00,2022-07-18 05:59:59
1067,Gasha::TicketGasha,SSR Guaranteed Summon,"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on!
Use ""SSR Guaranteed Ticket"" to summon powerful SSR characters!{center}",12,,,4441.0,3.0,0,1,3,1,2022-07-01 06:30:00,2022-07-18 05:59:59,2022-07-01 06:30:00,2022-07-18 05:59:59
1083,Gasha::StoneGasha,Rare Summon,"Super Saiyan Festival! New {color : #FFFF00 }Super Saiyan 2 Gohan (Adult) {color}arrives!
         Single-Summon to get Training Items or Support Items!",83,,,,,0,0,3,0,2016-04-29 08:10:00,2016-05-04 07:59:59,2016-04-29 08:10:00,2016-05-04 07:59:59
1089,Gasha::TicketGasha,World Tournament Ticket Summon,"{center: begin}{color: #66CCFF}World Tournament {color}{color: #FFCC33}Ticket Summon{color} is on!
Join the {color: #FF0000}World Tournament{color} to get the required tickets!{center}",10,,,4533.0,3.0,0,1,3,1,2022-11-18 06:30:00,2022-12-05 05:59:59,2022-11-18 06:30:00,2022-12-05 05:59:59
1090,Gasha::TicketGasha,SSR Guaranteed Summon (World Tournament Reward Characters),"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on! Summon powerful characters 
who have appeared in the World Tournament before!{center}",11,,,4533.0,3.0,0,1,3,1,2022-11-18 06:30:00,2022-12-05 05:59:59,2022-11-18 06:30:00,2022-12-05 05:59:59
1091,Gasha::TicketGasha,SSR Guaranteed Summon,"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on!
Use ""SSR Guaranteed Ticket"" to summon powerful SSR characters!{center}",12,,,4533.0,3.0,0,1,3,1,2022-11-18 06:30:00,2022-12-05 05:59:59,2022-11-18 06:30:00,2022-12-05 05:59:59
1161,Gasha::TicketGasha,World Tournament Ticket Summon,"{center: begin}{color: #66CCFF}World Tournament {color}{color: #FFCC33}Ticket Summon{color} is on!
Join the {color: #FF0000}World Tournament{color} to get the required tickets!{center}",10,,,4561.0,3.0,0,1,3,1,2023-01-27 06:30:00,2023-02-13 05:59:59,2023-01-27 06:30:00,2023-02-13 05:59:59
1162,Gasha::TicketGasha,SSR Guaranteed Summon (World Tournament Reward Characters),"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on! Summon powerful characters 
who have appeared in the World Tournament before!{center}",11,,,4561.0,3.0,0,1,3,1,2023-01-27 06:30:00,2023-02-13 05:59:59,2023-01-27 06:30:00,2023-02-13 05:59:59
1163,Gasha::TicketGasha,SSR Guaranteed Summon,"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on!
Use ""SSR Guaranteed Ticket"" to summon powerful SSR characters!{center}",12,,,4561.0,3.0,0,1,3,1,2023-01-27 06:30:00,2023-02-13 05:59:59,2023-01-27 06:30:00,2023-02-13 05:59:59
1224,Gasha::TicketGasha,World Tournament Ticket Summon,"{center: begin}{color: #66CCFF}World Tournament {color}{color: #FFCC33}Ticket Summon{color} is on!
Join the {color: #FF0000}World Tournament{color} to get the required tickets!{center}",10,,,4600.0,3.0,0,1,3,1,2023-04-21 06:30:00,2023-05-08 05:59:59,2023-04-21 06:30:00,2023-05-08 05:59:59
1225,Gasha::TicketGasha,SSR Guaranteed Summon (World Tournament Reward Characters),"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on! Summon powerful characters 
who have appeared in the World Tournament before!{center}",11,,,4600.0,3.0,0,1,3,1,2023-04-21 06:30:00,2023-05-08 05:59:59,2023-04-21 06:30:00,2023-05-08 05:59:59
1226,Gasha::TicketGasha,SSR Guaranteed Summon,"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on!
Use ""SSR Guaranteed Ticket"" to summon powerful SSR characters!{center}",12,,,4600.0,3.0,0,1,3,1,2023-04-21 06:30:00,2023-05-08 05:59:59,2023-04-21 06:30:00,2023-05-08 05:59:59
1240,Gasha::TicketGasha,World Tournament Ticket Summon,"{center: begin}{color: #66CCFF}World Tournament {color}{color: #FFCC33}Ticket Summon{color} is on!
Join the {color: #FF0000}World Tournament{color} to get the required tickets!{center}",10,,,4630.0,3.0,0,1,3,1,2023-06-30 06:30:00,2023-07-17 05:59:59,2023-06-30 06:30:00,2023-07-17 05:59:59
1241,Gasha::TicketGasha,SSR Guaranteed Summon (World Tournament Reward Characters),"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on! Summon powerful characters 
who have appeared in the World Tournament before!{center}",11,,,4630.0,3.0,0,1,3,1,2023-06-30 06:30:00,2023-07-17 05:59:59,2023-06-30 06:30:00,2023-07-17 05:59:59
1242,Gasha::TicketGasha,SSR Guaranteed Summon,"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on!
Use SSR Guaranteed Ticket to summon powerful SSR characters!{center}",12,,,4630.0,3.0,0,1,3,1,2023-06-30 06:30:00,2023-07-17 05:59:59,2023-06-30 06:30:00,2023-07-17 05:59:59
1265,Gasha::TicketGasha,World Tournament Ticket Summon,"{center: begin}{color: #66CCFF}World Tournament {color}{color: #FFCC33}Ticket Summon{color} is on!
Join the {color: #FF0000}World Tournament{color} to get the required tickets!{center}",10,,,4718.0,3.0,0,1,3,1,2023-12-29 06:30:00,2024-01-15 05:59:59,2023-12-29 06:30:00,2024-01-15 05:59:59
1266,Gasha::TicketGasha,SSR Guaranteed Summon (World Tournament Reward Characters),"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on! Summon powerful characters 
who have appeared in the World Tournament before!{center}",11,,,4718.0,3.0,0,1,3,1,2023-12-29 06:30:00,2024-01-15 05:59:59,2023-12-29 06:30:00,2024-01-15 05:59:59
1267,Gasha::TicketGasha,SSR Guaranteed Summon,"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on!
Use SSR Guaranteed Tickets to summon powerful SSR characters!{center}",12,,,4718.0,3.0,0,1,3,1,2023-12-29 06:30:00,2024-01-15 05:59:59,2023-12-29 06:30:00,2024-01-15 05:59:59
1291,Gasha::TicketGasha,World Tournament Ticket Summon,"{center: begin}{color: #66CCFF}World Tournament {color}{color: #FFCC33}Ticket Summon{color} is on!
Join the {color: #FF0000}World Tournament{color} to get the required tickets!{center}",10,,,4767.0,3.0,0,1,3,1,2024-02-16 06:30:00,2024-03-04 05:59:59,2024-02-16 06:30:00,2024-03-04 05:59:59
1292,Gasha::TicketGasha,SSR Guaranteed Summon (World Tournament Reward Characters),"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on! Summon powerful characters 
who have appeared in the World Tournament before!{center}",11,,,4767.0,3.0,0,1,3,1,2024-02-16 06:30:00,2024-03-04 05:59:59,2024-02-16 06:30:00,2024-03-04 05:59:59
1293,Gasha::TicketGasha,SSR Guaranteed Summon,"{center: begin}{color: #FF9900}SSR Guaranteed Summon{color} is on!
Use SSR Guaranteed Tickets to summon powerful SSR characters!{center}",12,,,4767.0,3.0,0,1,3,1,2024-02-16 06:30:00,2024-03-04 05:59:59,2024-02-16 06:30:00,2024-03-04 05:59:59
1356,Gasha::TicketGasha,World Tournament Ticket Summon,"{center: begin}{color: #66CCFF}World Tournament {color}{color: #FFCC33}Ticket Summon{color} is on!
Join the {color: #FF0000}World Tournament{color} to get the required tickets!{center}",10,,,4787.0,3.0,0,1,3,1,2024-03-22 06:30:00,2024-04-08 05:59:59,2024-03-22 06:30:00,2024-04-08 05:59:59
