id,name,description,grade,selling_exchange_point,hp,attack,defense,equipment_skill_limitation_set_id,icon_image_id,is_eternal
2692,[Category-Exclusive] Skill Orb Combo Attack + Lv. 5,"A Skill Orb you can equip to a ""Heavenly Events"" Category 
character who has two Hidden Potential routes unlocked. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",gold,100,0,0,0,101,24,0
2693,[Category-Exclusive] Skill Orb Critical Hit + Lv. 5,"A Skill Orb you can equip to a ""Heavenly Events"" Category 
character who has two Hidden Potential routes unlocked. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",gold,100,0,0,0,101,29,0
2694,[Category-Exclusive] Skill Orb Evasion + Lv. 5,"A Skill Orb you can equip to a ""Heavenly Events"" Category 
character who has two Hidden Potential routes unlocked. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",gold,100,0,0,0,101,28,0
2695,[Category-Exclusive] Skill Orb Type ATK Boost + Lv. 5,"A Skill Orb you can equip to a ""Heavenly Events"" Category 
character who has two Hidden Potential routes unlocked. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",gold,100,0,0,0,101,27,0
2696,[Category-Exclusive] Skill Orb Type DEF Boost + Lv. 5,"A Skill Orb you can equip to a ""Heavenly Events"" Category 
character who has two Hidden Potential routes unlocked. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",gold,100,0,0,0,101,26,0
2697,[Category-Exclusive] Skill Orb Super Attack Boost + Lv. 5,"A Skill Orb you can equip to a ""Heavenly Events"" Category 
character who has two Hidden Potential routes unlocked. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",gold,100,0,0,0,101,25,0
2698,[Category-Exclusive] Skill Orb Recovery Boost + Lv. 5,"A Skill Orb you can equip to a ""Heavenly Events"" Category 
character who has two Hidden Potential routes unlocked. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",gold,100,0,0,0,101,33,0
2699,"[Category-Exclusive] Skill Orb Critical Hit + Lv. 3, ATK + Lv. 1","A Skill Orb you can equip to a ""Saviors"" Category 
character who has two Hidden Potential routes unlocked. 
Its level is added to the equipped character's Hidden Potential 
Skill level, and the equipped character's ATK +300.",gold,100,0,300,0,102,62,0
2700,"[Category-Exclusive] Skill Orb Evasion + Lv. 3, DEF + Lv. 2","A Skill Orb you can equip to a ""Saviors"" Category 
character who has two Hidden Potential routes unlocked. 
Its level is added to the equipped character's Hidden Potential 
Skill level, and the equipped character's DEF +600.",gold,100,0,0,600,102,79,0
2701,"[Category-Exclusive] Skill Orb Combo Attack + Lv. 3, HP + Lv. 3","A Skill Orb you can equip to a ""Saviors"" Category 
character who has two Hidden Potential routes unlocked. 
Its level is added to the equipped character's Hidden Potential 
Skill level, and the equipped character's HP +900.",gold,100,900,0,0,102,63,0
2702,"[Category-Exclusive] EX Skill Orb Critical Hit + Lv. 4, ATK + Lv. 1","An EX Skill Orb you can equip to a ""Saviors"" Category 
character. Its level is added to the equipped character's 
Hidden Potential Skill level, and the equipped character's 
ATK +300. Cannot be exchanged for Trade Points.",gold,0,0,300,0,102,62,1
2703,"[Category-Exclusive] EX Skill Orb Evasion + Lv. 4, DEF + Lv. 2","An EX Skill Orb you can equip to a ""Saviors"" Category 
character. Its level is added to the equipped character's 
Hidden Potential Skill level, and the equipped character's 
DEF +600. Cannot be exchanged for Trade Points.",gold,0,0,0,600,102,79,1
2704,"[Category-Exclusive] EX Skill Orb Combo Attack + Lv. 4, HP + Lv. 3","An EX Skill Orb you can equip to a ""Saviors"" Category 
character. Its level is added to the equipped character's 
Hidden Potential Skill level, and the equipped character's 
HP +900. Cannot be exchanged for Trade Points.",gold,0,900,0,0,102,63,1
2705,Skill Orb Combo Attack + Lv. 6,"A Skill Orb you can equip to a character who has two 
Hidden Potential routes unlocked. Its level is added to 
the equipped character's Hidden Potential Skill level.",gold,100,0,0,0,6,24,0
2706,Skill Orb Critical Hit + Lv. 6,"A Skill Orb you can equip to a character who has two 
Hidden Potential routes unlocked. Its level is added to 
the equipped character's Hidden Potential Skill level.",gold,100,0,0,0,6,29,0
2707,Skill Orb Evasion + Lv. 6,"A Skill Orb you can equip to a character who has two 
Hidden Potential routes unlocked. Its level is added to 
the equipped character's Hidden Potential Skill level.",gold,100,0,0,0,6,28,0
2708,Skill Orb Type ATK Boost + Lv. 6,"A Skill Orb you can equip to a character who has two 
Hidden Potential routes unlocked. Its level is added to 
the equipped character's Hidden Potential Skill level.",gold,100,0,0,0,6,27,0
2709,Skill Orb Type DEF Boost + Lv. 6,"A Skill Orb you can equip to a character who has two 
Hidden Potential routes unlocked. Its level is added to 
the equipped character's Hidden Potential Skill level.",gold,100,0,0,0,6,26,0
2710,Skill Orb Super Attack Boost + Lv. 6,"A Skill Orb you can equip to a character who has two 
Hidden Potential routes unlocked. Its level is added to 
the equipped character's Hidden Potential Skill level.",gold,100,0,0,0,6,25,0
2711,Skill Orb Recovery Boost + Lv. 6,"A Skill Orb you can equip to a character who has two 
Hidden Potential routes unlocked. Its level is added to 
the equipped character's Hidden Potential Skill level.",gold,100,0,0,0,6,33,0
2712,[Category-Exclusive] Skill Orb HP + Lv. 5,"A Skill Orb you can equip to a ""Dragon Ball Heroes"" 
Category UR/LR character. Equipped character's HP +500.",bronze,1,500,0,0,103,8,0
2713,[Category-Exclusive] Skill Orb ATK + Lv. 5,"A Skill Orb you can equip to a ""Dragon Ball Heroes"" 
Category UR/LR character. Equipped character's ATK +500.",bronze,1,0,500,0,103,10,0
2714,[Category-Exclusive] Skill Orb DEF + Lv. 5,"A Skill Orb you can equip to a ""Dragon Ball Heroes"" 
Category UR/LR character. Equipped character's DEF +500.",bronze,1,0,0,500,103,9,0
2715,[Category-Exclusive] Skill Orb Combo Attack + Lv. 5,"A Skill Orb you can equip to a ""Dragon Ball Heroes"" 
Category character whose Super Attack level is 
10 or higher. Its level is added to the equipped 
character's Hidden Potential Skill level.",silver,10,0,0,0,103,13,0
2716,[Category-Exclusive] Skill Orb Critical Hit + Lv. 5,"A Skill Orb you can equip to a ""Dragon Ball Heroes"" 
Category character whose Super Attack level is 
10 or higher. Its level is added to the equipped 
character's Hidden Potential Skill level.",silver,10,0,0,0,103,18,0
2717,[Category-Exclusive] Skill Orb Evasion + Lv. 5,"A Skill Orb you can equip to a ""Dragon Ball Heroes"" 
Category character whose Super Attack level is 
10 or higher. Its level is added to the equipped 
character's Hidden Potential Skill level.",silver,10,0,0,0,103,17,0
2718,[Category-Exclusive] Skill Orb Type ATK Boost + Lv. 5,"A Skill Orb you can equip to a ""Dragon Ball Heroes"" 
Category character whose Super Attack level is 
10 or higher. Its level is added to the equipped 
character's Hidden Potential Skill level.",silver,10,0,0,0,103,16,0
2719,[Category-Exclusive] Skill Orb Type DEF Boost + Lv. 5,"A Skill Orb you can equip to a ""Dragon Ball Heroes"" 
Category character whose Super Attack level is 
10 or higher. Its level is added to the equipped 
character's Hidden Potential Skill level.",silver,10,0,0,0,103,15,0
2720,[Category-Exclusive] Skill Orb Super Attack Boost + Lv. 5,"A Skill Orb you can equip to a ""Dragon Ball Heroes"" 
Category character whose Super Attack level is 
10 or higher. Its level is added to the equipped 
character's Hidden Potential Skill level.",silver,10,0,0,0,103,14,0
2721,[Category-Exclusive] Skill Orb Recovery Boost + Lv. 5,"A Skill Orb you can equip to a ""Dragon Ball Heroes"" 
Category character whose Super Attack level is 
10 or higher. Its level is added to the equipped 
character's Hidden Potential Skill level.",silver,10,0,0,0,103,22,0
2722,[Category-Exclusive] Skill Orb Combo Attack + Lv. 5,"A Skill Orb you can equip to a ""Dragon Ball Heroes"" 
Category character who has two Hidden Potential 
routes unlocked. Its level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,103,24,0
2723,[Category-Exclusive] Skill Orb Critical Hit + Lv. 5,"A Skill Orb you can equip to a ""Dragon Ball Heroes"" 
Category character who has two Hidden Potential 
routes unlocked. Its level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,103,29,0
2724,[Category-Exclusive] Skill Orb Evasion + Lv. 5,"A Skill Orb you can equip to a ""Dragon Ball Heroes"" 
Category character who has two Hidden Potential 
routes unlocked. Its level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,103,28,0
2725,[Category-Exclusive] Skill Orb Type ATK Boost + Lv. 5,"A Skill Orb you can equip to a ""Dragon Ball Heroes"" 
Category character who has two Hidden Potential 
routes unlocked. Its level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,103,27,0
2726,[Category-Exclusive] Skill Orb Type DEF Boost + Lv. 5,"A Skill Orb you can equip to a ""Dragon Ball Heroes"" 
Category character who has two Hidden Potential 
routes unlocked. Its level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,103,26,0
2727,[Category-Exclusive] Skill Orb Super Attack Boost + Lv. 5,"A Skill Orb you can equip to a ""Dragon Ball Heroes"" 
Category character who has two Hidden Potential 
routes unlocked. Its level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,103,25,0
2728,[Category-Exclusive] Skill Orb Recovery Boost + Lv. 5,"A Skill Orb you can equip to a ""Dragon Ball Heroes"" 
Category character who has two Hidden Potential 
routes unlocked. Its level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,103,33,0
2729,[Category-Exclusive] Skill Orb HP + Lv. 5,"A Skill Orb you can equip to a ""Crossover"" Category 
UR/LR character. Equipped character's HP +500.",bronze,1,500,0,0,104,8,0
2730,[Category-Exclusive] Skill Orb ATK + Lv. 5,"A Skill Orb you can equip to a ""Crossover"" Category 
UR/LR character. Equipped character's ATK +500.",bronze,1,0,500,0,104,10,0
2731,[Category-Exclusive] Skill Orb DEF + Lv. 5,"A Skill Orb you can equip to a ""Crossover"" Category 
UR/LR character. Equipped character's DEF +500.",bronze,1,0,0,500,104,9,0
2732,[Category-Exclusive] Skill Orb Combo Attack + Lv. 5,"A Skill Orb you can equip to a ""Crossover"" Category 
character whose Super Attack level is 10 or higher. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",silver,10,0,0,0,104,13,0
2733,[Category-Exclusive] Skill Orb Critical Hit + Lv. 5,"A Skill Orb you can equip to a ""Crossover"" Category 
character whose Super Attack level is 10 or higher. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",silver,10,0,0,0,104,18,0
2734,[Category-Exclusive] Skill Orb Evasion + Lv. 5,"A Skill Orb you can equip to a ""Crossover"" Category 
character whose Super Attack level is 10 or higher. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",silver,10,0,0,0,104,17,0
2735,[Category-Exclusive] Skill Orb Type ATK Boost + Lv. 5,"A Skill Orb you can equip to a ""Crossover"" Category 
character whose Super Attack level is 10 or higher. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",silver,10,0,0,0,104,16,0
2736,[Category-Exclusive] Skill Orb Type DEF Boost + Lv. 5,"A Skill Orb you can equip to a ""Crossover"" Category 
character whose Super Attack level is 10 or higher. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",silver,10,0,0,0,104,15,0
2737,[Category-Exclusive] Skill Orb Super Attack Boost + Lv. 5,"A Skill Orb you can equip to a ""Crossover"" Category 
character whose Super Attack level is 10 or higher. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",silver,10,0,0,0,104,14,0
2738,[Category-Exclusive] Skill Orb Recovery Boost + Lv. 5,"A Skill Orb you can equip to a ""Crossover"" Category 
character whose Super Attack level is 10 or higher. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",silver,10,0,0,0,104,22,0
2739,[Category-Exclusive] Skill Orb Combo Attack + Lv. 5,"A Skill Orb you can equip to a ""Crossover"" Category 
character who has two Hidden Potential routes 
unlocked. Its level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,104,24,0
2740,[Category-Exclusive] Skill Orb Critical Hit + Lv. 5,"A Skill Orb you can equip to a ""Crossover"" Category 
character who has two Hidden Potential routes 
unlocked. Its level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,104,29,0
2741,[Category-Exclusive] Skill Orb Evasion + Lv. 5,"A Skill Orb you can equip to a ""Crossover"" Category 
character who has two Hidden Potential routes 
unlocked. Its level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,104,28,0
2742,[Category-Exclusive] Skill Orb Type ATK Boost + Lv. 5,"A Skill Orb you can equip to a ""Crossover"" Category 
character who has two Hidden Potential routes 
unlocked. Its level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,104,27,0
2743,[Category-Exclusive] Skill Orb Type DEF Boost + Lv. 5,"A Skill Orb you can equip to a ""Crossover"" Category 
character who has two Hidden Potential routes 
unlocked. Its level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,104,26,0
2744,[Category-Exclusive] Skill Orb Super Attack Boost + Lv. 5,"A Skill Orb you can equip to a ""Crossover"" Category 
character who has two Hidden Potential routes 
unlocked. Its level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,104,25,0
2745,[Category-Exclusive] Skill Orb Recovery Boost + Lv. 5,"A Skill Orb you can equip to a ""Crossover"" Category 
character who has two Hidden Potential routes 
unlocked. Its level is added to the equipped 
character's Hidden Potential Skill level.",gold,100,0,0,0,104,33,0
2746,"[Category-Exclusive] Skill Orb Critical Hit + Lv. 3, ATK + Lv. 1","A Skill Orb you can equip to a ""Planet Namek Saga"" Category 
character who has two Hidden Potential routes unlocked. 
Its level is added to the equipped character's Hidden Potential 
Skill level, and the equipped character's ATK +300.",gold,100,0,300,0,47,62,0
2747,"[Category-Exclusive] Skill Orb Evasion + Lv. 3, DEF + Lv. 2","A Skill Orb you can equip to a ""Planet Namek Saga"" Category 
character who has two Hidden Potential routes unlocked. 
Its level is added to the equipped character's Hidden Potential 
Skill level, and the equipped character's DEF +600.",gold,100,0,0,600,47,79,0
2748,"[Category-Exclusive] Skill Orb Combo Attack + Lv. 3, HP + Lv. 3","A Skill Orb you can equip to a ""Planet Namek Saga"" Category 
character who has two Hidden Potential routes unlocked. 
Its level is added to the equipped character's Hidden Potential 
Skill level, and the equipped character's HP +900.",gold,100,900,0,0,47,63,0
2749,"[Category-Exclusive] EX Skill Orb Critical Hit + Lv. 4, ATK + Lv. 1","An EX Skill Orb you can equip to a ""Planet Namek Saga"" 
Category character. Its level is added to the equipped 
character's Hidden Potential Skill level, and the equipped 
character's ATK +300. Cannot be exchanged for Trade Points.",gold,0,0,300,0,47,62,1
2750,"[Category-Exclusive] EX Skill Orb Evasion + Lv. 4, DEF + Lv. 2","An EX Skill Orb you can equip to a ""Planet Namek Saga"" 
Category character. Its level is added to the equipped 
character's Hidden Potential Skill level, and the equipped 
character's DEF +600. Cannot be exchanged for Trade Points.",gold,0,0,0,600,47,79,1
2751,"[Category-Exclusive] EX Skill Orb Combo Attack + Lv. 4, HP + Lv. 3","An EX Skill Orb you can equip to a ""Planet Namek Saga"" 
Category character. Its level is added to the equipped 
character's Hidden Potential Skill level, and the equipped 
character's HP +900. Cannot be exchanged for Trade Points.",gold,0,900,0,0,47,63,1
2752,"[Category-Exclusive] Skill Orb Critical Hit + Lv. 3, ATK + Lv. 1","A Skill Orb you can equip to a ""Joined Forces"" Category 
character who has two Hidden Potential routes unlocked. 
Its level is added to the equipped character's Hidden Potential 
Skill level, and the equipped character's ATK +300.",gold,100,0,300,0,105,62,0
2753,"[Category-Exclusive] Skill Orb Evasion + Lv. 3, DEF + Lv. 2","A Skill Orb you can equip to a ""Joined Forces"" Category 
character who has two Hidden Potential routes unlocked. 
Its level is added to the equipped character's Hidden Potential 
Skill level, and the equipped character's DEF +600.",gold,100,0,0,600,105,79,0
2754,"[Category-Exclusive] Skill Orb Combo Attack + Lv. 3, HP + Lv. 3","A Skill Orb you can equip to a ""Joined Forces"" Category 
character who has two Hidden Potential routes unlocked. 
Its level is added to the equipped character's Hidden Potential 
Skill level, and the equipped character's HP +900.",gold,100,900,0,0,105,63,0
2755,"[Category-Exclusive] EX Skill Orb Critical Hit + Lv. 4, ATK + Lv. 1","An EX Skill Orb you can equip to a ""Joined Forces"" Category 
character. Its level is added to the equipped character's 
Hidden Potential Skill level, and the equipped character's 
ATK +300. Cannot be exchanged for Trade Points.",gold,0,0,300,0,105,62,1
2756,"[Category-Exclusive] EX Skill Orb Evasion + Lv. 4, DEF + Lv. 2","An EX Skill Orb you can equip to a ""Joined Forces"" Category 
character. Its level is added to the equipped character's 
Hidden Potential Skill level, and the equipped character's 
DEF +600. Cannot be exchanged for Trade Points.",gold,0,0,0,600,105,79,1
2757,"[Category-Exclusive] EX Skill Orb Combo Attack + Lv. 4, HP + Lv. 3","An EX Skill Orb you can equip to a ""Joined Forces"" Category 
character. Its level is added to the equipped character's 
Hidden Potential Skill level, and the equipped character's 
HP +900. Cannot be exchanged for Trade Points.",gold,0,900,0,0,105,63,1
2758,[Category-Exclusive] Skill Orb HP + Lv. 5,"A Skill Orb you can equip to a 
""Target: Goku"" Category UR/LR character. 
Equipped character's HP +500.",bronze,1,500,0,0,106,8,0
2759,[Category-Exclusive] Skill Orb ATK + Lv. 5,"A Skill Orb you can equip to a 
""Target: Goku"" Category UR/LR character. 
Equipped character's ATK +500.",bronze,1,0,500,0,106,10,0
2760,[Category-Exclusive] Skill Orb DEF + Lv. 5,"A Skill Orb you can equip to a 
""Target: Goku"" Category UR/LR character. 
Equipped character's DEF +500.",bronze,1,0,0,500,106,9,0
2761,[Category-Exclusive] Skill Orb Combo Attack + Lv. 5,"A Skill Orb you can equip to a ""Target: Goku"" Category 
character whose Super Attack level is 10 or higher. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",silver,10,0,0,0,106,13,0
2762,[Category-Exclusive] Skill Orb Critical Hit + Lv. 5,"A Skill Orb you can equip to a ""Target: Goku"" Category 
character whose Super Attack level is 10 or higher. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",silver,10,0,0,0,106,18,0
2763,[Category-Exclusive] Skill Orb Evasion + Lv. 5,"A Skill Orb you can equip to a ""Target: Goku"" Category 
character whose Super Attack level is 10 or higher. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",silver,10,0,0,0,106,17,0
2764,[Category-Exclusive] Skill Orb Type ATK Boost + Lv. 5,"A Skill Orb you can equip to a ""Target: Goku"" Category 
character whose Super Attack level is 10 or higher. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",silver,10,0,0,0,106,16,0
2765,[Category-Exclusive] Skill Orb Type DEF Boost + Lv. 5,"A Skill Orb you can equip to a ""Target: Goku"" Category 
character whose Super Attack level is 10 or higher. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",silver,10,0,0,0,106,15,0
2766,[Category-Exclusive] Skill Orb Super Attack Boost + Lv. 5,"A Skill Orb you can equip to a ""Target: Goku"" Category 
character whose Super Attack level is 10 or higher. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",silver,10,0,0,0,106,14,0
2767,[Category-Exclusive] Skill Orb Recovery Boost + Lv. 5,"A Skill Orb you can equip to a ""Target: Goku"" Category 
character whose Super Attack level is 10 or higher. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",silver,10,0,0,0,106,22,0
2768,[Category-Exclusive] Skill Orb Combo Attack + Lv. 5,"A Skill Orb you can equip to a ""Target: Goku"" Category 
character who has two Hidden Potential routes unlocked. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",gold,100,0,0,0,106,24,0
2769,[Category-Exclusive] Skill Orb Critical Hit + Lv. 5,"A Skill Orb you can equip to a ""Target: Goku"" Category 
character who has two Hidden Potential routes unlocked. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",gold,100,0,0,0,106,29,0
2770,[Category-Exclusive] Skill Orb Evasion + Lv. 5,"A Skill Orb you can equip to a ""Target: Goku"" Category 
character who has two Hidden Potential routes unlocked. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",gold,100,0,0,0,106,28,0
2771,[Category-Exclusive] Skill Orb Type ATK Boost + Lv. 5,"A Skill Orb you can equip to a ""Target: Goku"" Category 
character who has two Hidden Potential routes unlocked. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",gold,100,0,0,0,106,27,0
2772,[Category-Exclusive] Skill Orb Type DEF Boost + Lv. 5,"A Skill Orb you can equip to a ""Target: Goku"" Category 
character who has two Hidden Potential routes unlocked. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",gold,100,0,0,0,106,26,0
2773,[Category-Exclusive] Skill Orb Super Attack Boost + Lv. 5,"A Skill Orb you can equip to a ""Target: Goku"" Category 
character who has two Hidden Potential routes unlocked. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",gold,100,0,0,0,106,25,0
2774,[Category-Exclusive] Skill Orb Recovery Boost + Lv. 5,"A Skill Orb you can equip to a ""Target: Goku"" Category 
character who has two Hidden Potential routes unlocked. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",gold,100,0,0,0,106,33,0
2775,[Category-Exclusive] Skill Orb HP + Lv. 5,"A Skill Orb you can equip to an 
""Androids/Cell Saga"" Category UR/LR character. 
Equipped character's HP +500.",bronze,1,500,0,0,97,8,0
2776,[Category-Exclusive] Skill Orb ATK + Lv. 5,"A Skill Orb you can equip to an 
""Androids/Cell Saga"" Category UR/LR character. 
Equipped character's ATK +500.",bronze,1,0,500,0,97,10,0
2777,[Category-Exclusive] Skill Orb DEF + Lv. 5,"A Skill Orb you can equip to an 
""Androids/Cell Saga"" Category UR/LR character. 
Equipped character's DEF +500.",bronze,1,0,0,500,97,9,0
2778,[Category-Exclusive] Skill Orb Combo Attack + Lv. 5,"A Skill Orb you can equip to an ""Androids/Cell Saga"" 
Category character whose Super Attack level is 
10 or higher. Its level is added to the equipped 
character's Hidden Potential Skill level.",silver,10,0,0,0,97,13,0
2779,[Category-Exclusive] Skill Orb Critical Hit + Lv. 5,"A Skill Orb you can equip to an ""Androids/Cell Saga"" 
Category character whose Super Attack level is 
10 or higher. Its level is added to the equipped 
character's Hidden Potential Skill level.",silver,10,0,0,0,97,18,0
2780,[Category-Exclusive] Skill Orb Evasion + Lv. 5,"A Skill Orb you can equip to an ""Androids/Cell Saga"" 
Category character whose Super Attack level is 
10 or higher. Its level is added to the equipped 
character's Hidden Potential Skill level.",silver,10,0,0,0,97,17,0
2781,[Category-Exclusive] Skill Orb Type ATK Boost + Lv. 5,"A Skill Orb you can equip to an ""Androids/Cell Saga"" 
Category character whose Super Attack level is 
10 or higher. Its level is added to the equipped 
character's Hidden Potential Skill level.",silver,10,0,0,0,97,16,0
2782,[Category-Exclusive] Skill Orb Type DEF Boost + Lv. 5,"A Skill Orb you can equip to an ""Androids/Cell Saga"" 
Category character whose Super Attack level is 
10 or higher. Its level is added to the equipped 
character's Hidden Potential Skill level.",silver,10,0,0,0,97,15,0
2783,[Category-Exclusive] Skill Orb Super Attack Boost + Lv. 5,"A Skill Orb you can equip to an ""Androids/Cell Saga"" 
Category character whose Super Attack level is 
10 or higher. Its level is added to the equipped 
character's Hidden Potential Skill level.",silver,10,0,0,0,97,14,0
2784,[Category-Exclusive] Skill Orb Recovery Boost + Lv. 5,"A Skill Orb you can equip to an ""Androids/Cell Saga"" 
Category character whose Super Attack level is 
10 or higher. Its level is added to the equipped 
character's Hidden Potential Skill level.",silver,10,0,0,0,97,22,0
2785,[Category-Exclusive] Skill Orb Combo Attack + Lv. 5,"A Skill Orb you can equip to an ""Androids/Cell Saga"" 
Category character who has two Hidden Potential routes 
unlocked. Its level is added to the equipped character's 
Hidden Potential Skill level.",gold,100,0,0,0,97,24,0
2786,[Category-Exclusive] Skill Orb Critical Hit + Lv. 5,"A Skill Orb you can equip to an ""Androids/Cell Saga"" 
Category character who has two Hidden Potential routes 
unlocked. Its level is added to the equipped character's 
Hidden Potential Skill level.",gold,100,0,0,0,97,29,0
2787,[Category-Exclusive] Skill Orb Evasion + Lv. 5,"A Skill Orb you can equip to an ""Androids/Cell Saga"" 
Category character who has two Hidden Potential routes 
unlocked. Its level is added to the equipped character's 
Hidden Potential Skill level.",gold,100,0,0,0,97,28,0
2788,[Category-Exclusive] Skill Orb Type ATK Boost + Lv. 5,"A Skill Orb you can equip to an ""Androids/Cell Saga"" 
Category character who has two Hidden Potential routes 
unlocked. Its level is added to the equipped character's 
Hidden Potential Skill level.",gold,100,0,0,0,97,27,0
2789,[Category-Exclusive] Skill Orb Type DEF Boost + Lv. 5,"A Skill Orb you can equip to an ""Androids/Cell Saga"" 
Category character who has two Hidden Potential routes 
unlocked. Its level is added to the equipped character's 
Hidden Potential Skill level.",gold,100,0,0,0,97,26,0
2790,[Category-Exclusive] Skill Orb Super Attack Boost + Lv. 5,"A Skill Orb you can equip to an ""Androids/Cell Saga"" 
Category character who has two Hidden Potential routes 
unlocked. Its level is added to the equipped character's 
Hidden Potential Skill level.",gold,100,0,0,0,97,25,0
2791,[Category-Exclusive] Skill Orb Recovery Boost + Lv. 5,"A Skill Orb you can equip to an ""Androids/Cell Saga"" 
Category character who has two Hidden Potential routes 
unlocked. Its level is added to the equipped character's 
Hidden Potential Skill level.",gold,100,0,0,0,97,33,0
2792,[Category-Exclusive] Skill Orb HP + Lv. 5,"A Skill Orb you can equip to a 
""Rapid Growth"" Category UR/LR character. 
Equipped character's HP +500.",bronze,1,500,0,0,96,8,0
2793,[Category-Exclusive] Skill Orb ATK + Lv. 5,"A Skill Orb you can equip to a 
""Rapid Growth"" Category UR/LR character. 
Equipped character's ATK +500.",bronze,1,0,500,0,96,10,0
2794,[Category-Exclusive] Skill Orb DEF + Lv. 5,"A Skill Orb you can equip to a 
""Rapid Growth"" Category UR/LR character. 
Equipped character's DEF +500.",bronze,1,0,0,500,96,9,0
2795,[Category-Exclusive] Skill Orb Combo Attack + Lv. 5,"A Skill Orb you can equip to a ""Rapid Growth"" Category 
character whose Super Attack level is 10 or higher. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",silver,10,0,0,0,96,13,0
2796,[Category-Exclusive] Skill Orb Critical Hit + Lv. 5,"A Skill Orb you can equip to a ""Rapid Growth"" Category 
character whose Super Attack level is 10 or higher. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",silver,10,0,0,0,96,18,0
2797,[Category-Exclusive] Skill Orb Evasion + Lv. 5,"A Skill Orb you can equip to a ""Rapid Growth"" Category 
character whose Super Attack level is 10 or higher. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",silver,10,0,0,0,96,17,0
2798,[Category-Exclusive] Skill Orb Type ATK Boost + Lv. 5,"A Skill Orb you can equip to a ""Rapid Growth"" Category 
character whose Super Attack level is 10 or higher. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",silver,10,0,0,0,96,16,0
2799,[Category-Exclusive] Skill Orb Type DEF Boost + Lv. 5,"A Skill Orb you can equip to a ""Rapid Growth"" Category 
character whose Super Attack level is 10 or higher. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",silver,10,0,0,0,96,15,0
2800,[Category-Exclusive] Skill Orb Super Attack Boost + Lv. 5,"A Skill Orb you can equip to a ""Rapid Growth"" Category 
character whose Super Attack level is 10 or higher. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",silver,10,0,0,0,96,14,0
2801,[Category-Exclusive] Skill Orb Recovery Boost + Lv. 5,"A Skill Orb you can equip to a ""Rapid Growth"" Category 
character whose Super Attack level is 10 or higher. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",silver,10,0,0,0,96,22,0
2802,[Category-Exclusive] Skill Orb Combo Attack + Lv. 5,"A Skill Orb you can equip to a ""Rapid Growth"" Category 
character who has two Hidden Potential routes unlocked. 
Its level is added to the equipped character's 
Hidden Potential Skill level.",gold,100,0,0,0,96,24,0
