id,type,mission_category_id,name,panel_name,priority,orderer_id,description,target_value,display_target_value,target_100_value,conditions,link_to,area_id,z_battle_stage_id,origin_episode_id,origin_battle_id,start_at,end_at,end_at_hidden
11065,Mission::QuestAndZBattleClearMission::CountMission,711,"Deal 4,000,000 or more damage 
in Stage 2 of ""Punch Machine!""",,350,3,"Deal 4 million or more damage with a single attack 
in Stage 2 of ""Give it a Dokkan! Punch Machine!""",1,,,"{""sugoroku_map_ids"": [7110021], ""max_damage_to_boss"": 4000000}",,711.0,,,,2019-02-06 06:30:00,2038-01-01 00:00:00,1
11066,Mission::QuestAndZBattleClearMission::CountMission,711,"Deal 5,000,000 or more damage 
in Stage 2 of ""Punch Machine!""",,350,3,"Deal 5 million or more damage with a single attack 
in Stage 2 of ""Give it a Dokkan! Punch Machine!""",1,,,"{""sugoroku_map_ids"": [7110021], ""max_damage_to_boss"": 5000000}",,711.0,,,,2019-02-06 06:30:00,2038-01-01 00:00:00,1
11067,Mission::QuestAndZBattleClearMission::CountMission,711,"Deal 6,000,000 or more damage 
in Stage 2 of ""Punch Machine!""",,350,3,"Deal 6 million or more damage with a single attack 
in Stage 2 of ""Give it a Dokkan! Punch Machine!""",1,,,"{""sugoroku_map_ids"": [7110021], ""max_damage_to_boss"": 6000000}",,711.0,,,,2019-02-06 06:30:00,2038-01-01 00:00:00,1
11068,Mission::QuestAndZBattleClearMission::CountMission,711,"Deal 7,000,000 or more damage 
in Stage 2 of ""Punch Machine!""",,350,3,"Deal 7 million or more damage with a single attack 
in Stage 2 of ""Give it a Dokkan! Punch Machine!""",1,,,"{""sugoroku_map_ids"": [7110021], ""max_damage_to_boss"": 7000000}",,711.0,,,,2019-02-06 06:30:00,2038-01-01 00:00:00,1
11069,Mission::QuestAndZBattleClearMission::CountMission,711,"Deal 8,000,000 or more damage 
in Stage 2 of ""Punch Machine!""",,350,3,"Deal 8 million or more damage with a single attack 
in Stage 2 of ""Give it a Dokkan! Punch Machine!""",1,,,"{""sugoroku_map_ids"": [7110021], ""max_damage_to_boss"": 8000000}",,711.0,,,,2019-02-06 06:30:00,2038-01-01 00:00:00,1
11070,Mission::QuestAndZBattleClearMission::CountMission,711,"Deal 9,000,000 or more damage 
in Stage 2 of ""Punch Machine!""",,350,3,"Deal 9 million or more damage with a single attack 
in Stage 2 of ""Give it a Dokkan! Punch Machine!""",1,,,"{""sugoroku_map_ids"": [7110021], ""max_damage_to_boss"": 9000000}",,711.0,,,,2019-02-06 06:30:00,2038-01-01 00:00:00,1
11071,Mission::QuestAndZBattleClearMission::CountMission,711,"Deal 10,000,000 or more damage 
in Stage 2 of ""Punch Machine!""",,350,3,"Deal 10 million or more damage with a single 
attack in Stage 2 of ""Give it a Dokkan! Punch 
Machine!""",1,,,"{""sugoroku_map_ids"": [7110021], ""max_damage_to_boss"": 10000000}",,711.0,,,,2019-02-06 06:30:00,2038-01-01 00:00:00,1
11072,Mission::QuestAndZBattleClearMission::CountMission,711,"Deal 20,000,000 or more damage 
in Stage 2 of ""Punch Machine!""",,350,3,"Deal 20 million or more damage with a single 
attack in Stage 2 of ""Give it a Dokkan! Punch 
Machine!""",1,,,"{""sugoroku_map_ids"": [7110021], ""max_damage_to_boss"": 20000000}",,711.0,,,,2019-02-06 06:30:00,2038-01-01 00:00:00,1
11073,Mission::QuestAndZBattleClearMission::CountMission,711,"Deal 30,000,000 or more damage 
in Stage 2 of ""Punch Machine!""",,350,3,"Deal 30 million or more damage with a single 
attack in Stage 2 of ""Give it a Dokkan! Punch 
Machine!""",1,,,"{""sugoroku_map_ids"": [7110021], ""max_damage_to_boss"": 30000000}",,711.0,,,,2019-02-06 06:30:00,2038-01-01 00:00:00,1
11074,Mission::QuestAndZBattleClearMission::CountMission,711,"Deal 40,000,000 or more damage 
in Stage 2 of ""Punch Machine!""",,350,3,"Deal 40 million or more damage with a single 
attack in Stage 2 of ""Give it a Dokkan! Punch 
Machine!""",1,,,"{""sugoroku_map_ids"": [7110021], ""max_damage_to_boss"": 40000000}",,711.0,,,,2019-02-06 06:30:00,2038-01-01 00:00:00,1
11075,Mission::QuestAndZBattleClearMission::CountMission,711,"Deal 50,000,000 or more damage 
in Stage 2 of ""Punch Machine!""",,350,3,"Deal 50 million or more damage with a single 
attack in Stage 2 of ""Give it a Dokkan! Punch 
Machine!""",1,,,"{""sugoroku_map_ids"": [7110021], ""max_damage_to_boss"": 50000000}",,711.0,,,,2019-02-06 06:30:00,2038-01-01 00:00:00,1
11076,Mission::QuestAndZBattleClearMission::CountMission,711,"Deal 60,000,000 or more damage 
in Stage 2 of ""Punch Machine!""",,350,3,"Deal 60 million or more damage with a single 
attack in Stage 2 of ""Give it a Dokkan! Punch 
Machine!""",1,,,"{""sugoroku_map_ids"": [7110021], ""max_damage_to_boss"": 60000000}",,711.0,,,,2019-02-06 06:30:00,2038-01-01 00:00:00,1
11077,Mission::QuestAndZBattleClearMission::CountMission,711,"Deal 70,000,000 or more damage 
in Stage 2 of ""Punch Machine!""",,350,3,"Deal 70 million or more damage with a single 
attack in Stage 2 of ""Give it a Dokkan! Punch 
Machine!""",1,,,"{""sugoroku_map_ids"": [7110021], ""max_damage_to_boss"": 70000000}",,711.0,,,,2019-02-06 06:30:00,2038-01-01 00:00:00,1
11078,Mission::QuestAndZBattleClearMission::CountMission,711,"Deal 77,770,000 or more damage 
in Stage 2 of ""Punch Machine!""",,350,3,"Deal 77.77 million or more damage 
with a single attack in Stage 2 of 
""Give it a Dokkan! Punch Machine!""",1,,,"{""sugoroku_map_ids"": [7110021], ""max_damage_to_boss"": 77770000}",,711.0,,,,2019-02-06 06:30:00,2038-01-01 00:00:00,1
11079,Mission::QuestAndZBattleClearMission::CountMission,711,"Deal 1,000,000 or more damage 
in Stage 3 of ""Punch Machine!""",,350,3,"Deal 1 million or more damage with a single attack 
in Stage 3 of ""Give it a Dokkan! Punch Machine!""",1,,,"{""sugoroku_map_ids"": [7110031], ""max_damage_to_boss"": 1000000}",,711.0,,,,2019-02-06 06:30:00,2038-01-01 00:00:00,1
11080,Mission::QuestAndZBattleClearMission::CountMission,711,"Deal 2,000,000 or more damage 
in Stage 3 of ""Punch Machine!""",,350,3,"Deal 2 million or more damage with a single attack 
in Stage 3 of ""Give it a Dokkan! Punch Machine!""",1,,,"{""sugoroku_map_ids"": [7110031], ""max_damage_to_boss"": 2000000}",,711.0,,,,2019-02-06 06:30:00,2038-01-01 00:00:00,1
11081,Mission::QuestAndZBattleClearMission::CountMission,711,"Deal 3,000,000 or more damage 
in Stage 3 of ""Punch Machine!""",,350,3,"Deal 3 million or more damage with a single attack 
in Stage 3 of ""Give it a Dokkan! Punch Machine!""",1,,,"{""sugoroku_map_ids"": [7110031], ""max_damage_to_boss"": 3000000}",,711.0,,,,2019-02-06 06:30:00,2038-01-01 00:00:00,1
11082,Mission::QuestAndZBattleClearMission::CountMission,711,"Deal 4,000,000 or more damage 
in Stage 3 of ""Punch Machine!""",,350,3,"Deal 4 million or more damage with a single attack 
in Stage 3 of ""Give it a Dokkan! Punch Machine!""",1,,,"{""sugoroku_map_ids"": [7110031], ""max_damage_to_boss"": 4000000}",,711.0,,,,2019-02-06 06:30:00,2038-01-01 00:00:00,1
11083,Mission::QuestAndZBattleClearMission::CountMission,711,"Deal 5,000,000 or more damage 
in Stage 3 of ""Punch Machine!""",,350,3,"Deal 5 million or more damage with a single attack 
in Stage 3 of ""Give it a Dokkan! Punch Machine!""",1,,,"{""sugoroku_map_ids"": [7110031], ""max_damage_to_boss"": 5000000}",,711.0,,,,2019-02-06 06:30:00,2038-01-01 00:00:00,1
11084,Mission::QuestAndZBattleClearMission::CountMission,711,"Deal 6,000,000 or more damage 
in Stage 3 of ""Punch Machine!""",,350,3,"Deal 6 million or more damage with a single attack 
in Stage 3 of ""Give it a Dokkan! Punch Machine!""",1,,,"{""sugoroku_map_ids"": [7110031], ""max_damage_to_boss"": 6000000}",,711.0,,,,2019-02-06 06:30:00,2038-01-01 00:00:00,1
11085,Mission::QuestAndZBattleClearMission::CountMission,711,"Deal 7,000,000 or more damage 
in Stage 3 of ""Punch Machine!""",,350,3,"Deal 7 million or more damage with a single attack 
in Stage 3 of ""Give it a Dokkan! Punch Machine!""",1,,,"{""sugoroku_map_ids"": [7110031], ""max_damage_to_boss"": 7000000}",,711.0,,,,2019-02-06 06:30:00,2038-01-01 00:00:00,1
11086,Mission::QuestAndZBattleClearMission::CountMission,711,"Deal 8,000,000 or more damage 
in Stage 3 of ""Punch Machine!""",,350,3,"Deal 8 million or more damage with a single attack 
in Stage 3 of ""Give it a Dokkan! Punch Machine!""",1,,,"{""sugoroku_map_ids"": [7110031], ""max_damage_to_boss"": 8000000}",,711.0,,,,2019-02-06 06:30:00,2038-01-01 00:00:00,1
11087,Mission::QuestAndZBattleClearMission::CountMission,711,"Deal 9,000,000 or more damage 
in Stage 3 of ""Punch Machine!""",,350,3,"Deal 9 million or more damage with a single attack 
in Stage 3 of ""Give it a Dokkan! Punch Machine!""",1,,,"{""sugoroku_map_ids"": [7110031], ""max_damage_to_boss"": 9000000}",,711.0,,,,2019-02-06 06:30:00,2038-01-01 00:00:00,1
11088,Mission::QuestAndZBattleClearMission::CountMission,711,"Deal 10,000,000 or more damage 
in Stage 3 of ""Punch Machine!""",,350,3,"Deal 10 million or more damage with a single 
attack in Stage 3 of ""Give it a Dokkan! Punch 
Machine!""",1,,,"{""sugoroku_map_ids"": [7110031], ""max_damage_to_boss"": 10000000}",,711.0,,,,2019-02-06 06:30:00,2038-01-01 00:00:00,1
11089,Mission::QuestAndZBattleClearMission::CountMission,711,"Deal 20,000,000 or more damage 
in Stage 3 of ""Punch Machine!""",,350,3,"Deal 20 million or more damage with a single 
attack in Stage 3 of ""Give it a Dokkan! Punch 
Machine!""",1,,,"{""sugoroku_map_ids"": [7110031], ""max_damage_to_boss"": 20000000}",,711.0,,,,2019-02-06 06:30:00,2038-01-01 00:00:00,1
11090,Mission::QuestAndZBattleClearMission::CountMission,711,"Deal 30,000,000 or more damage 
in Stage 3 of ""Punch Machine!""",,350,3,"Deal 30 million or more damage with a single 
attack in Stage 3 of ""Give it a Dokkan! Punch 
Machine!""",1,,,"{""sugoroku_map_ids"": [7110031], ""max_damage_to_boss"": 30000000}",,711.0,,,,2019-02-06 06:30:00,2038-01-01 00:00:00,1
11091,Mission::QuestAndZBattleClearMission::CountMission,711,"Deal 40,000,000 or more damage 
in Stage 3 of ""Punch Machine!""",,350,3,"Deal 40 million or more damage with a single 
attack in Stage 3 of ""Give it a Dokkan! Punch 
Machine!""",1,,,"{""sugoroku_map_ids"": [7110031], ""max_damage_to_boss"": 40000000}",,711.0,,,,2019-02-06 06:30:00,2038-01-01 00:00:00,1
11092,Mission::QuestAndZBattleClearMission::CountMission,711,"Deal 50,000,000 or more damage 
in Stage 3 of ""Punch Machine!""",,350,3,"Deal 50 million or more damage with a single 
attack in Stage 3 of ""Give it a Dokkan! Punch 
Machine!""",1,,,"{""sugoroku_map_ids"": [7110031], ""max_damage_to_boss"": 50000000}",,711.0,,,,2019-02-06 06:30:00,2038-01-01 00:00:00,1
11093,Mission::QuestAndZBattleClearMission::CountMission,711,"Deal 60,000,000 or more damage 
in Stage 3 of ""Punch Machine!""",,350,3,"Deal 60 million or more damage with a single 
attack in Stage 3 of ""Give it a Dokkan! Punch 
Machine!""",1,,,"{""sugoroku_map_ids"": [7110031], ""max_damage_to_boss"": 60000000}",,711.0,,,,2019-02-06 06:30:00,2038-01-01 00:00:00,1
11094,Mission::QuestAndZBattleClearMission::CountMission,711,"Deal 70,000,000 or more damage 
in Stage 3 of ""Punch Machine!""",,350,3,"Deal 70 million or more damage with a single 
attack in Stage 3 of ""Give it a Dokkan! Punch 
Machine!""",1,,,"{""sugoroku_map_ids"": [7110031], ""max_damage_to_boss"": 70000000}",,711.0,,,,2018-02-06 06:30:00,2038-01-01 00:00:00,1
11095,Mission::QuestAndZBattleClearMission::CountMission,711,"Deal 77,770,000 or more damage 
in Stage 3 of ""Punch Machine!""",,350,3,"Deal 77.77 million or more damage 
with a single attack in Stage 3 of 
""Give it a Dokkan! Punch Machine!""",1,,,"{""sugoroku_map_ids"": [7110031], ""max_damage_to_boss"": 77770000}",,711.0,,,,2018-02-06 06:30:00,2038-01-01 00:00:00,1
11096,Mission::QuestAndZBattleClearMission::CountMission,3011,"Clear the specified Extreme 
Z-Battle under special cond.",,830,3,"Win the Extreme Z-Battle
""Heartless Destruction""
within 2 minutes at
Lv. 10 or higher!",1,,,"{""z_battle_ids"": [11], ""clear_time_lt"": ""00:02:00"", ""z_battle_level_gteq"": 10}",,,11.0,,,2021-08-19 06:00:00,2038-01-01 00:00:00,1
11097,Mission::QuestAndZBattleClearMission::CountMission,3011,"Clear the specified Extreme 
Z-Battle under special cond.",,830,3,"Win the Extreme Z-Battle
""Heartless Destruction"" within
2 minutes and 50 seconds
at Lv. 20 or higher!",1,,,"{""z_battle_ids"": [11], ""clear_time_lt"": ""00:02:50"", ""z_battle_level_gteq"": 20}",,,11.0,,,2021-08-19 06:00:00,2038-01-01 00:00:00,1
11098,Mission::QuestAndZBattleClearMission::CountMission,3011,"Clear the specified Extreme 
Z-Battle under special cond.",,830,3,"Win the Extreme Z-Battle 
""Heartless Destruction"" 
at Lv. 20 or higher with a 
""Pure Saiyans"" Category 
character on your team! 
* Friends do not count.

{cards: by_conditions}",1,,,"{""z_battle_ids"": [11], ""z_battle_level_gteq"": 20, ""any_card_category_ids"": [17]}",,,11.0,,,2021-08-19 06:00:00,2038-01-01 00:00:00,1
11099,Mission::QuestAndZBattleClearMission::CountMission,348,"Clear Stage 1 of ""The Unknown 
Battle"" on Z-HARD once!",,840,3,"Clear Stage 1 of the Story Event 
""The Unknown Battle of Gods 
and Majin"" on Z-HARD once!",1,,,"{""sugoroku_map_ids"": [3480012]}",,348.0,,,,2021-08-10 00:00:00,2038-01-01 00:00:00,1
11100,Mission::QuestAndZBattleClearMission::CountMission,348,"Clear Stage 1 of ""The Unknown 
Battle"" on Z-HARD 5 times!",,840,3,"Clear Stage 1 of the Story Event 
""The Unknown Battle of Gods 
and Majin"" on Z-HARD 5 times!",5,,,"{""sugoroku_map_ids"": [3480012]}",,348.0,,,,2021-08-10 00:00:00,2038-01-01 00:00:00,1
11101,Mission::QuestAndZBattleClearMission::CountMission,348,"Clear Stage 2 of ""The Unknown 
Battle"" on Z-HARD 3 times!",,840,3,"Clear Stage 2 of the Story Event 
""The Unknown Battle of Gods 
and Majin"" on Z-HARD 3 times!",3,,,"{""sugoroku_map_ids"": [3480022]}",,348.0,,,,2021-08-10 00:00:00,2038-01-01 00:00:00,1
11102,Mission::QuestAndZBattleClearMission::CountMission,348,"Clear Stage 2 of ""The Unknown 
Battle"" on Z-HARD 5 times!",,840,3,"Clear Stage 2 of the Story Event 
""The Unknown Battle of Gods 
and Majin"" on Z-HARD 5 times!",5,,,"{""sugoroku_map_ids"": [3480022]}",,348.0,,,,2021-08-10 00:00:00,2038-01-01 00:00:00,1
11103,Mission::QuestAndZBattleClearMission::CountMission,348,"Clear Stage 3 of ""The Unknown 
Battle"" on Z-HARD 3 times!",,840,3,"Clear Stage 3 of the Story Event 
""The Unknown Battle of Gods 
and Majin"" on Z-HARD 3 times!",3,,,"{""sugoroku_map_ids"": [3480032]}",,348.0,,,,2021-08-10 00:00:00,2038-01-01 00:00:00,1
11104,Mission::QuestAndZBattleClearMission::CountMission,348,"Clear Stage 3 of ""The Unknown 
Battle"" on Z-HARD 5 times!",,840,3,"Clear Stage 3 of the Story Event 
""The Unknown Battle of Gods 
and Majin"" on Z-HARD 5 times!",5,,,"{""sugoroku_map_ids"": [3480032]}",,348.0,,,,2021-08-10 00:00:00,2038-01-01 00:00:00,1
11105,Mission::QuestAndZBattleClearMission::CountMission,348,"Clear Stage 4 of ""The Unknown 
Battle"" on Z-HARD once!",,840,3,"Clear Stage 4 of the Story Event 
""The Unknown Battle of Gods 
and Majin"" on Z-HARD once!",1,,,"{""sugoroku_map_ids"": [3480042]}",,348.0,,,,2021-08-10 00:00:00,2038-01-01 00:00:00,1
11106,Mission::QuestAndZBattleClearMission::CountMission,348,"Clear Stage 4 of ""The Unknown 
Battle"" on Z-HARD 5 times!",,840,3,"Clear Stage 4 of the Story Event 
""The Unknown Battle of Gods 
and Majin"" on Z-HARD 5 times!",5,,,"{""sugoroku_map_ids"": [3480042]}",,348.0,,,,2021-08-10 00:00:00,2038-01-01 00:00:00,1
11107,Mission::QuestClearMission::ClearAllSugorokuMapsMission,348,"Clear all stages of ""The 
Unknown Battle"" on NORMAL!",,840,3,"Clear all stages of the Story Event 
""The Unknown Battle of Gods 
and Majin"" on NORMAL!",4,,,"{""sugoroku_map_ids"": [3480010, 3480020, 3480030, 3480040]}",,348.0,,,,2021-08-10 00:00:00,2038-01-01 00:00:00,1
11108,Mission::QuestClearMission::ClearAllSugorokuMapsMission,348,"Clear all stages of ""The 
Unknown Battle"" on Z-HARD!",,840,3,"Clear all stages of the Story Event 
""The Unknown Battle of Gods 
and Majin"" on Z-HARD!",4,,,"{""sugoroku_map_ids"": [3480012, 3480022, 3480032, 3480042]}",,348.0,,,,2021-08-10 00:00:00,2038-01-01 00:00:00,1
11109,Mission::CardTrainingMission::UpSpecificCardSkillLevelMission,348,"Level up West Supreme Kai's 
Super Attack to Lv. 5!",,840,3,"Recruit [Holy Ambush] West Supreme Kai 
from the Story Event ""The Unknown 
Battle of Gods and Majin"" and level up 
her Super Attack to Lv. 5!",1,,,"{""card_ids"": [1008150, 1008151], ""target_lv"": 5}",,348.0,,,,2021-08-10 00:00:00,2038-01-01 00:00:00,1
11110,Mission::CardTrainingMission::UpSpecificCardSkillLevelMission,348,"Level up West Supreme Kai's 
Super Attack to Lv. 10!",,840,3,"Recruit [Holy Ambush] West Supreme Kai 
from the Story Event ""The Unknown 
Battle of Gods and Majin"" and level up 
her Super Attack to Lv. 10!",1,,,"{""card_ids"": [1008150, 1008151], ""target_lv"": 10}",,348.0,,,,2021-08-10 00:00:00,2038-01-01 00:00:00,1
11111,Mission::CardTrainingMission::UpSpecificCardSkillLevelMission,348,"Level up Supreme Kai's 
Super Attack to Lv. 5!",,840,3,"Recruit [Strength of a God] Supreme Kai 
from the Story Event ""The Unknown 
Battle of Gods and Majin"" and level up 
his Super Attack to Lv. 5! 

* The mission can be completed even if 
this character has been Dokkan Awakened.",1,,,"{""card_ids"": [1012050, 1012051, 1015200, 1015201], ""target_lv"": 5}",,348.0,,,,2021-08-10 00:00:00,2038-01-01 00:00:00,1
11112,Mission::CardTrainingMission::UpSpecificCardSkillLevelMission,348,"Level up Supreme Kai's 
Super Attack to Lv. 10!",,840,3,"Recruit [Strength of a God] Supreme Kai 
from the Story Event ""The Unknown 
Battle of Gods and Majin"" and level up 
his Super Attack to Lv. 10! 

* The mission can be completed even if 
this character has been Dokkan Awakened.",1,,,"{""card_ids"": [1012050, 1012051, 1015200, 1015201], ""target_lv"": 10}",,348.0,,,,2021-08-10 00:00:00,2038-01-01 00:00:00,1
11113,Mission::CardAcquisitionMission::AwakeningMission,348,"Dokkan Awaken 
the specified character.",,840,3,"Recruit [Strength of a God] Supreme Kai 
from the Story Event ""The Unknown 
Battle of Gods and Majin"" and 
Dokkan Awaken him!",1,,,"{""card_ids"": [1015200, 1015201]}",,348.0,,,,2021-08-10 00:00:00,2038-01-01 00:00:00,1
11114,Mission::QuestAndZBattleClearMission::CountMission,171,"Clear ""Ghostly Prank"" 
once!",,950,3,"Clear any stage from 
the event ""Ghostly Prank"" 
once!",1,,,"{""sugoroku_map_ids"": [1710011, 1710021]}",,171.0,,,,2021-10-26 05:00:00,2038-01-01 00:00:00,1
11115,Mission::QuestAndZBattleClearMission::CountMission,171,"Clear ""Ghostly Prank"" 
5 times!",,950,3,"Clear any stage from 
the event ""Ghostly Prank"" 
5 times!",5,,,"{""sugoroku_map_ids"": [1710011, 1710021]}",,171.0,,,,2021-10-26 05:00:00,2038-01-01 00:00:00,1
11116,Mission::QuestAndZBattleClearMission::CountMission,171,"Clear ""Ghostly Prank"" 
10 times!",,950,3,"Clear any stage from 
the event ""Ghostly Prank"" 
10 times!",10,,,"{""sugoroku_map_ids"": [1710011, 1710021]}",,171.0,,,,2021-10-26 05:00:00,2038-01-01 00:00:00,1
11117,Mission::QuestAndZBattleClearMission::CountMission,171,"Clear ""Ghostly Prank"" 
15 times!",,950,3,"Clear any stage from 
the event ""Ghostly Prank"" 
15 times!",15,,,"{""sugoroku_map_ids"": [1710011, 1710021]}",,171.0,,,,2021-10-26 05:00:00,2038-01-01 00:00:00,1
11118,Mission::QuestAndZBattleClearMission::CountMission,171,"Clear ""Ghostly Prank"" 
20 times!",,950,3,"Clear any stage from 
the event ""Ghostly Prank"" 
20 times!",20,,,"{""sugoroku_map_ids"": [1710011, 1710021]}",,171.0,,,,2021-10-26 05:00:00,2038-01-01 00:00:00,1
11119,Mission::QuestClearMission::GetCardsMission,171,Recruit the specified character!,,950,3,"Clear the event 
""Ghostly Prank"" 
and recruit 
[An Absurd Plan] 
Super Saiyan 
Gotenks & Ghost!",1,,,"{""card_ids"": [1015270], ""sugoroku_map_ids"": [1710011, 1710021]}",,171.0,,,,2021-10-26 05:00:00,2038-01-01 00:00:00,1
11120,Mission::CardAcquisitionMission::AwakeningMission,171,Z-Awaken the specified character!,,950,3,"Z-Awaken 
[An Absurd Plan] 
Super Saiyan 
Gotenks & Ghost!",1,,,"{""card_ids"": [1015271, 1018411]}",,171.0,,,,2021-10-26 05:00:00,2038-01-01 00:00:00,1
11121,Mission::CardTrainingMission::UpSpecificCardSkillLevelMission,171,"Level up the specified character's 
Super Attack to Lv. 3 or above!",,950,3,"Level up [An Absurd Plan] 
Super Saiyan Gotenks & Ghost's 
Super Attack to Lv. 3 or above! 

* The mission can be completed 
even if this character has been 
Dokkan Awakened.",1,,,"{""card_ids"": [1015270, 1015271, 1018410, 1018411], ""target_lv"": 3}",,171.0,,,,2021-10-26 05:00:00,2038-01-01 00:00:00,1
11122,Mission::CardTrainingMission::UpSpecificCardSkillLevelMission,171,"Level up the specified character's 
Super Attack to Lv. 5 or above!",,950,3,"Level up [An Absurd Plan] 
Super Saiyan Gotenks & Ghost's 
Super Attack to Lv. 5 or above! 

* The mission can be completed 
even if this character has been 
Dokkan Awakened.",1,,,"{""card_ids"": [1015270, 1015271, 1018410, 1018411], ""target_lv"": 5}",,171.0,,,,2021-10-26 05:00:00,2038-01-01 00:00:00,1
11123,Mission::CardTrainingMission::UpSpecificCardSkillLevelMission,171,"Level up the specified character's 
Super Attack to Lv. 7 or above!",,950,3,"Level up [An Absurd Plan] 
Super Saiyan Gotenks & Ghost's 
Super Attack to Lv. 7 or above! 

* The mission can be completed 
even if this character has been 
Dokkan Awakened.",1,,,"{""card_ids"": [1015270, 1015271, 1018410, 1018411], ""target_lv"": 7}",,171.0,,,,2021-10-26 05:00:00,2038-01-01 00:00:00,1
11124,Mission::CardTrainingMission::UpSpecificCardSkillLevelMission,171,"Level up the specified character's 
Super Attack to Lv. 10!",,950,3,"Level up [An Absurd Plan] 
Super Saiyan Gotenks & Ghost's 
Super Attack to Lv. 10! 

* The mission can be completed 
even if this character has been 
Dokkan Awakened.",1,,,"{""card_ids"": [1015270, 1015271, 1018410, 1018411], ""target_lv"": 10}",,171.0,,,,2021-10-26 05:00:00,2038-01-01 00:00:00,1
11125,Mission::BudokaiTournamentWinMission::CountMission,1000,[Daily] Win once.,,11050,15,"Win the World Tournament once. 
This mission will   
start at 16:00 PST daily
from 3/14 to 3/17!

Complete the mission 
and claim the rewards by 
15:59 PST the next day!",1,,,"{""round"": 5, ""budokai_id"": 26}",,,,,,2019-03-15 06:30:00,2019-03-18 05:59:59,1
11126,Mission::BudokaiTournamentWinMission::CountMission,1000,[Daily] Win 2 times.,,11050,15,"Win the World Tournament 
2 times. 
This mission will   
start at 16:00 PST daily
from 3/14 to 3/17!

Complete the mission 
and claim the rewards by 
15:59 PST the next day!",2,,,"{""round"": 5, ""budokai_id"": 26}",,,,,,2019-03-15 06:30:00,2019-03-18 05:59:59,1
11127,Mission::BudokaiTournamentWinMission::CountMission,1000,[Daily] Win 3 times.,,11050,15,"Win the World Tournament 
3 times. 
This mission will   
start at 16:00 PST daily
from 3/14 to 3/17!

Complete the mission 
and claim the rewards by 
15:59 PST the next day!",3,,,"{""round"": 5, ""budokai_id"": 26}",,,,,,2019-03-15 06:30:00,2019-03-18 05:59:59,1
11128,Mission::BudokaiTournamentWinMission::CountMission,1000,[Daily] Win 4 times.,,11050,15,"Win the World Tournament 
4 times. 
This mission will   
start at 16:00 PST daily
from 3/14 to 3/17!

Complete the mission 
and claim the rewards by 
15:59 PST the next day!",4,,,"{""round"": 5, ""budokai_id"": 26}",,,,,,2019-03-15 06:30:00,2019-03-18 05:59:59,1
11129,Mission::BudokaiTournamentWinMission::CountMission,1000,[Daily] Win 5 times.,,11050,15,"Win the World Tournament 
5 times. 
This mission will   
start at 16:00 PST daily
from 3/14 to 3/17!

Complete the mission 
and claim the rewards by 
15:59 PST the next day!",5,,,"{""round"": 5, ""budokai_id"": 26}",,,,,,2019-03-15 06:30:00,2019-03-18 05:59:59,1
11130,Mission::BudokaiTournamentWinMission::CountMission,4,Enter the 26th World Tournament.,,11050,3,"The World Tournament has
begun! Your total
Tournament Points will
be awarded at the end of
the Tournament.
Try getting at least 1 point! 
Hahahaha!",1,,,"{""round"": 1, ""budokai_id"": 26}",,,,,,2019-03-15 06:30:00,2019-03-18 05:59:59,0
11131,Mission::BudokaiTournamentWinMission::CountMission,4,Advance to the quarterfinals.,,11050,3,"The preliminaries take
the form of a battle royal
with 4 contestants, but
the finals will be 1-on-1.
Can you make it to the
quarterfinals at the
26th World Tournament?",1,,,"{""round"": 2, ""budokai_id"": 26}",,,,,,2019-03-15 06:30:00,2019-03-18 05:59:59,0
11132,Mission::BudokaiTournamentWinMission::CountMission,4,Advance to the semifinals.,,11050,3,"The further you get in the
tournament, the stronger
your opponents will become.
Can you make it to the semifinals
at the 26th World Tournament?!",1,,,"{""round"": 3, ""budokai_id"": 26}",,,,,,2019-03-15 06:30:00,2019-03-18 05:59:59,0
11133,Mission::BudokaiTournamentWinMission::CountMission,4,"Win World Tournament
3 times under special cond.",,11050,3,"Win the World Tournament
3 times with at least
1 character in the
""World Tournament"" Category
on your team.",3,,,"{""round"": 5, ""budokai_id"": 26, ""card_category_ids"": [3], ""card_category_cards_num_gteq"": 1}",,,,,,2019-03-15 06:30:00,2019-03-18 05:59:59,0
11134,Mission::BudokaiTournamentWinMission::CountMission,4,"Win World Tournament
7 times under special cond.",,11050,3,"Win the World Tournament
7 times with at least
1 character in the
""World Tournament"" Category
on your team.",7,,,"{""round"": 5, ""budokai_id"": 26, ""card_category_ids"": [3], ""card_category_cards_num_gteq"": 1}",,,,,,2019-03-15 06:30:00,2019-03-18 05:59:59,0
11135,Mission::BudokaiTournamentWinMission::CountMission,4,"Win World Tournament
3 times under special cond.",,11050,3,"Win the World Tournament
3 times with at least
1 character in the
""Peppy Gals"" Category
on your team.",3,,,"{""round"": 5, ""budokai_id"": 26, ""card_category_ids"": [4], ""card_category_cards_num_gteq"": 1}",,,,,,2019-03-15 06:30:00,2019-03-18 05:59:59,0
11136,Mission::BudokaiTournamentWinMission::CountMission,4,"Win World Tournament
7 times under special cond.",,11050,3,"Win the World Tournament
7 times with at least
1 character in the
""Peppy Gals"" Category
on your team.",7,,,"{""round"": 5, ""budokai_id"": 26, ""card_category_ids"": [4], ""card_category_cards_num_gteq"": 1}",,,,,,2019-03-15 06:30:00,2019-03-18 05:59:59,0
