id,category,name,pack_name,scene_name,red,green,blue,alpha,lite_flicker_rate,is_usm
152243,5,超サイヤ人ゴテンクス＆ゴースト_ゴーストアタック,sp_effect_b4_00070,ef_008,255,255,255,255,70,0
152244,5,超サイヤ人ゴテンクス＆ゴースト_ゴーストアタック,sp_effect_b4_00070,ef_103,255,255,255,255,70,0
152245,5,超サイヤ人ゴテンクス＆ゴースト_ゴーストアタック,sp_effect_b4_00070,ef_108,255,255,255,255,70,0
152246,5,人造人間19号_吸収回復ギミック,sp_effect_b4_00071,ef_001,255,255,255,255,70,0
152247,5,人造人間19号_吸収回復ギミック,sp_effect_b4_00071,ef_002,255,255,255,255,70,0
152248,5,ベジータ_ファイナルバーストキャノン,sp_effect_a1_00128,ef_001,255,255,255,255,70,0
152249,5,ベジータ_ファイナルバーストキャノン,sp_effect_a1_00128,ef_002,255,255,255,255,70,0
152250,5,ベジータ_ファイナルバーストキャノン,sp_effect_a1_00128,ef_003,255,255,255,255,70,0
152251,5,ベジータ_ファイナルバーストキャノン,sp_effect_a1_00128,ef_004,255,255,255,255,70,0
152252,5,ベジータ_ファイナルバーストキャノン,sp_effect_a1_00128,ef_101,255,255,255,255,70,0
152253,5,ベジータ_ファイナルバーストキャノン,sp_effect_a1_00128,ef_102,255,255,255,255,70,0
152254,5,ベジータ_ファイナルバーストキャノン,sp_effect_a1_00128,ef_103,255,255,255,255,70,0
152255,5,グルメス_ハングリースタンプ,sp_effect_b1_00051,ef_006,255,255,255,255,70,0
152256,5,グルメス_ハングリースタンプ,sp_effect_b1_00051,ef_007,255,255,255,255,70,0
152257,5,孫悟空(少年期)_ジャン拳Ver2,sp_effect_b4_00073,ef_001,255,255,255,255,70,0
152258,5,孫悟空(少年期)_ジャン拳Ver2,sp_effect_b4_00073,ef_002,255,255,255,255,70,0
152259,5,孫悟空(少年期)_ジャン拳Ver2,sp_effect_b4_00073,ef_003,255,255,255,255,70,0
152260,5,孫悟空(少年期)_ジャン拳Ver2,sp_effect_b4_00073,ef_004,255,255,255,255,70,0
152261,5,孫悟空(少年期)_ジャン拳Ver2,sp_effect_b4_00073,ef_005,255,255,255,255,70,0
152262,5,孫悟空(少年期)_ジャン拳Ver2,sp_effect_b4_00073,ef_103,255,255,255,255,70,0
152263,5,孫悟空(少年期)_ジャン拳Ver2,sp_effect_b4_00073,ef_104,255,255,255,255,70,0
152264,5,メタルクウラ_ロックオンバスター,sp_effect_a7_00024,ef_001,255,255,255,255,70,0
152265,5,メタルクウラ_ロックオンバスター,sp_effect_a7_00024,ef_002,255,255,255,255,70,0
152266,5,メタルクウラ_ロックオンバスター,sp_effect_a7_00024,ef_003,255,255,255,255,70,0
152267,5,メタルクウラ_ロックオンバスター,sp_effect_a7_00024,ef_004,255,255,255,255,70,0
152268,5,メタルクウラ_ロックオンバスター,sp_effect_a7_00024,ef_005,255,255,255,255,70,0
152269,5,メタルクウラ_ロックオンバスター,sp_effect_a7_00024,ef_006,255,255,255,255,70,0
152270,5,メタルクウラ_ロックオンバスター,sp_effect_a7_00024,ef_007,255,255,255,255,70,0
152271,5,メタルクウラ_ロックオンバスター,sp_effect_a7_00024,ef_008,255,255,255,255,70,0
152272,5,メタルクウラ_ロックオンバスター,sp_effect_a7_00024,ef_004r,255,255,255,255,70,0
152273,5,メタルクウラ_ロックオンバスター,sp_effect_a7_00024,ef_005r,255,255,255,255,70,0
152274,5,超サイヤ人ベジータ_フォトンボンバー,sp_effect_a1_00129,ef_001,255,255,255,255,70,0
152275,5,超サイヤ人ベジータ_フォトンボンバー,sp_effect_a1_00129,ef_002,255,255,255,255,70,0
152276,5,超サイヤ人ベジータ_フォトンボンバー,sp_effect_a1_00129,ef_003,255,255,255,255,70,0
152277,5,超サイヤ人ベジータ_フォトンボンバー,sp_effect_a1_00129,ef_004,255,255,255,255,70,0
152278,5,超サイヤ人ベジータ_フォトンボンバー,sp_effect_a1_00129,ef_001r,255,255,255,255,70,0
152279,5,超サイヤ人ベジータ_フォトンボンバー,sp_effect_a1_00129,ef_002r,255,255,255,255,70,0
152280,5,超サイヤ人ベジータ_フォトンボンバー,sp_effect_a1_00129,ef_003r,255,255,255,255,70,0
152281,5,メタルクウラコア_デストロイレーザー,sp_effect_a3_00053,ef_001,255,255,255,255,70,0
152282,5,メタルクウラコア_デストロイレーザー,sp_effect_a3_00053,ef_002,255,255,255,255,70,0
152283,5,メタルクウラコア_デストロイレーザー,sp_effect_a3_00053,ef_003,255,255,255,255,70,0
152284,5,メタルクウラコア_デストロイレーザー,sp_effect_a3_00053,ef_004,255,255,255,255,70,0
152285,5,メタルクウラコア_デストロイレーザー,sp_effect_a3_00053,ef_005,255,255,255,255,70,0
152286,5,メタルクウラコア_デストロイレーザー,sp_effect_a3_00053,ef_006,255,255,255,255,70,0
152287,5,メタルクウラコア_デストロイレーザー,sp_effect_a3_00053,ef_007,255,255,255,255,70,0
152288,5,メタルクウラコア_デストロイレーザー,sp_effect_a3_00053,ef_008,255,255,255,255,70,0
152289,5,メタルクウラコア_デストロイレーザー,sp_effect_a3_00053,ef_001r,255,255,255,255,70,0
152290,5,メタルクウラコア_デストロイレーザー,sp_effect_a3_00053,ef_002r,255,255,255,255,70,0
152291,5,メタルクウラコア_デストロイレーザー,sp_effect_a3_00053,ef_003r,255,255,255,255,70,0
152292,5,ピッコロ_魔光閃空,sp_effect_a7_00023,ef_001,255,255,255,255,70,0
152293,5,ピッコロ_魔光閃空,sp_effect_a7_00023,ef_003,255,255,255,255,70,0
152294,5,ピッコロ_魔光閃空,sp_effect_a7_00023,ef_004,255,255,255,255,70,0
152295,5,ピッコロ_魔光閃空,sp_effect_a7_00023,ef_005,255,255,255,255,70,0
152296,5,ピッコロ_魔光閃空,sp_effect_a7_00023,ef_006,255,255,255,255,70,0
152297,5,ピッコロ_魔光閃空,sp_effect_a7_00023,ef_007,255,255,255,255,70,0
152298,5,ピッコロ_魔光閃空,sp_effect_a7_00023,ef_008,255,255,255,255,70,0
152299,5,ピッコロ_腕ミスティックアタック,sp_effect_b1_00052,ef_002,255,255,255,255,70,0
152300,5,ピッコロ_腕ミスティックアタック,sp_effect_b1_00052,ef_003,255,255,255,255,70,0
152301,5,ピッコロ_腕ミスティックアタック,sp_effect_b1_00052,ef_004,255,255,255,255,70,0
152302,5,ピッコロ_腕ミスティックアタック,sp_effect_b1_00052,ef_005,255,255,255,255,70,0
152303,5,ピッコロ_腕ミスティックアタック,sp_effect_b1_00052,ef_006,255,255,255,255,70,0
152304,5,ピッコロ_腕ミスティックアタック,sp_effect_b1_00052,ef_008,255,255,255,255,70,0
152305,5,ピッコロ_腕ミスティックアタック,sp_effect_b1_00052,ef_009,255,255,255,255,70,0
152306,5,ピッコロ_腕ミスティックアタック,sp_effect_b1_00052,ef_010,255,255,255,255,70,0
152307,5,ロボット兵_スーパーテックガトリング,sp_effect_a8_00030,ef_001,255,255,255,255,70,0
152308,5,ロボット兵_スーパーテックガトリング,sp_effect_a8_00030,ef_002,255,255,255,255,70,0
152309,5,ロボット兵_スーパーテックガトリング,sp_effect_a8_00030,ef_003,255,255,255,255,70,0
152310,5,ロボット兵_スーパーテックガトリング,sp_effect_a8_00030,ef_004,255,255,255,255,70,0
152311,5,ロボット兵_スーパーテックガトリング,sp_effect_a8_00030,ef_005,255,255,255,255,70,0
152312,5,ロボット兵_スーパーテックガトリング,sp_effect_a8_00030,ef_006,255,255,255,255,70,0
152313,5,ロボット兵_スーパーテックガトリング,sp_effect_a8_00030,ef_007,255,255,255,255,70,0
152314,5,ロボット兵_スーパーテックガトリング,sp_effect_a8_00030,ef_008,255,255,255,255,70,0
152315,5,ロボット兵_スーパーテックガトリング,sp_effect_a8_00030,ef_009,255,255,255,255,70,0
152316,5,ロボット兵_スーパーテックガトリング,sp_effect_a8_00030,ef_101,255,255,255,255,70,0
152317,5,ロボット兵_スーパーテックガトリング,sp_effect_a8_00030,ef_102,255,255,255,255,70,0
152318,5,ロボット兵_スーパーテックガトリング,sp_effect_a8_00030,ef_103,255,255,255,255,70,0
152319,5,ボンゴ_チェーンスマッシュ,sp_effect_b1_00055,ef_001,255,255,255,255,70,0
152320,5,ボンゴ_チェーンスマッシュ,sp_effect_b1_00055,ef_002,255,255,255,255,70,0
152321,5,ボンゴ_チェーンスマッシュ,sp_effect_b1_00055,ef_101,255,255,255,255,70,0
152322,5,超サイヤ人ベジータ_ビッグバンアタック,sp_effect_b4_00072,ef_001,255,255,255,255,70,0
152323,5,超サイヤ人ベジータ_ビッグバンアタック,sp_effect_b4_00072,ef_002,255,255,255,255,70,0
152324,5,超サイヤ人ベジータ_ビッグバンアタック,sp_effect_b4_00072,ef_003,255,255,255,255,70,0
152325,5,超サイヤ人ベジータ_ビッグバンアタック,sp_effect_b4_00072,ef_004,255,255,255,255,70,0
152326,5,超サイヤ人ベジータ_ビッグバンアタック,sp_effect_b4_00072,ef_005,255,255,255,255,70,0
152327,5,超サイヤ人ベジータ_ビッグバンアタック,sp_effect_b4_00072,ef_006,255,255,255,255,70,0
152328,5,超サイヤ人ベジータ_ビッグバンアタック,sp_effect_b4_00072,ef_007,255,255,255,255,70,0
152329,5,超サイヤ人ベジータ_ビッグバンアタック,sp_effect_b4_00072,ef_002r,255,255,255,255,70,0
152330,5,超サイヤ人ベジータ_ビッグバンアタック,sp_effect_b4_00072,ef_003r,255,255,255,255,70,0
152331,5,ピッコロ_腕ミスティックアタック,sp_effect_b1_00052,ef_007,255,255,255,255,70,0
152332,5,パスタ_ビームマシンガン,sp_effect_a8_00031,ef_001,255,255,255,255,70,0
152333,5,パスタ_ビームマシンガン,sp_effect_a8_00031,ef_002,255,255,255,255,70,0
152334,5,パスタ_ビームマシンガン,sp_effect_a8_00031,ef_003,255,255,255,255,70,0
152335,5,パスタ_ビームマシンガン,sp_effect_a8_00031,ef_004,255,255,255,255,70,0
152336,5,パスタ_ビームマシンガン,sp_effect_a8_00031,ef_005,255,255,255,255,70,0
152337,5,パスタ_ビームマシンガン,sp_effect_a8_00031,ef_006,255,255,255,255,70,0
152338,5,パスタ_ビームマシンガン,sp_effect_a8_00031,ef_007,255,255,255,255,70,0
152339,5,パスタ_ビームマシンガン,sp_effect_a8_00031,ef_008,255,255,255,255,70,0
152340,5,パスタ_ビームマシンガン,sp_effect_a8_00031,ef_101,255,255,255,255,70,0
152341,5,パスタ_ビームマシンガン,sp_effect_a8_00031,ef_102,255,255,255,255,70,0
152342,5,パスタ_ビームマシンガン,sp_effect_a8_00031,ef_103,255,255,255,255,70,0
152343,5,パスタ_ビームマシンガン,sp_effect_a8_00031,ef_104,255,255,255,255,70,0
152344,5,ベジータ_エネルギースラッシュ,sp_effect_a6_00013,ef_001,255,255,255,255,70,0
152345,5,ベジータ_エネルギースラッシュ,sp_effect_a6_00013,ef_002,255,255,255,255,70,0
152346,5,ベジータ_エネルギースラッシュ,sp_effect_a6_00013,ef_003,255,255,255,255,70,0
152347,5,ベジータ_エネルギースラッシュ,sp_effect_a6_00013,ef_001r,255,255,255,255,70,0
152348,5,ベジータ_エネルギースラッシュ,sp_effect_a6_00013,ef_002r,255,255,255,255,70,0
152349,5,ベジータ_エネルギースラッシュ,sp_effect_a6_00013,ef_003r,255,255,255,255,70,0
152350,5,ベジータ_サイクロンシューティング,sp_effect_a3_00054,ef_001,255,255,255,255,70,0
152351,5,ベジータ_サイクロンシューティング,sp_effect_a3_00054,ef_002,255,255,255,255,70,0
152352,5,ベジータ_サイクロンシューティング,sp_effect_a3_00054,ef_003,255,255,255,255,70,0
152353,5,ベジータ_サイクロンシューティング,sp_effect_a3_00054,ef_004,255,255,255,255,70,0
152354,5,ベジータ_サイクロンシューティング,sp_effect_a3_00054,ef_005,255,255,255,255,70,0
152355,5,ベジータ_サイクロンシューティング,sp_effect_a3_00054,ef_006,255,255,255,255,70,0
152356,5,ベジータ_サイクロンシューティング,sp_effect_a3_00054,ef_007,255,255,255,255,70,0
152357,5,ベジータ_サイクロンシューティング,sp_effect_a3_00054,ef_001r,255,255,255,255,70,0
152358,5,ベジータ_サイクロンシューティング,sp_effect_a3_00054,ef_002r,255,255,255,255,70,0
152359,5,ベジータ_サイクロンシューティング,sp_effect_a3_00054,ef_005r,255,255,255,255,70,0
152360,5,パスタ_ビームマシンガン,sp_effect_a8_00031,ef_009,255,255,255,255,70,0
152361,5,ビルス(モナカスーツ)_必殺技名未定(SSR),sp_effect_b1_00056,ef_001,255,255,255,255,70,0
152362,5,ビルス(モナカスーツ)_必殺技名未定(SSR),sp_effect_b1_00056,ef_002,255,255,255,255,70,0
152363,5,ビルス(モナカスーツ)_必殺技名未定(SSR),sp_effect_b1_00056,ef_003,255,255,255,255,70,0
152364,5,ビルス(モナカスーツ)_必殺技名未定(SSR),sp_effect_b1_00056,ef_004,255,255,255,255,70,0
152365,5,ビルス(モナカスーツ)_必殺技名未定(SSR),sp_effect_b1_00056,ef_005,255,255,255,255,70,0
152366,5,ビルス(モナカスーツ)_必殺技名未定(SSR),sp_effect_b1_00056,ef_101,255,255,255,255,70,0
152367,5,ビルス(モナカスーツ)_必殺技名未定(SSR),sp_effect_b1_00056,ef_105,255,255,255,255,70,0
152368,5,ビルス(モナカスーツ)_必殺技名未定(UR),sp_effect_b1_00057,ef_001,255,255,255,255,70,0
152369,5,ビルス(モナカスーツ)_必殺技名未定(UR),sp_effect_b1_00057,ef_002,255,255,255,255,70,0
152370,5,ビルス(モナカスーツ)_必殺技名未定(UR),sp_effect_b1_00057,ef_003,255,255,255,255,70,0
152371,5,ビルス(モナカスーツ)_必殺技名未定(UR),sp_effect_b1_00057,ef_004,255,255,255,255,70,0
152372,5,ビルス(モナカスーツ)_必殺技名未定(UR),sp_effect_b1_00057,ef_005,255,255,255,255,70,0
152373,5,ビルス(モナカスーツ)_必殺技名未定(UR),sp_effect_b1_00057,ef_006,255,255,255,255,70,0
152374,5,ビルス(モナカスーツ)_必殺技名未定(UR),sp_effect_b1_00057,ef_007,255,255,255,255,70,0
152375,5,ビルス(モナカスーツ)_必殺技名未定(UR),sp_effect_b1_00057,ef_008,255,255,255,255,70,0
152376,5,ビルス(モナカスーツ)_必殺技名未定(UR),sp_effect_b1_00057,ef_102,255,255,255,255,70,0
152377,5,ビルス(モナカスーツ)_必殺技名未定(UR),sp_effect_b1_00057,ef_106,255,255,255,255,70,0
152378,5,ビルス(モナカスーツ)_必殺技名未定(UR),sp_effect_b1_00057,ef_108,255,255,255,255,70,0
152379,5,ビルス(モナカスーツ)_必殺技名未定(SSR)_海外版,sp_effect_b1_00058,ef_001,255,255,255,255,70,0
152380,5,ビルス(モナカスーツ)_必殺技名未定(SSR)_海外版,sp_effect_b1_00058,ef_002,255,255,255,255,70,0
152381,5,ビルス(モナカスーツ)_必殺技名未定(SSR)_海外版,sp_effect_b1_00058,ef_003,255,255,255,255,70,0
152382,5,ビルス(モナカスーツ)_必殺技名未定(SSR)_海外版,sp_effect_b1_00058,ef_004,255,255,255,255,70,0
152383,5,ビルス(モナカスーツ)_必殺技名未定(SSR)_海外版,sp_effect_b1_00058,ef_005,255,255,255,255,70,0
152384,5,ビルス(モナカスーツ)_必殺技名未定(SSR)_海外版,sp_effect_b1_00058,ef_101,255,255,255,255,70,0
152385,5,ビルス(モナカスーツ)_必殺技名未定(SSR)_海外版,sp_effect_b1_00058,ef_105,255,255,255,255,70,0
152386,5,ビルス(モナカスーツ)_必殺技名未定(UR),sp_effect_b1_00057,ef_009,255,255,255,255,70,0
152387,5,ビーデル_ホークチャージ,sp_effect_b4_00075,ef_001,255,255,255,255,70,0
152388,5,ビーデル_ホークチャージ,sp_effect_b4_00075,ef_001r,255,255,255,255,70,0
152389,5,ビーデル_ホークチャージ,sp_effect_b4_00075,ef_002,255,255,255,255,70,0
152390,5,ビーデル_ホークチャージ,sp_effect_b4_00075,ef_002r,255,255,255,255,70,0
152391,5,ビーデル_ホークチャージ,sp_effect_b4_00075,ef_003,255,255,255,255,70,0
152392,5,ビーデル_ホークチャージ,sp_effect_b4_00075,ef_003r,255,255,255,255,70,0
152393,5,ビーデル_ホークチャージ,sp_effect_b4_00075,ef_004,255,255,255,255,70,0
152394,5,ビーデル_ホークチャージ,sp_effect_b4_00075,ef_004r,255,255,255,255,70,0
152395,5,マイ_決死の奇襲攻撃,sp_effect_a8_00032,ef_001,255,255,255,255,70,0
152396,5,マイ_決死の奇襲攻撃,sp_effect_a8_00032,ef_002,255,255,255,255,70,0
152397,5,マイ_決死の奇襲攻撃,sp_effect_a8_00032,ef_002r,255,255,255,255,70,0
152398,5,マイ_決死の奇襲攻撃,sp_effect_a8_00032,ef_003,255,255,255,255,70,0
152399,5,マイ_決死の奇襲攻撃,sp_effect_a8_00032,ef_004,255,255,255,255,70,0
152400,5,マイ_決死の奇襲攻撃,sp_effect_a8_00032,ef_005,255,255,255,255,70,0
152401,5,マイ_決死の奇襲攻撃,sp_effect_a8_00032,ef_005r,255,255,255,255,70,0
152402,5,マイ_決死の奇襲攻撃,sp_effect_a8_00032,ef_006,255,255,255,255,70,0
152403,5,マイ_決死の奇襲攻撃,sp_effect_a8_00032,ef_006r,255,255,255,255,70,0
152404,5,マイ_決死の奇襲攻撃,sp_effect_a8_00032,ef_007,255,255,255,255,70,0
152405,5,マイ_決死の奇襲攻撃,sp_effect_a8_00032,ef_008,255,255,255,255,70,0
152406,5,マイ_決死の奇襲攻撃,sp_effect_a8_00032,ef_009,255,255,255,255,70,0
152407,5,マイ_決死の奇襲攻撃,sp_effect_a8_00032,ef_010,255,255,255,255,70,0
152408,5,ヤムチャ＆プーアル_狼牙風風拳,sp_effect_b1_00053,ef_001,255,255,255,255,70,0
152409,5,ヤムチャ＆プーアル_狼牙風風拳,sp_effect_b1_00053,ef_002,255,255,255,255,70,0
152410,5,ヤムチャ＆プーアル_狼牙風風拳,sp_effect_b1_00053,ef_003,255,255,255,255,70,0
152411,5,ヤムチャ＆プーアル_狼牙風風拳,sp_effect_b1_00053,ef_004,255,255,255,255,70,0
152412,5,ヤムチャ＆プーアル_狼牙風風拳,sp_effect_b1_00053,ef_005,255,255,255,255,70,0
152413,5,ヤムチャ＆プーアル_狼牙風風拳,sp_effect_b1_00053,ef_006,255,255,255,255,70,0
152414,5,ヤムチャ＆プーアル_狼牙風風拳,sp_effect_b1_00053,ef_007,255,255,255,255,70,0
152415,5,ヤムチャ＆プーアル_狼牙風風拳,sp_effect_b1_00053,ef_002r,255,255,255,255,70,0
152416,5,ヤムチャ＆プーアル_狼牙風風拳,sp_effect_b1_00053,ef_004r,255,255,255,255,70,0
152417,5,人造人間18号_エネルギーウェイブ,sp_effect_b4_00074,ef_001,255,255,255,255,70,0
152418,5,人造人間18号_エネルギーウェイブ,sp_effect_b4_00074,ef_002,255,255,255,255,70,0
152419,5,人造人間18号_エネルギーウェイブ,sp_effect_b4_00074,ef_003,255,255,255,255,70,0
152420,5,人造人間18号_エネルギーウェイブ,sp_effect_b4_00074,ef_004,255,255,255,255,70,0
152421,5,人造人間18号_エネルギーウェイブ,sp_effect_b4_00074,ef_005,255,255,255,255,70,0
152422,5,人造人間18号_エネルギーウェイブ,sp_effect_b4_00074,ef_006,255,255,255,255,70,0
152423,5,人造人間18号_エネルギーウェイブ,sp_effect_b4_00074,ef_007,255,255,255,255,70,0
152424,5,人造人間18号_エネルギーウェイブ,sp_effect_b4_00074,ef_001r,255,255,255,255,70,0
152425,5,人造人間18号_エネルギーウェイブ,sp_effect_b4_00074,ef_002r,255,255,255,255,70,0
152426,5,人造人間18号_エネルギーウェイブ,sp_effect_b4_00074,ef_003r,255,255,255,255,70,0
152427,5,人造人間18号_エネルギーウェイブ,sp_effect_b4_00074,ef_004r,255,255,255,255,70,0
152428,5,人造人間18号_エネルギーウェイブ,sp_effect_b4_00074,ef_005r,255,255,255,255,70,0
152429,5,時の界王神_時の審判,sp_effect_a5_00012,ef_001,255,255,255,255,70,0
152430,5,時の界王神_時の審判,sp_effect_a5_00012,ef_002,255,255,255,255,70,0
152431,5,時の界王神_時の審判,sp_effect_a5_00012,ef_004,255,255,255,255,70,0
152432,5,時の界王神_時の審判,sp_effect_a5_00012,ef_004r,255,255,255,255,70,0
152433,5,時の界王神_時の審判,sp_effect_a5_00012,ef_005,255,255,255,255,70,0
152434,5,時の界王神_時の審判,sp_effect_a5_00012,ef_006,255,255,255,255,70,0
152435,5,時の界王神_時の審判,sp_effect_a5_00012,ef_007,255,255,255,255,70,0
152436,5,超サイヤ人3ベジータゼノ_アトミックフラッシュ,sp_effect_a1_00130,ef_001,255,255,255,255,70,0
152437,5,超サイヤ人3ベジータゼノ_アトミックフラッシュ,sp_effect_a1_00130,ef_002,255,255,255,255,70,0
152438,5,超サイヤ人3ベジータゼノ_アトミックフラッシュ,sp_effect_a1_00130,ef_003,255,255,255,255,70,0
152439,5,超サイヤ人3ベジータゼノ_アトミックフラッシュ,sp_effect_a1_00130,ef_004,255,255,255,255,70,0
152440,5,超サイヤ人3ベジータゼノ_アトミックフラッシュ,sp_effect_a1_00130,ef_001r,255,255,255,255,70,0
152441,5,超サイヤ人3ベジータゼノ_アトミックフラッシュ,sp_effect_a1_00130,ef_002r,255,255,255,255,70,0
152442,5,超サイヤ人3ベジータゼノ_アトミックフラッシュ,sp_effect_a1_00130,ef_003r,255,255,255,255,70,0
152443,5,超ミラ_アンドロイドキック,sp_effect_b1_00059,ef_001,255,255,255,255,70,0
152444,5,超ミラ_アンドロイドキック,sp_effect_b1_00059,ef_002,255,255,255,255,70,0
152445,5,超ミラ_アンドロイドキック,sp_effect_b1_00059,ef_003,255,255,255,255,70,0
152446,5,超ミラ_アンドロイドキック,sp_effect_b1_00059,ef_004,255,255,255,255,70,0
152447,5,超ミラ_アンドロイドキック,sp_effect_b1_00059,ef_104,255,255,255,255,70,0
152448,5,黒仮面のサイヤ人_ダークファイナルフラッシュ,sp_effect_a1_00131,ef_001,255,255,255,255,70,0
152449,5,黒仮面のサイヤ人_ダークファイナルフラッシュ,sp_effect_a1_00131,ef_002,255,255,255,255,70,0
152450,5,黒仮面のサイヤ人_ダークファイナルフラッシュ,sp_effect_a1_00131,ef_003,255,255,255,255,70,0
152451,5,黒仮面のサイヤ人_ダークファイナルフラッシュ,sp_effect_a1_00131,ef_004,255,255,255,255,70,0
152452,5,悟飯&ビーデル_悪いヤツはゆるさない！！,sp_effect_b4_00076,ef_001,255,255,255,255,70,0
152453,5,悟飯&ビーデル_悪いヤツはゆるさない！！,sp_effect_b4_00076,ef_002,255,255,255,255,70,0
152454,5,悟飯&ビーデル_悪いヤツはゆるさない！！,sp_effect_b4_00076,ef_002r,255,255,255,255,70,0
152455,5,悟飯&ビーデル_悪いヤツはゆるさない！！,sp_effect_b4_00076,ef_003,255,255,255,255,70,0
152456,5,暗黒仮面王_ダークキングズフラッシュ,sp_effect_a1_00132,ef_001,255,255,255,255,70,0
152457,5,暗黒仮面王_ダークキングズフラッシュ,sp_effect_a1_00132,ef_002,255,255,255,255,70,0
152458,5,暗黒仮面王_ダークキングズフラッシュ,sp_effect_a1_00132,ef_003,255,255,255,255,70,0
152459,5,暗黒仮面王_ダークキングズフラッシュ,sp_effect_a1_00132,ef_101,255,255,255,255,70,0
152460,5,暗黒仮面王_ダークキングズフラッシュ,sp_effect_a1_00132,ef_102,255,255,255,255,70,0
152461,5,超サイヤ人3孫悟空(ゼノ)_瞬間移動かめはめ波,sp_effect_a1_00133,ef_001,255,255,255,255,70,0
152462,5,超サイヤ人3孫悟空(ゼノ)_瞬間移動かめはめ波,sp_effect_a1_00133,ef_002,255,255,255,255,70,0
152463,5,超サイヤ人3孫悟空(ゼノ)_瞬間移動かめはめ波,sp_effect_a1_00133,ef_003,255,255,255,255,70,0
152464,5,魔神ドミグラ(魔強化形態)_ボイリングフィスト,sp_effect_b1_00060,ef_001,255,255,255,255,70,0
152465,5,魔神ドミグラ(魔強化形態)_ボイリングフィスト,sp_effect_b1_00060,ef_002,255,255,255,255,70,0
152466,5,魔神ドミグラ(魔強化形態)_ボイリングフィスト,sp_effect_b1_00060,ef_003,255,255,255,255,70,0
152467,5,魔神ドミグラ(魔強化形態)_ボイリングフィスト,sp_effect_b1_00060,ef_001r,255,255,255,255,70,0
152468,5,魔神ドミグラ(魔強化形態)_ボイリングフィスト,sp_effect_b1_00060,ef_002r,255,255,255,255,70,0
152469,5,魔神ドミグラ(魔強化形態)_ボイリングフィスト,sp_effect_b1_00060,ef_003r,255,255,255,255,70,0
152470,5,ゴクウブラックロゼ_神裂ブラックかめはめ波,sp_effect_a1_00134,ef_001,255,255,255,255,70,0
152471,5,ゴクウブラックロゼ_神裂ブラックかめはめ波,sp_effect_a1_00134,ef_002,255,255,255,255,70,0
152472,5,ゴクウブラックロゼ_神裂ブラックかめはめ波,sp_effect_a1_00134,ef_003,255,255,255,255,70,0
152473,5,ゴクウブラックロゼ_神裂ブラックかめはめ波,sp_effect_a1_00134,ef_004,255,255,255,255,70,0
152474,5,ゴクウブラックロゼ_神裂ブラックかめはめ波,sp_effect_a1_00134,ef_005,255,255,255,255,70,0
152475,5,ゴクウブラックロゼ_神裂ブラックかめはめ波,sp_effect_a1_00134,ef_006,255,255,255,255,70,0
152476,5,ゴクウブラックロゼ_神裂ブラックかめはめ波,sp_effect_a1_00134,ef_007,255,255,255,255,70,0
152477,5,ゴクウブラックロゼ_神裂ブラックかめはめ波,sp_effect_a1_00134,ef_001r,255,255,255,255,70,0
152478,5,ゴクウブラックロゼ_神裂ブラックかめはめ波,sp_effect_a1_00134,ef_002r,255,255,255,255,70,0
152479,5,ゴクウブラックロゼ_神裂ブラックかめはめ波,sp_effect_a1_00134,ef_005r,255,255,255,255,70,0
152480,5,ゴクウブラックロゼ_神裂ブラックかめはめ波,sp_effect_a1_00134,ef_006r,255,255,255,255,70,0
152481,5,ゴクウブラック_戦闘の記憶&ブラックパワーボールver2,sp_effect_a2_00095,ef_001,255,255,255,255,70,0
152482,5,ゴクウブラック_戦闘の記憶&ブラックパワーボールver2,sp_effect_a2_00095,ef_002,255,255,255,255,70,0
152483,5,ゴクウブラック_戦闘の記憶&ブラックパワーボールver2,sp_effect_a2_00095,ef_003,255,255,255,255,70,0
152484,5,ゴクウブラック_戦闘の記憶&ブラックパワーボールver2,sp_effect_a2_00095,ef_004,255,255,255,255,70,0
152485,5,ゴクウブラック_戦闘の記憶&ブラックパワーボールver2,sp_effect_a2_00095,ef_005,255,255,255,255,70,0
152486,5,ゴクウブラック_戦闘の記憶&ブラックパワーボールver2,sp_effect_a2_00095,ef_006,255,255,255,255,70,0
152487,5,ゴクウブラック_戦闘の記憶&ブラックパワーボールver2,sp_effect_a2_00095,ef_007,255,255,255,255,70,0
152488,5,ゴクウブラック_戦闘の記憶&ブラックパワーボールver2,sp_effect_a2_00095,ef_008,255,255,255,255,70,0
152489,5,ゴクウブラック_戦闘の記憶&ブラックパワーボールver2,sp_effect_a2_00095,ef_103,255,255,255,255,70,0
152490,5,ゴクウブラック_戦闘の記憶&ブラックパワーボールver2,sp_effect_a2_00095,ef_106,255,255,255,255,70,0
152491,5,ゴクウブラック_戦闘の記憶&ブラックパワーボールver2,sp_effect_a2_00095,ef_107,255,255,255,255,70,0
152492,5,ヤムチャ＆プーアル_狼牙風風拳,sp_effect_b1_00053,ef_008,255,255,255,255,70,0
152493,5,ヤムチャ＆プーアル_狼牙風風拳,sp_effect_b1_00053,ef_009,255,255,255,255,70,0
152494,5,ヤムチャ＆プーアル_狼牙風風拳,sp_effect_b1_00053,ef_010,255,255,255,255,70,0
152495,5,ヤムチャ＆プーアル_狼牙風風拳,sp_effect_b1_00053,ef_011,255,255,255,255,70,0
152496,5,ヤムチャ＆プーアル_狼牙風風拳,sp_effect_b1_00053,ef_012,255,255,255,255,70,0
