id,rank,exp_total,act_max,friends_capacity
1126,1126,2229117685,309,100
1127,1127,2234117685,309,100
1128,1128,2239117685,309,100
1129,1129,2244117685,309,100
1130,1130,2249117685,310,100
1131,1131,2254117685,310,100
1132,1132,2259117685,310,100
1133,1133,2264117685,310,100
1134,1134,2269117685,310,100
1135,1135,2274117685,310,100
1136,1136,2279117685,310,100
1137,1137,2284117685,310,100
1138,1138,2289117685,310,100
1139,1139,2294117685,310,100
1140,1140,2299117685,311,100
1141,1141,2304117685,311,100
1142,1142,2309117685,311,100
1143,1143,2314117685,311,100
1144,1144,2319117685,311,100
1145,1145,2324117685,311,100
1146,1146,2329117685,311,100
1147,1147,2334117685,311,100
1148,1148,2339117685,311,100
1149,1149,2344117685,311,100
1150,1150,2349117685,312,100
1151,1151,2354117685,312,100
1152,1152,2359117685,312,100
1153,1153,2364117685,312,100
1154,1154,2369117685,312,100
1155,1155,2374117685,312,100
1156,1156,2379117685,312,100
1157,1157,2384117685,312,100
1158,1158,2389117685,312,100
1159,1159,2394117685,312,100
1160,1160,2399117685,313,100
1161,1161,2404117685,313,100
1162,1162,2409117685,313,100
1163,1163,2414117685,313,100
1164,1164,2419117685,313,100
1165,1165,2424117685,313,100
1166,1166,2429117685,313,100
1167,1167,2434117685,313,100
1168,1168,2439117685,313,100
1169,1169,2444117685,313,100
1170,1170,2449117685,314,100
1171,1171,2454117685,314,100
1172,1172,2459117685,314,100
1173,1173,2464117685,314,100
1174,1174,2469117685,314,100
1175,1175,2474117685,314,100
1176,1176,2479117685,314,100
1177,1177,2484117685,314,100
1178,1178,2489117685,314,100
1179,1179,2494117685,314,100
1180,1180,2499117685,315,100
1181,1181,2504117685,315,100
1182,1182,2509117685,315,100
1183,1183,2514117685,315,100
1184,1184,2519117685,315,100
1185,1185,2524117685,315,100
1186,1186,2529117685,315,100
1187,1187,2534117685,315,100
1188,1188,2539117685,315,100
1189,1189,2544117685,315,100
1190,1190,2549117685,316,100
1191,1191,2554117685,316,100
1192,1192,2559117685,316,100
1193,1193,2564117685,316,100
1194,1194,2569117685,316,100
1195,1195,2574117685,316,100
1196,1196,2579117685,316,100
1197,1197,2584117685,316,100
1198,1198,2589117685,316,100
1199,1199,2594117685,316,100
1200,1200,2599117685,317,100
1201,1201,2604117685,317,100
1202,1202,2609117685,317,100
1203,1203,2614117685,317,100
1204,1204,2619117685,317,100
1205,1205,2624117685,317,100
1206,1206,2629117685,317,100
1207,1207,2634117685,317,100
1208,1208,2639117685,317,100
1209,1209,2644117685,317,100
1210,1210,2649117685,318,100
1211,1211,2654117685,318,100
1212,1212,2659117685,318,100
1213,1213,2664117685,318,100
1214,1214,2669117685,318,100
1215,1215,2674117685,318,100
1216,1216,2679117685,318,100
1217,1217,2684117685,318,100
1218,1218,2689117685,318,100
1219,1219,2694117685,318,100
1220,1220,2699117685,319,100
1221,1221,2704117685,319,100
1222,1222,2709117685,319,100
1223,1223,2714117685,319,100
1224,1224,2719117685,319,100
1225,1225,2724117685,319,100
1226,1226,2729117685,319,100
1227,1227,2734117685,319,100
1228,1228,2739117685,319,100
1229,1229,2744117685,319,100
1230,1230,2749117685,320,100
1231,1231,2754117685,320,100
1232,1232,2759117685,320,100
1233,1233,2764117685,320,100
1234,1234,2769117685,320,100
1235,1235,2774117685,320,100
1236,1236,2779117685,320,100
1237,1237,2784117685,320,100
1238,1238,2789117685,320,100
1239,1239,2794117685,320,100
1240,1240,2799117685,321,100
1241,1241,2804117685,321,100
1242,1242,2809117685,321,100
1243,1243,2814117685,321,100
1244,1244,2819117685,321,100
1245,1245,2824117685,321,100
1246,1246,2829117685,321,100
1247,1247,2834117685,321,100
1248,1248,2839117685,321,100
1249,1249,2844117685,321,100
1250,1250,2849117685,322,100
1251,1251,2854117685,322,100
1252,1252,2859117685,322,100
1253,1253,2864117685,322,100
1254,1254,2869117685,322,100
1255,1255,2874117685,322,100
1256,1256,2879117685,322,100
1257,1257,2884117685,322,100
1258,1258,2889117685,322,100
1259,1259,2894117685,322,100
1260,1260,2899117685,323,100
1261,1261,2904117685,323,100
1262,1262,2909117685,323,100
1263,1263,2914117685,323,100
1264,1264,2919117685,323,100
1265,1265,2924117685,323,100
1266,1266,2929117685,323,100
1267,1267,2934117685,323,100
1268,1268,2939117685,323,100
1269,1269,2944117685,323,100
1270,1270,2949117685,324,100
1271,1271,2954117685,324,100
1272,1272,2959117685,324,100
1273,1273,2964117685,324,100
1274,1274,2969117685,324,100
1275,1275,2974117685,324,100
1276,1276,2979117685,324,100
1277,1277,2984117685,324,100
1278,1278,2989117685,324,100
1279,1279,2994117685,324,100
1280,1280,2999117685,325,100
1281,1281,3004117685,325,100
1282,1282,3009117685,325,100
1283,1283,3014117685,325,100
1284,1284,3019117685,325,100
1285,1285,3024117685,325,100
1286,1286,3029117685,325,100
1287,1287,3034117685,325,100
1288,1288,3039117685,325,100
1289,1289,3044117685,325,100
1290,1290,3049117685,326,100
1291,1291,3054117685,326,100
1292,1292,3059117685,326,100
1293,1293,3064117685,326,100
1294,1294,3069117685,326,100
1295,1295,3074117685,326,100
1296,1296,3079117685,326,100
1297,1297,3084117685,326,100
1298,1298,3089117685,326,100
1299,1299,3094117685,326,100
1300,1300,3099117685,327,100
1301,1301,3104117685,327,100
1302,1302,3109117685,327,100
1303,1303,3114117685,327,100
1304,1304,3119117685,327,100
1305,1305,3124117685,327,100
1306,1306,3129117685,327,100
1307,1307,3134117685,327,100
1308,1308,3139117685,327,100
1309,1309,3144117685,327,100
1310,1310,3149117685,328,100
1311,1311,3154117685,328,100
1312,1312,3159117685,328,100
1313,1313,3164117685,328,100
1314,1314,3169117685,328,100
1315,1315,3174117685,328,100
1316,1316,3179117685,328,100
1317,1317,3184117685,328,100
1318,1318,3189117685,328,100
1319,1319,3194117685,328,100
1320,1320,3199117685,329,100
1321,1321,3204117685,329,100
1322,1322,3209117685,329,100
1323,1323,3214117685,329,100
1324,1324,3219117685,329,100
1325,1325,3224117685,329,100
1326,1326,3229117685,329,100
1327,1327,3234117685,329,100
1328,1328,3239117685,329,100
1329,1329,3244117685,329,100
1330,1330,3249117685,330,100
1331,1331,3254117685,330,100
1332,1332,3259117685,330,100
1333,1333,3264117685,330,100
1334,1334,3269117685,330,100
1335,1335,3274117685,330,100
1336,1336,3279117685,330,100
1337,1337,3284117685,330,100
1338,1338,3289117685,330,100
1339,1339,3294117685,330,100
1340,1340,3299117685,331,100
1341,1341,3304117685,331,100
1342,1342,3309117685,331,100
1343,1343,3314117685,331,100
1344,1344,3319117685,331,100
1345,1345,3324117685,331,100
1346,1346,3329117685,331,100
1347,1347,3334117685,331,100
1348,1348,3339117685,331,100
1349,1349,3344117685,331,100
1350,1350,3349117685,332,100
1351,1351,3354117685,332,100
1352,1352,3359117685,332,100
1353,1353,3364117685,332,100
1354,1354,3369117685,332,100
1355,1355,3374117685,332,100
1356,1356,3379117685,332,100
1357,1357,3384117685,332,100
1358,1358,3389117685,332,100
1359,1359,3394117685,332,100
1360,1360,3399117685,333,100
1361,1361,3404117685,333,100
1362,1362,3409117685,333,100
1363,1363,3414117685,333,100
1364,1364,3419117685,333,100
1365,1365,3424117685,333,100
1366,1366,3429117685,333,100
1367,1367,3434117685,333,100
1368,1368,3439117685,333,100
1369,1369,3444117685,333,100
1370,1370,3449117685,334,100
1371,1371,3454117685,334,100
1372,1372,3459117685,334,100
1373,1373,3464117685,334,100
1374,1374,3469117685,334,100
1375,1375,3474117685,334,100
1376,1376,3479117685,334,100
1377,1377,3484117685,334,100
1378,1378,3489117685,334,100
1379,1379,3494117685,334,100
1380,1380,3499117685,335,100
1381,1381,3504117685,335,100
1382,1382,3509117685,335,100
1383,1383,3514117685,335,100
1384,1384,3519117685,335,100
1385,1385,3524117685,335,100
1386,1386,3529117685,335,100
1387,1387,3534117685,335,100
1388,1388,3539117685,335,100
1389,1389,3544117685,335,100
1390,1390,3549117685,336,100
1391,1391,3554117685,336,100
1392,1392,3559117685,336,100
1393,1393,3564117685,336,100
1394,1394,3569117685,336,100
1395,1395,3574117685,336,100
1396,1396,3579117685,336,100
1397,1397,3584117685,336,100
1398,1398,3589117685,336,100
1399,1399,3594117685,336,100
1400,1400,3599117685,337,100
1401,1401,3604117685,337,100
1402,1402,3609117685,337,100
1403,1403,3614117685,337,100
1404,1404,3619117685,337,100
1405,1405,3624117685,337,100
1406,1406,3629117685,337,100
1407,1407,3634117685,337,100
1408,1408,3639117685,337,100
1409,1409,3644117685,337,100
1410,1410,3649117685,338,100
1411,1411,3654117685,338,100
1412,1412,3659117685,338,100
1413,1413,3664117685,338,100
1414,1414,3669117685,338,100
1415,1415,3674117685,338,100
1416,1416,3679117685,338,100
1417,1417,3684117685,338,100
1418,1418,3689117685,338,100
1419,1419,3694117685,338,100
1420,1420,3699117685,339,100
1421,1421,3704117685,339,100
1422,1422,3709117685,339,100
1423,1423,3714117685,339,100
1424,1424,3719117685,339,100
1425,1425,3724117685,339,100
1426,1426,3729117685,339,100
1427,1427,3734117685,339,100
1428,1428,3739117685,339,100
1429,1429,3744117685,339,100
1430,1430,3749117685,340,100
1431,1431,3754117685,340,100
1432,1432,3759117685,340,100
1433,1433,3764117685,340,100
1434,1434,3769117685,340,100
1435,1435,3774117685,340,100
1436,1436,3779117685,340,100
1437,1437,3784117685,340,100
1438,1438,3789117685,340,100
1439,1439,3794117685,340,100
1440,1440,3799117685,341,100
1441,1441,3804117685,341,100
1442,1442,3809117685,341,100
1443,1443,3814117685,341,100
1444,1444,3819117685,341,100
1445,1445,3824117685,341,100
1446,1446,3829117685,341,100
1447,1447,3834117685,341,100
1448,1448,3839117685,341,100
1449,1449,3844117685,341,100
1450,1450,3849117685,342,100
1451,1451,3854117685,342,100
1452,1452,3859117685,342,100
1453,1453,3864117685,342,100
1454,1454,3869117685,342,100
1455,1455,3874117685,342,100
1456,1456,3879117685,342,100
1457,1457,3884117685,342,100
1458,1458,3889117685,342,100
1459,1459,3894117685,342,100
1460,1460,3899117685,343,100
1461,1461,3904117685,343,100
1462,1462,3909117685,343,100
1463,1463,3914117685,343,100
1464,1464,3919117685,343,100
1465,1465,3924117685,343,100
1466,1466,3929117685,343,100
1467,1467,3934117685,343,100
1468,1468,3939117685,343,100
1469,1469,3944117685,343,100
1470,1470,3949117685,344,100
1471,1471,3954117685,344,100
1472,1472,3959117685,344,100
1473,1473,3964117685,344,100
1474,1474,3969117685,344,100
1475,1475,3974117685,344,100
1476,1476,3979117685,344,100
1477,1477,3984117685,344,100
1478,1478,3989117685,344,100
1479,1479,3994117685,344,100
1480,1480,3999117685,345,100
1481,1481,4004117685,345,100
1482,1482,4009117685,345,100
1483,1483,4014117685,345,100
1484,1484,4019117685,345,100
1485,1485,4024117685,345,100
1486,1486,4029117685,345,100
1487,1487,4034117685,345,100
1488,1488,4039117685,345,100
1489,1489,4044117685,345,100
1490,1490,4049117685,346,100
1491,1491,4054117685,346,100
1492,1492,4059117685,346,100
1493,1493,4064117685,346,100
1494,1494,4069117685,346,100
1495,1495,4074117685,346,100
1496,1496,4079117685,346,100
1497,1497,4084117685,346,100
1498,1498,4089117685,346,100
1499,1499,4094117685,346,100
1500,1500,4099117685,347,100
1501,1501,4104117685,347,100
1502,1502,4109117685,347,100
1503,1503,4114117685,347,100
1504,1504,4119117685,347,100
1505,1505,4124117685,347,100
1506,1506,4129117685,347,100
1507,1507,4134117685,347,100
1508,1508,4139117685,347,100
1509,1509,4144117685,347,100
1510,1510,4149117685,348,100
1511,1511,4154117685,348,100
1512,1512,4159117685,348,100
1513,1513,4164117685,348,100
1514,1514,4169117685,348,100
1515,1515,4174117685,348,100
1516,1516,4179117685,348,100
1517,1517,4184117685,348,100
1518,1518,4189117685,348,100
1519,1519,4194117685,348,100
1520,1520,4199117685,349,100
1521,1521,4204117685,349,100
1522,1522,4209117685,349,100
1523,1523,4214117685,349,100
1524,1524,4219117685,349,100
1525,1525,4224117685,349,100
1526,1526,4229117685,349,100
1527,1527,4234117685,349,100
1528,1528,4239117685,349,100
1529,1529,4244117685,349,100
1530,1530,4249117685,350,100
1531,1531,4254117685,350,100
1532,1532,4259117685,350,100
1533,1533,4264117685,350,100
1534,1534,4269117685,350,100
1535,1535,4274117685,350,100
1536,1536,4279117685,350,100
1537,1537,4284117685,350,100
1538,1538,4289117685,350,100
1539,1539,4294117685,350,100
1540,1540,4299117685,350,100
1541,1541,4304117685,350,100
1542,1542,4309117685,350,100
1543,1543,4314117685,350,100
1544,1544,4319117685,350,100
1545,1545,4324117685,350,100
1546,1546,4329117685,350,100
1547,1547,4334117685,350,100
1548,1548,4339117685,350,100
1549,1549,4344117685,350,100
1550,1550,4349117685,350,100
1551,1551,4354117685,350,100
1552,1552,4359117685,350,100
1553,1553,4364117685,350,100
1554,1554,4369117685,350,100
1555,1555,4374117685,350,100
1556,1556,4379117685,350,100
1557,1557,4384117685,350,100
1558,1558,4389117685,350,100
1559,1559,4394117685,350,100
1560,1560,4399117685,350,100
1561,1561,4404117685,350,100
1562,1562,4409117685,350,100
1563,1563,4414117685,350,100
1564,1564,4419117685,350,100
1565,1565,4424117685,350,100
1566,1566,4429117685,350,100
1567,1567,4434117685,350,100
1568,1568,4439117685,350,100
1569,1569,4444117685,350,100
1570,1570,4449117685,350,100
1571,1571,4454117685,350,100
1572,1572,4459117685,350,100
1573,1573,4464117685,350,100
1574,1574,4469117685,350,100
1575,1575,4474117685,350,100
1576,1576,4479117685,350,100
1577,1577,4484117685,350,100
1578,1578,4489117685,350,100
1579,1579,4494117685,350,100
1580,1580,4499117685,350,100
1581,1581,4504117685,350,100
1582,1582,4509117685,350,100
1583,1583,4514117685,350,100
1584,1584,4519117685,350,100
1585,1585,4524117685,350,100
1586,1586,4529117685,350,100
1587,1587,4534117685,350,100
1588,1588,4539117685,350,100
1589,1589,4544117685,350,100
1590,1590,4549117685,350,100
1591,1591,4554117685,350,100
1592,1592,4559117685,350,100
1593,1593,4564117685,350,100
1594,1594,4569117685,350,100
1595,1595,4574117685,350,100
1596,1596,4579117685,350,100
1597,1597,4584117685,350,100
1598,1598,4589117685,350,100
1599,1599,4594117685,350,100
1600,1600,4599117685,350,100
1601,1601,4604117685,350,100
1602,1602,4609117685,350,100
1603,1603,4614117685,350,100
1604,1604,4619117685,350,100
1605,1605,4624117685,350,100
1606,1606,4629117685,350,100
1607,1607,4634117685,350,100
1608,1608,4639117685,350,100
1609,1609,4644117685,350,100
1610,1610,4649117685,350,100
1611,1611,4654117685,350,100
1612,1612,4659117685,350,100
1613,1613,4664117685,350,100
1614,1614,4669117685,350,100
1615,1615,4674117685,350,100
1616,1616,4679117685,350,100
1617,1617,4684117685,350,100
1618,1618,4689117685,350,100
1619,1619,4694117685,350,100
1620,1620,4699117685,350,100
1621,1621,4704117685,350,100
1622,1622,4709117685,350,100
1623,1623,4714117685,350,100
1624,1624,4719117685,350,100
1625,1625,4724117685,350,100
1626,1626,4729117685,350,100
1627,1627,4734117685,350,100
1628,1628,4739117685,350,100
1629,1629,4744117685,350,100
1630,1630,4749117685,350,100
1631,1631,4754117685,350,100
1632,1632,4759117685,350,100
1633,1633,4764117685,350,100
1634,1634,4769117685,350,100
1635,1635,4774117685,350,100
1636,1636,4779117685,350,100
1637,1637,4784117685,350,100
1638,1638,4789117685,350,100
1639,1639,4794117685,350,100
1640,1640,4799117685,350,100
1641,1641,4804117685,350,100
1642,1642,4809117685,350,100
1643,1643,4814117685,350,100
1644,1644,4819117685,350,100
1645,1645,4824117685,350,100
1646,1646,4829117685,350,100
1647,1647,4834117685,350,100
1648,1648,4839117685,350,100
1649,1649,4844117685,350,100
1650,1650,4849117685,350,100
1651,1651,4854117685,350,100
1652,1652,4859117685,350,100
1653,1653,4864117685,350,100
1654,1654,4869117685,350,100
1655,1655,4874117685,350,100
1656,1656,4879117685,350,100
1657,1657,4884117685,350,100
1658,1658,4889117685,350,100
1659,1659,4894117685,350,100
1660,1660,4899117685,350,100
1661,1661,4904117685,350,100
1662,1662,4909117685,350,100
1663,1663,4914117685,350,100
1664,1664,4919117685,350,100
1665,1665,4924117685,350,100
1666,1666,4929117685,350,100
1667,1667,4934117685,350,100
1668,1668,4939117685,350,100
1669,1669,4944117685,350,100
1670,1670,4949117685,350,100
1671,1671,4954117685,350,100
1672,1672,4959117685,350,100
1673,1673,4964117685,350,100
1674,1674,4969117685,350,100
1675,1675,4974117685,350,100
1676,1676,4979117685,350,100
1677,1677,4984117685,350,100
1678,1678,4989117685,350,100
1679,1679,4994117685,350,100
1680,1680,4999117685,350,100
1681,1681,5004117685,350,100
1682,1682,5009117685,350,100
1683,1683,5014117685,350,100
1684,1684,5019117685,350,100
1685,1685,5024117685,350,100
1686,1686,5029117685,350,100
1687,1687,5034117685,350,100
1688,1688,5039117685,350,100
1689,1689,5044117685,350,100
1690,1690,5049117685,350,100
1691,1691,5054117685,350,100
1692,1692,5059117685,350,100
1693,1693,5064117685,350,100
1694,1694,5069117685,350,100
1695,1695,5074117685,350,100
1696,1696,5079117685,350,100
1697,1697,5084117685,350,100
1698,1698,5089117685,350,100
1699,1699,5094117685,350,100
1700,1700,5099117685,350,100
1701,1701,5104117685,350,100
1702,1702,5109117685,350,100
1703,1703,5114117685,350,100
1704,1704,5119117685,350,100
1705,1705,5124117685,350,100
1706,1706,5129117685,350,100
1707,1707,5134117685,350,100
1708,1708,5139117685,350,100
1709,1709,5144117685,350,100
1710,1710,5149117685,350,100
1711,1711,5154117685,350,100
1712,1712,5159117685,350,100
1713,1713,5164117685,350,100
1714,1714,5169117685,350,100
1715,1715,5174117685,350,100
1716,1716,5179117685,350,100
1717,1717,5184117685,350,100
1718,1718,5189117685,350,100
1719,1719,5194117685,350,100
1720,1720,5199117685,350,100
1721,1721,5204117685,350,100
1722,1722,5209117685,350,100
1723,1723,5214117685,350,100
1724,1724,5219117685,350,100
1725,1725,5224117685,350,100
1726,1726,5229117685,350,100
1727,1727,5234117685,350,100
1728,1728,5239117685,350,100
1729,1729,5244117685,350,100
1730,1730,5249117685,350,100
1731,1731,5254117685,350,100
1732,1732,5259117685,350,100
1733,1733,5264117685,350,100
1734,1734,5269117685,350,100
1735,1735,5274117685,350,100
1736,1736,5279117685,350,100
1737,1737,5284117685,350,100
1738,1738,5289117685,350,100
1739,1739,5294117685,350,100
1740,1740,5299117685,350,100
1741,1741,5304117685,350,100
1742,1742,5309117685,350,100
1743,1743,5314117685,350,100
1744,1744,5319117685,350,100
1745,1745,5324117685,350,100
1746,1746,5329117685,350,100
1747,1747,5334117685,350,100
1748,1748,5339117685,350,100
1749,1749,5344117685,350,100
1750,1750,5349117685,350,100
1751,1751,5354117685,350,100
1752,1752,5359117685,350,100
1753,1753,5364117685,350,100
1754,1754,5369117685,350,100
1755,1755,5374117685,350,100
1756,1756,5379117685,350,100
1757,1757,5384117685,350,100
1758,1758,5389117685,350,100
1759,1759,5394117685,350,100
1760,1760,5399117685,350,100
1761,1761,5404117685,350,100
1762,1762,5409117685,350,100
1763,1763,5414117685,350,100
1764,1764,5419117685,350,100
1765,1765,5424117685,350,100
1766,1766,5429117685,350,100
1767,1767,5434117685,350,100
1768,1768,5439117685,350,100
1769,1769,5444117685,350,100
1770,1770,5449117685,350,100
1771,1771,5454117685,350,100
1772,1772,5459117685,350,100
1773,1773,5464117685,350,100
1774,1774,5469117685,350,100
1775,1775,5474117685,350,100
1776,1776,5479117685,350,100
1777,1777,5484117685,350,100
1778,1778,5489117685,350,100
1779,1779,5494117685,350,100
1780,1780,5499117685,350,100
1781,1781,5504117685,350,100
1782,1782,5509117685,350,100
1783,1783,5514117685,350,100
1784,1784,5519117685,350,100
1785,1785,5524117685,350,100
1786,1786,5529117685,350,100
1787,1787,5534117685,350,100
1788,1788,5539117685,350,100
1789,1789,5544117685,350,100
1790,1790,5549117685,350,100
1791,1791,5554117685,350,100
1792,1792,5559117685,350,100
1793,1793,5564117685,350,100
1794,1794,5569117685,350,100
1795,1795,5574117685,350,100
1796,1796,5579117685,350,100
1797,1797,5584117685,350,100
1798,1798,5589117685,350,100
1799,1799,5594117685,350,100
1800,1800,5599117685,350,100
1801,1801,5604117685,350,100
1802,1802,5609117685,350,100
1803,1803,5614117685,350,100
1804,1804,5619117685,350,100
1805,1805,5624117685,350,100
1806,1806,5629117685,350,100
1807,1807,5634117685,350,100
1808,1808,5639117685,350,100
1809,1809,5644117685,350,100
1810,1810,5649117685,350,100
1811,1811,5654117685,350,100
1812,1812,5659117685,350,100
1813,1813,5664117685,350,100
1814,1814,5669117685,350,100
1815,1815,5674117685,350,100
1816,1816,5679117685,350,100
1817,1817,5684117685,350,100
1818,1818,5689117685,350,100
1819,1819,5694117685,350,100
1820,1820,5699117685,350,100
1821,1821,5704117685,350,100
1822,1822,5709117685,350,100
1823,1823,5714117685,350,100
1824,1824,5719117685,350,100
1825,1825,5724117685,350,100
1826,1826,5729117685,350,100
1827,1827,5734117685,350,100
1828,1828,5739117685,350,100
1829,1829,5744117685,350,100
1830,1830,5749117685,350,100
1831,1831,5754117685,350,100
1832,1832,5759117685,350,100
1833,1833,5764117685,350,100
1834,1834,5769117685,350,100
1835,1835,5774117685,350,100
1836,1836,5779117685,350,100
1837,1837,5784117685,350,100
1838,1838,5789117685,350,100
1839,1839,5794117685,350,100
1840,1840,5799117685,350,100
1841,1841,5804117685,350,100
1842,1842,5809117685,350,100
1843,1843,5814117685,350,100
1844,1844,5819117685,350,100
1845,1845,5824117685,350,100
1846,1846,5829117685,350,100
1847,1847,5834117685,350,100
1848,1848,5839117685,350,100
1849,1849,5844117685,350,100
1850,1850,5849117685,350,100
1851,1851,5854117685,350,100
1852,1852,5859117685,350,100
1853,1853,5864117685,350,100
1854,1854,5869117685,350,100
1855,1855,5874117685,350,100
1856,1856,5879117685,350,100
1857,1857,5884117685,350,100
1858,1858,5889117685,350,100
1859,1859,5894117685,350,100
1860,1860,5899117685,350,100
1861,1861,5904117685,350,100
1862,1862,5909117685,350,100
1863,1863,5914117685,350,100
1864,1864,5919117685,350,100
1865,1865,5924117685,350,100
1866,1866,5929117685,350,100
1867,1867,5934117685,350,100
1868,1868,5939117685,350,100
1869,1869,5944117685,350,100
1870,1870,5949117685,350,100
1871,1871,5954117685,350,100
1872,1872,5959117685,350,100
1873,1873,5964117685,350,100
1874,1874,5969117685,350,100
1875,1875,5974117685,350,100
1876,1876,5979117685,350,100
1877,1877,5984117685,350,100
1878,1878,5989117685,350,100
1879,1879,5994117685,350,100
1880,1880,5999117685,350,100
1881,1881,6004117685,350,100
1882,1882,6009117685,350,100
1883,1883,6014117685,350,100
1884,1884,6019117685,350,100
1885,1885,6024117685,350,100
1886,1886,6029117685,350,100
1887,1887,6034117685,350,100
1888,1888,6039117685,350,100
1889,1889,6044117685,350,100
1890,1890,6049117685,350,100
1891,1891,6054117685,350,100
1892,1892,6059117685,350,100
1893,1893,6064117685,350,100
1894,1894,6069117685,350,100
1895,1895,6074117685,350,100
1896,1896,6079117685,350,100
1897,1897,6084117685,350,100
1898,1898,6089117685,350,100
1899,1899,6094117685,350,100
1900,1900,6099117685,350,100
1901,1901,6104117685,350,100
1902,1902,6109117685,350,100
1903,1903,6114117685,350,100
1904,1904,6119117685,350,100
1905,1905,6124117685,350,100
1906,1906,6129117685,350,100
1907,1907,6134117685,350,100
1908,1908,6139117685,350,100
1909,1909,6144117685,350,100
1910,1910,6149117685,350,100
1911,1911,6154117685,350,100
1912,1912,6159117685,350,100
1913,1913,6164117685,350,100
1914,1914,6169117685,350,100
1915,1915,6174117685,350,100
1916,1916,6179117685,350,100
1917,1917,6184117685,350,100
1918,1918,6189117685,350,100
1919,1919,6194117685,350,100
1920,1920,6199117685,350,100
1921,1921,6204117685,350,100
1922,1922,6209117685,350,100
1923,1923,6214117685,350,100
1924,1924,6219117685,350,100
1925,1925,6224117685,350,100
1926,1926,6229117685,350,100
1927,1927,6234117685,350,100
1928,1928,6239117685,350,100
1929,1929,6244117685,350,100
1930,1930,6249117685,350,100
1931,1931,6254117685,350,100
1932,1932,6259117685,350,100
1933,1933,6264117685,350,100
1934,1934,6269117685,350,100
1935,1935,6274117685,350,100
1936,1936,6279117685,350,100
1937,1937,6284117685,350,100
1938,1938,6289117685,350,100
1939,1939,6294117685,350,100
1940,1940,6299117685,350,100
1941,1941,6304117685,350,100
1942,1942,6309117685,350,100
1943,1943,6314117685,350,100
1944,1944,6319117685,350,100
1945,1945,6324117685,350,100
1946,1946,6329117685,350,100
1947,1947,6334117685,350,100
1948,1948,6339117685,350,100
1949,1949,6344117685,350,100
1950,1950,6349117685,350,100
1951,1951,6354117685,350,100
1952,1952,6359117685,350,100
1953,1953,6364117685,350,100
1954,1954,6369117685,350,100
1955,1955,6374117685,350,100
1956,1956,6379117685,350,100
1957,1957,6384117685,350,100
1958,1958,6389117685,350,100
1959,1959,6394117685,350,100
1960,1960,6399117685,350,100
1961,1961,6404117685,350,100
1962,1962,6409117685,350,100
1963,1963,6414117685,350,100
1964,1964,6419117685,350,100
1965,1965,6424117685,350,100
1966,1966,6429117685,350,100
1967,1967,6434117685,350,100
1968,1968,6439117685,350,100
1969,1969,6444117685,350,100
1970,1970,6449117685,350,100
1971,1971,6454117685,350,100
1972,1972,6459117685,350,100
1973,1973,6464117685,350,100
1974,1974,6469117685,350,100
1975,1975,6474117685,350,100
1976,1976,6479117685,350,100
1977,1977,6484117685,350,100
1978,1978,6489117685,350,100
1979,1979,6494117685,350,100
1980,1980,6499117685,350,100
1981,1981,6504117685,350,100
1982,1982,6509117685,350,100
1983,1983,6514117685,350,100
1984,1984,6519117685,350,100
1985,1985,6524117685,350,100
1986,1986,6529117685,350,100
1987,1987,6534117685,350,100
1988,1988,6539117685,350,100
1989,1989,6544117685,350,100
1990,1990,6549117685,350,100
1991,1991,6554117685,350,100
1992,1992,6559117685,350,100
1993,1993,6564117685,350,100
1994,1994,6569117685,350,100
1995,1995,6574117685,350,100
1996,1996,6579117685,350,100
1997,1997,6584117685,350,100
1998,1998,6589117685,350,100
1999,1999,6594117685,350,100
2000,2000,6599117685,350,100
