id,rmbattle_id,type,name,description,priority,target_value,conditions
27013,27,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,Clear a stage 9 times.,988,9,{}
27014,27,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,Clear a stage 10 times.,987,10,{}
27015,27,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,Clear Level 1.,986,1,"{""level"": 1}"
27016,27,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,Clear Level 1 for 2 times.,985,2,"{""level"": 1}"
27017,27,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,Clear Level 1 for 3 times.,984,3,"{""level"": 1}"
27018,27,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,Clear Level 2.,983,1,"{""level"": 2}"
27019,27,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,Clear Level 2 for 2 times.,982,2,"{""level"": 2}"
27020,27,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,Clear Level 2 for 3 times.,981,3,"{""level"": 2}"
27021,27,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,Clear Level 3.,980,1,"{""level"": 3}"
27022,27,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,Clear Level 3 for 2 times.,979,2,"{""level"": 3}"
27023,27,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,Clear Level 3 for 3 times.,978,3,"{""level"": 3}"
28001,28,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,Enter an Ultimate Clash.,1000,1,{}
28002,28,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,[Weekly] Clear a stage once.,999,1,{}
28003,28,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,[Weekly] Clear a stage 2 times.,998,2,{}
28004,28,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,[Weekly] Clear a stage 3 times.,997,3,{}
28005,28,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,Clear a stage once.,996,1,{}
28006,28,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,Clear a stage 2 times.,995,2,{}
28007,28,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,Clear a stage 3 times.,994,3,{}
28008,28,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,Clear a stage 4 times.,993,4,{}
28009,28,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,Clear a stage 5 times.,992,5,{}
28010,28,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,Clear a stage 6 times.,991,6,{}
28011,28,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,Clear a stage 7 times.,990,7,{}
28012,28,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,Clear a stage 8 times.,989,8,{}
28013,28,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,Clear a stage 9 times.,988,9,{}
28014,28,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,Clear a stage 10 times.,987,10,{}
28015,28,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,Clear Level 1.,986,1,"{""level"": 1}"
28016,28,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,Clear Level 1 for 2 times.,985,2,"{""level"": 1}"
28017,28,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,Clear Level 1 for 3 times.,984,3,"{""level"": 1}"
28018,28,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,Clear Level 2.,983,1,"{""level"": 2}"
28019,28,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,Clear Level 2 for 2 times.,982,2,"{""level"": 2}"
28020,28,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,Clear Level 2 for 3 times.,981,3,"{""level"": 2}"
28021,28,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,Clear Level 3.,980,1,"{""level"": 3}"
28022,28,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,Clear Level 3 for 2 times.,979,2,"{""level"": 3}"
28023,28,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,Clear Level 3 for 3 times.,978,3,"{""level"": 3}"
29001,29,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,Enter an Ultimate Clash.,1000,1,{}
29002,29,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,[Weekly] Clear a stage once.,999,1,{}
29003,29,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,[Weekly] Clear a stage 2 times.,998,2,{}
29004,29,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,[Weekly] Clear a stage 3 times.,997,3,{}
29005,29,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,Clear a stage once.,996,1,{}
29006,29,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,Clear a stage 2 times.,995,2,{}
29007,29,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,Clear a stage 3 times.,994,3,{}
29008,29,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,Clear a stage 4 times.,993,4,{}
29009,29,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,Clear a stage 5 times.,992,5,{}
29010,29,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,Clear a stage 6 times.,991,6,{}
29011,29,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,Clear a stage 7 times.,990,7,{}
29012,29,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,Clear a stage 8 times.,989,8,{}
29013,29,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,Clear a stage 9 times.,988,9,{}
29014,29,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,Clear a stage 10 times.,987,10,{}
29015,29,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,Clear Level 1.,986,1,"{""level"": 1}"
29016,29,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,Clear Level 1 for 2 times.,985,2,"{""level"": 1}"
29017,29,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,Clear Level 1 for 3 times.,984,3,"{""level"": 1}"
29018,29,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,Clear Level 2.,983,1,"{""level"": 2}"
29019,29,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,Clear Level 2 for 2 times.,982,2,"{""level"": 2}"
29020,29,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,Clear Level 2 for 3 times.,981,3,"{""level"": 2}"
29021,29,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,Clear Level 3.,980,1,"{""level"": 3}"
29022,29,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,Clear Level 3 for 2 times.,979,2,"{""level"": 3}"
29023,29,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,Clear Level 3 for 3 times.,978,3,"{""level"": 3}"
30001,30,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,Enter an Ultimate Clash.,1000,1,{}
30002,30,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,[Weekly] Clear a stage once.,999,1,{}
30003,30,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,[Weekly] Clear a stage 2 times.,998,2,{}
30004,30,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,[Weekly] Clear a stage 3 times.,997,3,{}
30005,30,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,Clear a stage once.,996,1,{}
30006,30,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,Clear a stage 2 times.,995,2,{}
30007,30,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,Clear a stage 3 times.,994,3,{}
30008,30,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,Clear a stage 4 times.,993,4,{}
30009,30,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,Clear a stage 5 times.,992,5,{}
30010,30,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,Clear a stage 6 times.,991,6,{}
30011,30,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,Clear a stage 7 times.,990,7,{}
30012,30,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,Clear a stage 8 times.,989,8,{}
30013,30,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,Clear a stage 9 times.,988,9,{}
30014,30,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,Clear Level 1.,987,1,"{""level"": 1}"
30015,30,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,Clear Level 1 for 2 times.,986,2,"{""level"": 1}"
30016,30,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,Clear Level 1 for 3 times.,985,3,"{""level"": 1}"
30017,30,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,Clear Level 2.,984,1,"{""level"": 2}"
30018,30,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,Clear Level 2 for 2 times.,983,2,"{""level"": 2}"
30019,30,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,Clear Level 2 for 3 times.,982,3,"{""level"": 2}"
30020,30,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,Clear Level 3.,981,1,"{""level"": 3}"
30021,30,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,Clear Level 3 for 2 times.,980,2,"{""level"": 3}"
30022,30,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,Clear Level 3 for 3 times.,979,3,"{""level"": 3}"
31001,31,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,Enter an Ultimate Clash.,1000,1,{}
31002,31,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,[Weekly] Clear a stage once.,999,1,{}
31003,31,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,[Weekly] Clear a stage 2 times.,998,2,{}
31004,31,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,[Weekly] Clear a stage 3 times.,997,3,{}
31005,31,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,Clear a stage once.,996,1,{}
31006,31,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,Clear a stage 2 times.,995,2,{}
31007,31,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,Clear a stage 3 times.,994,3,{}
31008,31,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,Clear a stage 4 times.,993,4,{}
31009,31,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,Clear a stage 5 times.,992,5,{}
31010,31,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,Clear a stage 6 times.,991,6,{}
31011,31,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,Clear a stage 7 times.,990,7,{}
31012,31,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,Clear a stage 8 times.,989,8,{}
31013,31,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,Clear a stage 9 times.,988,9,{}
31014,31,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,Clear a stage 10 times.,987,10,{}
31015,31,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,Clear Level 1.,986,1,"{""level"": 1}"
31016,31,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,Clear Level 1 for 2 times.,985,2,"{""level"": 1}"
31017,31,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,Clear Level 1 for 3 times.,984,3,"{""level"": 1}"
31018,31,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,Clear Level 2.,983,1,"{""level"": 2}"
31019,31,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,Clear Level 2 for 2 times.,982,2,"{""level"": 2}"
31020,31,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,Clear Level 2 for 3 times.,981,3,"{""level"": 2}"
31021,31,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,Clear Level 3.,980,1,"{""level"": 3}"
31022,31,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,Clear Level 3 for 2 times.,979,2,"{""level"": 3}"
31023,31,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,Clear Level 3 for 3 times.,978,3,"{""level"": 3}"
32001,32,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,Enter an Ultimate Clash.,1000,1,{}
32002,32,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,[Weekly] Clear a stage once.,999,1,{}
32003,32,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,[Weekly] Clear a stage 2 times.,998,2,{}
32004,32,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,[Weekly] Clear a stage 3 times.,997,3,{}
32005,32,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,Clear a stage once.,996,1,{}
32006,32,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,Clear a stage 2 times.,995,2,{}
32007,32,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,Clear a stage 3 times.,994,3,{}
32008,32,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,Clear a stage 4 times.,993,4,{}
32009,32,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,Clear a stage 5 times.,992,5,{}
32010,32,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,Clear a stage 6 times.,991,6,{}
32011,32,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,Clear a stage 7 times.,990,7,{}
32012,32,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,Clear a stage 8 times.,989,8,{}
32013,32,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,Clear a stage 9 times.,988,9,{}
32014,32,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,Clear a stage 10 times.,987,10,{}
32015,32,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,Clear Level 1.,986,1,"{""level"": 1}"
32016,32,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,Clear Level 1 for 2 times.,985,2,"{""level"": 1}"
32017,32,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,Clear Level 1 for 3 times.,984,3,"{""level"": 1}"
32018,32,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,Clear Level 2.,983,1,"{""level"": 2}"
32019,32,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,Clear Level 2 for 2 times.,982,2,"{""level"": 2}"
32020,32,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,Clear Level 2 for 3 times.,981,3,"{""level"": 2}"
32021,32,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,Clear Level 3.,980,1,"{""level"": 3}"
32022,32,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,Clear Level 3 for 2 times.,979,2,"{""level"": 3}"
32023,32,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,Clear Level 3 for 3 times.,978,3,"{""level"": 3}"
33001,33,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,Enter an Ultimate Clash.,1000,1,{}
33002,33,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,[Weekly] Clear a stage once.,999,1,{}
33003,33,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,[Weekly] Clear a stage 2 times.,998,2,{}
33004,33,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,[Weekly] Clear a stage 3 times.,997,3,{}
33005,33,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,Clear a stage once.,996,1,{}
33006,33,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,Clear a stage 2 times.,995,2,{}
33007,33,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,Clear a stage 3 times.,994,3,{}
33008,33,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,Clear a stage 4 times.,993,4,{}
33009,33,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,Clear a stage 5 times.,992,5,{}
33010,33,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,Clear a stage 6 times.,991,6,{}
33011,33,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,Clear a stage 7 times.,990,7,{}
33012,33,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,Clear a stage 8 times.,989,8,{}
33013,33,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,Clear a stage 9 times.,988,9,{}
33014,33,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,Clear a stage 10 times.,987,10,{}
33015,33,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,Clear Level 1.,986,1,"{""level"": 1}"
33016,33,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,Clear Level 1 for 2 times.,985,2,"{""level"": 1}"
33017,33,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,Clear Level 1 for 3 times.,984,3,"{""level"": 1}"
33018,33,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,Clear Level 2.,983,1,"{""level"": 2}"
33019,33,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,Clear Level 2 for 2 times.,982,2,"{""level"": 2}"
33020,33,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,Clear Level 2 for 3 times.,981,3,"{""level"": 2}"
33021,33,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,Clear Level 3.,980,1,"{""level"": 3}"
33022,33,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,Clear Level 3 for 2 times.,979,2,"{""level"": 3}"
33023,33,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,Clear Level 3 for 3 times.,978,3,"{""level"": 3}"
34001,34,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,Enter an Ultimate Clash.,1000,1,{}
34002,34,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,[Weekly] Clear a stage once.,999,1,{}
34003,34,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,[Weekly] Clear a stage 2 times.,998,2,{}
34004,34,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,[Weekly] Clear a stage 3 times.,997,3,{}
34005,34,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,Clear a stage once.,996,1,{}
34006,34,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,Clear a stage 2 times.,995,2,{}
34007,34,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,Clear a stage 3 times.,994,3,{}
34008,34,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,Clear a stage 4 times.,993,4,{}
34009,34,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,Clear a stage 5 times.,992,5,{}
34010,34,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,Clear a stage 6 times.,991,6,{}
34011,34,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,Clear a stage 7 times.,990,7,{}
34012,34,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,Clear a stage 8 times.,989,8,{}
34013,34,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,Clear a stage 9 times.,988,9,{}
34014,34,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,Clear a stage 10 times.,987,10,{}
34015,34,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,Clear Level 1.,986,1,"{""level"": 1}"
34016,34,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,Clear Level 1 for 2 times.,985,2,"{""level"": 1}"
34017,34,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,Clear Level 1 for 3 times.,984,3,"{""level"": 1}"
34018,34,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,Clear Level 2.,983,1,"{""level"": 2}"
34019,34,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,Clear Level 2 for 2 times.,982,2,"{""level"": 2}"
34020,34,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,Clear Level 2 for 3 times.,981,3,"{""level"": 2}"
34021,34,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,Clear Level 3.,980,1,"{""level"": 3}"
34022,34,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,Clear Level 3 for 2 times.,979,2,"{""level"": 3}"
34023,34,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,Clear Level 3 for 3 times.,978,3,"{""level"": 3}"
35001,35,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,Enter an Ultimate Clash.,1000,1,{}
35002,35,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,[Weekly] Clear a stage once.,999,1,{}
35003,35,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,[Weekly] Clear a stage 2 times.,998,2,{}
35004,35,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,[Weekly] Clear a stage 3 times.,997,3,{}
35005,35,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,Clear a stage once.,996,1,{}
35006,35,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,Clear a stage 2 times.,995,2,{}
35007,35,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,Clear a stage 3 times.,994,3,{}
35008,35,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,Clear a stage 4 times.,993,4,{}
35009,35,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,Clear a stage 5 times.,992,5,{}
35010,35,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,Clear a stage 6 times.,991,6,{}
35011,35,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,Clear a stage 7 times.,990,7,{}
35012,35,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,Clear a stage 8 times.,989,8,{}
35013,35,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,Clear a stage 9 times.,988,9,{}
35014,35,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,Clear Level 1.,987,1,"{""level"": 1}"
35015,35,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,Clear Level 1 for 2 times.,986,2,"{""level"": 1}"
35016,35,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,Clear Level 1 for 3 times.,985,3,"{""level"": 1}"
35017,35,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,Clear Level 2.,984,1,"{""level"": 2}"
35018,35,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,Clear Level 2 for 2 times.,983,2,"{""level"": 2}"
35019,35,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,Clear Level 2 for 3 times.,982,3,"{""level"": 2}"
35020,35,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,Clear Level 3.,981,1,"{""level"": 3}"
35021,35,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,Clear Level 3 for 2 times.,980,2,"{""level"": 3}"
35022,35,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,Clear Level 3 for 3 times.,979,3,"{""level"": 3}"
36001,36,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,Enter an Ultimate Clash.,1000,1,{}
36002,36,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,[Weekly] Clear a stage once.,999,1,{}
36003,36,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,[Weekly] Clear a stage 2 times.,998,2,{}
36004,36,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,[Weekly] Clear a stage 3 times.,997,3,{}
36005,36,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,Clear a stage once.,996,1,{}
36006,36,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,Clear a stage 2 times.,995,2,{}
36007,36,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,Clear a stage 3 times.,994,3,{}
36008,36,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,Clear a stage 4 times.,993,4,{}
36009,36,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,Clear a stage 5 times.,992,5,{}
36010,36,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,Clear a stage 6 times.,991,6,{}
36011,36,RMBattleMission::StageClearMission::CountMission,Clear a stage 7 times.,Clear a stage 7 times.,990,7,{}
36012,36,RMBattleMission::StageClearMission::CountMission,Clear a stage 8 times.,Clear a stage 8 times.,989,8,{}
36013,36,RMBattleMission::StageClearMission::CountMission,Clear a stage 9 times.,Clear a stage 9 times.,988,9,{}
36014,36,RMBattleMission::StageClearMission::CountMission,Clear a stage 10 times.,Clear a stage 10 times.,987,10,{}
36015,36,RMBattleMission::LevelClearMission::CountMission,Clear Level 1.,Clear Level 1.,986,1,"{""level"": 1}"
36016,36,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 2 times.,Clear Level 1 for 2 times.,985,2,"{""level"": 1}"
36017,36,RMBattleMission::LevelClearMission::CountMission,Clear Level 1 for 3 times.,Clear Level 1 for 3 times.,984,3,"{""level"": 1}"
36018,36,RMBattleMission::LevelClearMission::CountMission,Clear Level 2.,Clear Level 2.,983,1,"{""level"": 2}"
36019,36,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 2 times.,Clear Level 2 for 2 times.,982,2,"{""level"": 2}"
36020,36,RMBattleMission::LevelClearMission::CountMission,Clear Level 2 for 3 times.,Clear Level 2 for 3 times.,981,3,"{""level"": 2}"
36021,36,RMBattleMission::LevelClearMission::CountMission,Clear Level 3.,Clear Level 3.,980,1,"{""level"": 3}"
36022,36,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 2 times.,Clear Level 3 for 2 times.,979,2,"{""level"": 3}"
36023,36,RMBattleMission::LevelClearMission::CountMission,Clear Level 3 for 3 times.,Clear Level 3 for 3 times.,978,3,"{""level"": 3}"
37001,37,RMBattleMission::EntryMission::CountMission,Enter an Ultimate Clash.,Enter an Ultimate Clash.,1000,1,{}
37002,37,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage once.,[Weekly] Clear a stage once.,999,1,{}
37003,37,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 2 times.,[Weekly] Clear a stage 2 times.,998,2,{}
37004,37,RMBattleMission::StageClearMission::CountMission,[Weekly] Clear a stage 3 times.,[Weekly] Clear a stage 3 times.,997,3,{}
37005,37,RMBattleMission::StageClearMission::CountMission,Clear a stage once.,Clear a stage once.,996,1,{}
37006,37,RMBattleMission::StageClearMission::CountMission,Clear a stage 2 times.,Clear a stage 2 times.,995,2,{}
37007,37,RMBattleMission::StageClearMission::CountMission,Clear a stage 3 times.,Clear a stage 3 times.,994,3,{}
37008,37,RMBattleMission::StageClearMission::CountMission,Clear a stage 4 times.,Clear a stage 4 times.,993,4,{}
37009,37,RMBattleMission::StageClearMission::CountMission,Clear a stage 5 times.,Clear a stage 5 times.,992,5,{}
37010,37,RMBattleMission::StageClearMission::CountMission,Clear a stage 6 times.,Clear a stage 6 times.,991,6,{}
