id,area_id,name,prev_quest_id,any_clear_bonus_stones,all_clear_bonus_stones,visit_count_max,interval_reset_visited_days,can_ignore_difficulty_order,limitation_announcement_id,boostable,start_at,enable_sugoroku_auto,enable_battle_auto,enemy_info_display_type
276001,276,[AGL] Special Training,,1.0,,,,1,,1,2024-05-31 06:30:00,1,1,0
276002,276,[TEQ] Special Training,,1.0,,,,1,,1,2024-05-31 06:30:00,1,1,0
276003,276,[INT] Special Training,,1.0,,,,1,,1,2024-05-31 06:30:00,1,1,0
276004,276,[STR] Special Training,,1.0,,,,1,,1,2024-05-31 06:30:00,1,1,0
276005,276,[PHY] Special Training,,1.0,,,,1,,1,2024-05-31 06:30:00,1,1,0
276006,276,Ginyu Force's Trial,,1.0,,,,1,104068.0,0,2024-05-31 06:30:00,1,1,0
277001,277,Destructive Instinct,,,,,,1,,0,2024-09-25 08:00:00,1,1,0
278001,278,Save the Shamoians!,,1.0,,1.0,1.0,1,,0,2024-08-28 06:00:00,1,1,0
279001,279,Saiyan of Mystery,,1.0,,1.0,7.0,1,,0,2024-08-28 06:00:00,1,1,0
281001,281,Adventure at Natade Village!,,1.0,,,,1,,1,2024-09-10 06:00:00,1,1,0
282001,282,Disturbance at Dawn,,1.0,,3.0,7.0,1,,0,2024-09-14 06:00:00,1,1,0
282002,282,Fated Encounter,,1.0,,3.0,7.0,1,,0,2024-09-14 06:00:00,1,1,0
283001,283,The Ultimate Clash Begins,,1.0,,,,1,,1,2024-11-06 05:00:00,1,1,0
283002,283,Decisive Clash for the Future,283001.0,1.0,,,,1,,1,2024-11-06 05:00:00,1,1,0
284001,284,Gohan and Goten's Training,,1.0,,,,1,,1,2024-10-25 05:00:00,1,1,0
284002,284,The Dragon Family,284001.0,1.0,,,,1,,1,2024-10-25 05:00:00,1,1,0
285001,285,Challenge 1: Saiyan Saga & Planet Namek Saga,,,,,,1,,0,2024-12-27 05:00:00,1,1,0
285002,285,Challenge 2: Androids/Cell Saga,,,,,,1,,0,2025-01-07 08:00:00,1,1,0
285003,285,Challenge 3: Majin Buu Saga,,,,,,1,,0,2025-01-15 05:00:00,1,1,0
286001,286,Late-Night Warm-Up in the Demon Realm,,1.0,,1.0,1.0,1,,0,2024-12-27 02:00:00,1,1,0
287001,287,Training in the Clouds,,1.0,,,,1,,1,2025-02-10 05:00:00,1,1,0
288001,288,Soaring Spirit! Clash Between Rivals,,1.0,,1.0,1.0,1,,0,2015-10-30 00:00:00,0,1,0
289001,289,Master It! The Dream Technique!,,1.0,,3.0,7.0,1,,0,2025-02-10 05:00:00,1,1,0
291001,291,[AGL] Battle-Smart Brawler! Borgos,,1.0,,,,1,,1,2025-03-18 05:00:00,1,1,0
291002,291,[TEQ] Battle-Smart Brawler! Tora,,1.0,,,,1,,1,2025-03-18 05:00:00,1,1,0
291003,291,[INT] Battle-Smart Brawler! Fasha,,1.0,,,,1,,1,2025-03-18 05:00:00,1,1,0
291004,291,[STR] Battle-Smart Brawler! Bardock,,1.0,,,,1,,1,2025-03-18 05:00:00,1,1,0
291005,291,[PHY] Battle-Smart Brawler! Shugesh,,1.0,,,,1,,1,2025-03-18 05:00:00,1,1,0
291006,291,Team Bardock's Trial,,1.0,,,,1,104066.0,0,2025-03-18 05:00:00,1,1,0
292001,292,[AGL] Special Training,,1.0,,,,1,,1,2025-03-18 05:00:00,1,1,0
292002,292,[TEQ] Special Training,,1.0,,,,1,,1,2025-03-18 05:00:00,1,1,0
292003,292,[INT] Special Training,,1.0,,,,1,,1,2025-03-18 05:00:00,1,1,0
292004,292,[STR] Special Training,,1.0,,,,1,,1,2025-03-18 05:00:00,1,1,0
292005,292,[PHY] Special Training,,1.0,,,,1,,1,2025-03-18 05:00:00,1,1,0
292006,292,Ginyu Force's Trial,,1.0,,,,1,104068.0,0,2025-03-18 05:00:00,1,1,0
293001,293,Activate Your Hidden Potential,,1.0,,1.0,7.0,1,,0,2025-06-02 05:00:00,1,1,0
294001,294,Solve the Mystery! The Infiltrated World,,1.0,,,,1,,0,2025-04-01 00:00:00,1,1,0
295001,295,Liberate the Infiltrated World,,1.0,,,,1,,0,2025-04-01 00:00:00,1,1,0
296001,296,Transcendent Embodiment of Fury,,1.0,,,,1,,1,2025-07-07 01:00:00,0,1,1
298001,298,Saiyan Training,,1.0,,,,1,,1,2025-05-15 00:00:00,1,1,0
299001,299,Training in the Clouds,,1.0,,,,1,,1,2025-07-17 01:00:00,1,1,0
301001,301,Raditz the Saiyan,,,,,,0,,0,2015-09-27 08:30:00,1,1,0
301002,301,Saiyan Showdown,301001.0,,,,,0,,0,2015-09-27 08:30:00,1,1,0
301003,301,Dire Straits,301002.0,,,,,0,,0,2015-09-27 08:30:00,1,1,0
301004,301,Gohan Erupts!,301003.0,,,,,0,,0,2015-09-27 08:30:00,1,1,0
301005,301,Last Chance,301004.0,,,,,0,,0,2015-09-27 08:30:00,1,1,0
302001,302,Here Come the Saiyans,,,,,,0,,0,2015-09-27 08:30:00,1,1,0
302002,302,Saiyan Rampage,302001.0,,,,,0,,0,2015-09-27 08:30:00,1,1,0
302003,302,Goku’s Wrath,302002.0,,,,,0,,0,2015-09-27 08:30:00,1,1,0
302004,302,The Prince Cometh,302003.0,,,,,0,,0,2015-09-27 08:30:00,1,1,0
302005,302,Red-Hot Rumble,302004.0,,,,,0,,0,2015-09-27 08:30:00,1,1,0
303001,303,Go Team Bardock!,,,,,,0,,0,2015-09-27 08:30:00,1,1,0
303002,303,Planet Vegeta’s Prince,303001.0,,,,,0,,0,2015-09-27 08:30:00,1,1,0
303003,303,Frieza’s Betrayal,303002.0,,,,,0,,0,2015-09-27 08:30:00,1,1,0
303004,303,Prelude to Doom,303003.0,,,,,0,,0,2015-09-27 08:30:00,1,1,0
303005,303,Futile Struggle,303004.0,,,,,0,,0,2015-09-27 08:30:00,1,1,0
303006,303,Last Battle,303005.0,,,,,0,,0,2015-09-27 08:30:00,1,1,0
303007,303,Mystery Planet,303006.0,,,,,0,,0,2015-09-27 08:30:00,1,1,0
303008,303,Dastardly Space Pirate,303007.0,,,,,0,,0,2015-09-27 08:30:00,1,1,0
303009,303,Furious Transformation!,303008.0,1.0,,,,0,,0,2015-09-27 08:30:00,1,1,0
304001,304,Prolific Patrolmen,,,,,,0,,1,2015-09-27 08:30:00,1,1,0
304002,304,Fight for Peace!,304001.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
304003,304,Problem Solved!,304002.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
304004,304,Pilaf's Back for More...,304003.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
304005,304,Top-Level Training,304004.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
304006,304,On the Shoulders of Gods,304005.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
304007,304,Gotta Get Stronger!,304006.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
304008,304,No Limits!,304007.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
304009,304,Malevolent Resurgence,304008.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
304010,304,Frieza's Army Reborn,304009.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
304011,304,Indefectible Invasion,304010.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
304012,304,Battling the Unknown,304011.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
305001,305,Foreshadowing of Despair,,,,,,0,,1,2015-09-27 08:30:00,1,1,0
305002,305,Namek Occupation,305001.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
305003,305,Ginyu Force Rules,305002.0,1.0,,,,0,,1,2015-09-27 08:30:00,1,1,0
305004,305,Frieza's Fury,305003.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
305005,305,Frieza's Transformation,305004.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
305006,305,Frieza's Second Transformation,305005.0,1.0,,,,0,,1,2015-09-27 08:30:00,1,1,0
305007,305,Beginning of Karma,305006.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
305008,305,Chilling Bloodline,305007.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
305009,305,Destiny Packs a Punch,305008.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
305010,305,Battle of Ultra Evolution,305009.0,1.0,,,,0,,1,2015-09-27 08:30:00,1,1,0
305011,305,A Trial Beyond Divinity,305012.0,1.0,,,,0,,1,2015-09-27 08:30:00,1,1,0
305012,305,The End of the Battle Beyond Gods,305010.0,1.0,,,,0,,1,2015-09-27 08:30:00,1,1,0
305013,305,Full-Power Whis?!,305011.0,1.0,,,,0,,1,2015-09-27 08:30:00,1,1,0
306001,306,World Tournament Time!,,,,,,0,,1,2015-09-27 08:30:00,1,1,0
306002,306,The Worst Match Ever?!,306001.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
306003,306,The Finals Commence!,306002.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
306004,306,Mysterious Galactic Warrior,306003.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
306005,306,The Seal is Lifted,306004.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
306006,306,Vicious Galactic Warrior,306005.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
306007,306,Formidable Boujack!,306006.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
306008,306,Extreme Peril,306007.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
306009,306,Seriously Serious Fight,306008.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
306010,306,The Greatest Challenge,306009.0,2.0,,,,0,,1,2015-09-27 08:30:00,1,1,0
307001,307,Encroaching Evil,,,,,,0,,1,2015-09-27 08:30:00,1,1,0
307002,307,Cooler's Squad Strikes!,307001.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
307003,307,To Korin's Tower,307002.0,1.0,,,,0,,1,2015-09-27 08:30:00,1,1,0
307004,307,Senzu Bean of Hope,307003.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
307005,307,Piccolo's Here!,307004.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
307006,307,Goku Revived!,307005.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
307007,307,Strongest Vs. Strongest,307006.0,1.0,,,,0,,1,2015-09-27 08:30:00,1,1,0
307008,307,"Like Father, Like Son",307007.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
307009,307,History of Oppression,307008.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
307010,307,Strongest Clan in the Universe,307009.0,1.0,,,,0,,1,2015-09-27 08:30:00,1,1,0
308001,308,Fight On! Hero of Justice!,,,1.0,,,0,,0,2015-09-27 08:30:00,1,1,0
309001,309,"Pure Heart, Evil Ambition",,,1.0,,,0,,0,2015-09-27 08:30:00,1,1,0
310001,310,Intercept the Alien Warrior!,,,1.0,,,0,,0,2015-09-27 08:30:00,1,1,0
311001,311,"Young Hearts, Liberated!",,,1.0,,,0,,0,2015-09-27 08:30:00,1,1,0
312001,312,Defeat the King of Demon Realm!,,,1.0,,,0,,0,2015-09-27 08:30:00,1,1,0
313001,313,Stop the Reckless Majin!,,,1.0,,,0,,0,2015-09-27 08:30:00,1,1,0
314001,314,Destruction God Awakens,,,,,,0,,1,2015-09-27 08:30:00,1,1,0
314002,314,In Search of the Super Saiyan God,314001.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
314003,314,Crème Caramel Fury,314002.0,1.0,,,,0,,1,2015-09-27 08:30:00,1,1,0
314004,314,Countdown to Destruction,314003.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
314005,314,The Strongest Fighter: Gohan,314004.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
314006,314,Fusion Counterattack,314005.0,1.0,,,,0,,1,2015-09-27 08:30:00,1,1,0
314007,314,Vegeta's Pride,314006.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
314008,314,Super Saiyan God is Born,314007.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
314009,314,Battle of Gods,314008.0,1.0,,,,0,,1,2015-09-27 08:30:00,1,1,0
314010,314,Challenging the Destruction God,314009.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
314011,314,The Best Teacher in the Universe,314010.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
314012,314,Stronger than Ever!,314011.0,1.0,,,,0,,1,2015-09-27 08:30:00,1,1,0
315001,315,Earth's Greatest Threat,,,,,,0,,1,2015-09-27 08:30:00,1,1,0
315002,315,Retaliating with Skill,315001.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
315003,315,Mechanical Malice,315002.0,1.0,,,,0,,1,2015-09-27 08:30:00,1,1,0
315004,315,Crumbling Earth,315003.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
315005,315,Ambitious Turles,315004.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
315006,315,Furious Goku,315005.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
315007,315,Spirit Bomb Miracle,315006.0,1.0,,,,0,,1,2015-09-27 08:30:00,1,1,0
315008,315,Peace Restored,315007.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
315009,315,Outclassed,315008.0,,,,,0,,1,2015-09-27 08:30:00,1,1,0
315010,315,Sworn Enemy,315009.0,1.0,,,,0,,1,2015-09-27 08:30:00,1,1,0
315011,315,Blood of the Saiyan Race,315010.0,1.0,,,,0,,1,2016-12-12 06:30:00,1,1,0
316001,316,Joker,,,1.0,,,0,,0,2015-09-27 08:30:00,1,1,0
317001,317,Evil Charisma,,,1.0,,,1,,0,2015-09-27 08:30:00,1,1,0
318001,318,New Namek’s Threat,,,1.0,,,1,,0,2015-09-27 08:30:00,1,1,0
318002,318,Cooler’s Resurrection,318001.0,,1.0,,,1,,0,2015-09-27 08:30:00,1,1,0
318003,318,Super Saiyan Tag Team,318002.0,,1.0,,,1,,0,2015-09-27 08:30:00,1,1,0
318004,318,The Nightmare Returns,318003.0,,1.0,,,1,,0,2015-09-27 08:30:00,1,1,0
318005,318,Metal Cooler’s Crew,318004.0,,1.0,,,1,,0,2015-09-27 08:30:00,1,1,0
319001,319,Clayborn Warrior,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
319002,319,Miniature Menace,319001.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
319003,319,Invincible Warrior,319002.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
319004,319,Prince of the Saiyans,319003.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
319005,319,Royal Might,319004.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
319006,319,Frieza's Right Hand,319005.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
319007,319,Space Pirate,319006.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
319008,319,Walking Obliterator,319007.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
319009,319,Destroyer of the Universe,319008.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
319010,319,Heart Cold as Deep Space,319009.0,3.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
319011,319,Superior Strength,319010.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
319012,319,Life Form of Hate and Ruin,319011.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
319013,319,An Unusual Villain,319012.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
319014,319,Wicked Bloodline,319013.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
319015,319,Metallic Demon,319014.0,5.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
319016,319,Depths of Despair,319015.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
319017,319,Burning for Vengeance,319016.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
319018,319,Warrior of Hate,319017.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
319019,319,Magnified Malice,319018.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
319020,319,Wild Hatred,319019.0,10.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
319021,319,The Android Born from Hate,319020.0,1.0,,,,1,,1,2016-08-22 06:30:00,1,1,0
319022,319,The Dark Prince Returns,319021.0,1.0,,,,1,,1,2016-08-22 06:30:00,1,1,0
319023,319,The Variable Majin,319022.0,1.0,,,,1,,1,2016-08-22 06:30:00,1,1,0
319024,319,Eruption of Vengeful Energy,319023.0,1.0,,,,1,,1,2021-03-01 06:30:00,1,1,0
320001,320,Transmogrified Monster,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
320002,320,Youth With a Future,320001.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
320003,320,Golden Combination,320002.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
320004,320,Seasoned Martial Artist,320003.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
320005,320,The Righteous Shen Style,320004.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
320006,320,Venerable Master Roshi,320005.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
320007,320,Bond of Master and Disciple,320006.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
320008,320,Technique Beyond Limit,320007.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
320009,320,A Legendary Fighter,320008.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
320010,320,The Boy From the Future,320009.0,3.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
320011,320,One Who Wields True Power,320010.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
320012,320,Unstoppable Parent and Child,320011.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
320013,320,Devastating True Power,320012.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
320014,320,Strongest Under the Heavens,320013.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
320015,320,Paragon of Justice,320014.0,5.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
320016,320,Strength of the Sanctuary,320015.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
320017,320,Fusion for Justice,320016.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
320018,320,Limit-Smashing Super Saiyan,320017.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
320019,320,God of All Saiyans,320018.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
320020,320,In Defiance of the Heaven,320019.0,10.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
320021,320,The Power of the Majin,320020.0,1.0,,,,1,,1,2016-07-26 06:30:00,1,1,0
320022,320,Proud Bloodline,320021.0,1.0,,,,1,,1,2016-07-26 06:30:00,1,1,0
320023,320,Explosive Parental Bond,320022.0,1.0,,,,1,,1,2016-07-26 06:30:00,1,1,0
320024,320,Galactic Adventurer,320023.0,1.0,,,,1,,1,2017-03-30 06:30:00,1,1,0
320025,320,Angelic Patrol,320024.0,5.0,,,,1,,1,2021-03-01 06:30:00,1,1,0
321001,321,Revenge of Frieza and King Cold,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
321002,321,The Androids' Arrival,321001.0,,,,,1,,1,2015-09-27 08:30:00,1,1,0
321003,321,The End of Hope,321002.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
321004,321,The Last Fighters,321003.0,,,,,1,,1,2015-09-27 08:30:00,1,1,0
321005,321,Last Hope,321004.0,,,,,1,,1,2015-09-27 08:30:00,1,1,0
321006,321,Beginning of the Journey,321005.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
321007,321,Chance Meeting with Father,321006.0,,,,,1,,1,2015-09-27 08:30:00,1,1,0
321008,321,The Fruits of Training,321007.0,,,,,1,,1,2015-09-27 08:30:00,1,1,0
321009,321,Parental Bond,321008.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
321010,321,Long-Cherished Wish Fulfilled,321009.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
321011,321,Peace for the Future,321010.0,,,,,1,,1,2015-09-27 08:30:00,1,1,0
321012,321,Gohan and Trunks,321011.0,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,0
322001,322,The Mysterious New Dragon Balls,,1.0,,,,1,,1,2016-09-13 06:30:00,1,1,0
322002,322,Merchants' Planet Imecka!,322001.0,1.0,,,,1,,1,2016-09-13 06:30:00,1,1,0
322003,322,Planet Gelbo and Zoonama,322002.0,1.0,,,,1,,1,2016-09-13 06:30:00,1,1,0
322004,322,Hot Pursuit Brothers,322003.0,1.0,,,,1,,1,2016-09-13 06:30:00,1,1,0
322005,322,Planet Luud's Plot,322004.0,1.0,,,,1,,1,2016-09-13 06:30:00,1,1,0
322006,322,Luud Activated!!,322005.0,1.0,,,,1,,1,2016-09-13 06:30:00,1,1,0
322007,322,Enigmatic Planet M2,322006.0,1.0,,,,1,,1,2016-09-13 06:30:00,1,1,0
322008,322,Release! The All-Out Goku,322007.0,1.0,,,,1,,1,2016-09-13 06:30:00,1,1,0
322009,322,General Rilldo,322008.0,1.0,,,,1,,1,2016-09-13 06:30:00,1,1,0
322010,322,Baby the Wicked Life Form,322009.0,1.0,,,,1,,1,2016-09-13 06:30:00,1,1,0
323001,323,The Mysterious Alien Warrior,,1.0,,,,1,,1,2016-10-21 06:30:00,1,1,0
323002,323,An Enemy in Common,323001.0,1.0,,,,1,,1,2016-10-21 06:30:00,1,1,0
323003,323,"Goodbye, Goku!",323002.0,1.0,,,,1,,1,2016-10-21 06:30:00,1,1,0
323004,323,Deeds Done by the Full Moon,323003.0,1.0,,,,1,,1,2016-10-21 06:30:00,1,1,0
323005,323,The Fight in the Next World,323004.0,1.0,,,,1,,1,2016-10-21 06:30:00,1,1,0
323006,323,Attack of the Saiyans,323005.0,1.0,,,,1,,1,2016-10-21 06:30:00,1,1,0
323007,323,Ferocity of the Saiyans,323006.0,1.0,,,,1,,1,2016-10-21 06:30:00,1,1,0
323008,323,The Quiet Wrath of Goku,323007.0,1.0,,,,1,,1,2016-10-21 06:30:00,1,1,0
323009,323,The Decisive Battle at Last!,323008.0,1.0,,,,1,,1,2016-10-21 06:30:00,1,1,0
323010,323,The Strongest Warrior Awakens!,323009.0,1.0,,,,1,,1,2016-10-21 06:30:00,1,1,0
324001,324,Target the Saiyans!,,1.0,,,,1,,1,2016-10-11 06:30:00,1,1,0
324002,324,The Worst Brotherly Spat!?,324001.0,1.0,,,,1,,1,2016-10-11 06:30:00,1,1,0
324003,324,Baby vs. The Greatest Namekian,324002.0,1.0,,,,1,,1,2016-10-11 06:30:00,1,1,0
324004,324,Ambition Achieved!?,324003.0,1.0,,,,1,,1,2016-10-11 06:30:00,1,1,0
324005,324,Return to Earth,324004.0,1.0,,,,1,,1,2016-10-11 06:30:00,1,1,0
324006,324,Nightmarish Battle,324005.0,1.0,,,,1,,1,2016-10-11 06:30:00,1,1,0
324007,324,Fight! Super Baby!,324006.0,1.0,,,,1,,1,2016-10-11 06:30:00,1,1,0
324008,324,The Revenging Attack!,324007.0,1.0,,,,1,,1,2016-10-11 06:30:00,1,1,0
324009,324,Saiyans' and Tuffles' Fate,324008.0,1.0,,,,1,,1,2016-10-11 06:30:00,1,1,0
324010,324,The Two-Top on Earth!?,324009.0,1.0,,,,1,,1,2016-10-11 06:30:00,1,1,0
325001,325,Universe 6 vs. Universe 7,,1.0,,,,1,,1,2017-01-05 06:30:00,1,1,0
325002,325,The Match Begins!,325001.0,1.0,,,,1,,1,2017-01-05 06:30:00,1,1,0
325003,325,Frost vs. Goku,325002.0,1.0,,,,1,,1,2017-01-05 06:30:00,1,1,0
325004,325,The Furious Battle!,325003.0,1.0,,,,1,,1,2017-01-05 06:30:00,1,1,0
325005,325,Magetta vs. Vegeta,325004.0,1.0,,,,1,,1,2017-01-05 06:30:00,1,1,0
325006,325,The Saiyan of Universe 6,325005.0,1.0,,,,1,,1,2017-01-05 06:30:00,1,1,0
325007,325,Meet the Assassin Hit!,325006.0,1.0,,,,1,,1,2017-01-05 06:30:00,1,1,0
325008,325,The Match Concludes!,325007.0,1.0,,,,1,,1,2017-01-05 06:30:00,1,1,0
326001,326,Mysterious New Planet Vegeta,,1.0,,,,1,,1,2019-10-31 06:29:59,1,1,0
326002,326,Fates Intertwined,326001.0,1.0,,,,1,,1,2019-10-31 06:29:59,1,1,0
326003,326,Legendary Super Saiyan,326002.0,1.0,,,,1,,1,2019-10-31 06:29:59,1,1,0
326004,326,Let's Join Forces!,326003.0,1.0,,,,1,,1,2019-10-31 06:29:59,1,1,0
326005,326,Broly's Back!,326004.0,1.0,,,,1,,1,2019-10-31 06:29:59,1,1,0
326006,326,Blast! Family Kamehameha!,326005.0,1.0,,,,1,,1,2019-10-31 06:29:59,1,1,0
327001,327,To Penguin Village!,,1.0,,,,1,,1,2017-05-11 06:30:00,1,1,0
327002,327,An All-Out Battle for Love?!,327001.0,1.0,,,,1,,1,2017-05-11 06:30:00,1,1,0
327003,327,An Ally of Justice Appears!,327002.0,1.0,,,,1,,1,2017-05-11 06:30:00,1,1,0
327004,327,Showdown at Penguin Village!,327003.0,1.0,,,,1,,1,2017-05-11 06:30:00,1,1,0
327005,327,The World's Greatest Assassin!,327004.0,1.0,,,,1,,1,2017-05-11 06:30:00,1,1,0
327006,327,Arale Saves the Day!,327005.0,1.0,,,,1,,1,2017-05-11 06:30:00,1,1,0
328001,328,A Dark New Enemy Appears,,1.0,,,,1,,1,2017-05-17 06:30:00,1,1,0
328002,328,Message From the Future,328001.0,1.0,,,,1,,1,2017-05-17 06:30:00,1,1,0
328003,328,Universe 10 Zamasu,328002.0,1.0,,,,1,,1,2017-05-17 06:30:00,1,1,0
328004,328,Trunks' Determination,328003.0,1.0,,,,1,,1,2017-05-17 06:30:00,1,1,0
328005,328,Rematch With Goku Black,328004.0,1.0,,,,1,,1,2017-05-17 06:30:00,1,1,0
328006,328,The Zero Mortals Plan,328005.0,1.0,,,,1,,1,2017-05-17 06:30:00,1,1,0
328007,328,Final Judgment,328006.0,1.0,,,,1,,1,2017-05-17 06:30:00,1,1,0
328008,328,Indomitable Fighters' Counterattack,328007.0,1.0,,,,1,,1,2023-08-25 06:00:00,1,1,0
328009,328,Vegito Blue Strikes!,328008.0,1.0,,,,1,,1,2023-09-08 06:00:00,1,1,0
328010,328,"Farewell, Trunks!",328009.0,1.0,,,,1,,1,2023-09-22 06:00:00,1,1,0
329001,329,The Rabbit Mob Hits the Scene,,1.0,,,,1,,1,2017-05-22 06:30:00,1,1,0
329002,329,Boss Rabbit's Magic Touch,329001.0,1.0,,,,1,101924.0,1,2017-05-22 06:30:00,1,1,0
330001,330,The Board Game Domain,,1.0,,,,1,,1,2017-07-12 06:30:00,1,1,0
330002,330,The Trouble with Tuffles,330001.0,1.0,,,,1,,1,2017-07-12 06:30:00,1,1,0
330003,330,Majin Power Combined,330002.0,1.0,,,,1,,1,2017-07-12 06:30:00,1,1,0
330004,330,Giant Ape Wreckin' Rampage,330003.0,1.0,,,,1,,1,2017-07-12 06:30:00,1,1,0
330005,330,The Almighty Super Saiyan 4,330004.0,1.0,,,,1,,1,2017-07-12 06:30:00,1,1,0
330006,330,SS4 vs. Giant Ape Baby,330005.0,1.0,,,,1,,1,2017-07-12 06:30:00,1,1,0
331001,331,Fight On! Hero of Justice!,,1.0,,,,1,,1,2017-10-19 06:30:00,1,1,0
331002,331,"Pure Heart, Evil Ambition",,1.0,,,,1,,1,2017-10-19 06:30:00,1,1,0
331003,331,Intercept the Alien Warrior!,,1.0,,,,1,,1,2017-10-19 06:30:00,1,1,0
331004,331,"Young Hearts, Liberated!",,1.0,,,,1,,1,2017-10-19 06:30:00,1,1,0
